Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Ribosome	64/158	1.56838735840021e-16	4.83063306387266e-14	0	0	4.27674409525669	155.636335372208	RPL5;RPL3;RPL32;RPLP1;MRPS12;RPL9;RPL7;RPS15;MRPL3;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL37;MRPL9;RPS11;RPL39;RPS13;RPS12;RPS9;RPL21;RPS8;RPS5;RPL13A;RPSA;RPS3A;MRPS7;RPL29;RPL28;UBA52;RPL10;RPL12;MRPL19;RPL11;RPL36A;MRPL15;MRPL13;MRPL10;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;RPL41;RPL23A;MRPL23;RPS26;RPS27;RPS29;RNR2;RPL22L1;FAU;RNR1;RPS21;RPS24;RPS23
Spliceosome	57/150	1.83499936462885e-13	2.82589902152843e-11	0	0	3.84029188116941	112.622558234116	TCERG1;EIF4A3;HNRNPU;PRPF19;EFTUD2;DHX15;TXNL4A;BCAS2;RBM17;NCBP1;THOC3;PRPF40A;THOC2;PLRG1;WBP11;CDC40;PRPF4;PRPF3;SNRPG;SRSF2;SRSF3;SNRPE;SRSF4;SRSF5;SLU7;SRSF9;RBM22;SF3B4;DDX5;SF3B2;U2AF1;PRPF8;PUF60;PCBP1;TRA2B;HNRNPA1;SF3B1;SMNDC1;SF3A3;HSPA8;HNRNPA3;PPIL1;SF3A1;SF3A2;FUS;HSPA6;U2SURP;CHERP;LSM2;SNRNP40;HNRNPK;ACIN1;PRPF31;RBMX;HSPA1B;HSPA1A;RNU4-2
DNA replication	24/36	6.0831649321706e-13	6.24538266369515e-11	0	0	12.4405063291139	349.927570954464	RFC5;RNASEH2C;FEN1;RNASEH2B;PCNA;RNASEH2A;RFC4;MCM7;LIG1;RFC2;PRIM1;RPA1;RPA2;POLD3;POLA1;POLA2;RPA3;POLE3;MCM3;MCM4;MCM5;MCM6;SSBP1;MCM2
Epstein-Barr virus infection	66/202	8.09754863467488e-12	6.23511244869966e-10	0	0	3.04311313214232	77.7194653157629	CDKN1B;TNFAIP3;RBPJ;CD3D;TNF;IKBKB;PSMD6;CCND3;CCND2;PSMD4;CASP3;AKT3;PSMD1;CIR1;RAC1;SKP2;B2M;JAK3;JAK1;IFNAR2;MAP2K3;PDIA3;ENTPD1;HLA-C;TAP1;HLA-A;HLA-G;RUNX3;DDB2;TAPBP;CCNA2;CCNE2;OAS3;CD44;IRF9;PSMD12;HDAC2;PIK3R1;HLA-DMA;E2F1;E2F3;FADD;CD58;LYN;HLA-DRB5;JUN;HLA-DRB4;STAT2;EIF2AK2;ISG15;GADD45G;NFKB2;NFKBIA;PSMC6;CDK6;PSMC1;PSMC2;CDK2;MDM2;FAS;CALR;VIM;HLA-DRB3;MAP3K14;HLA-DRB1;MYD88
Antigen processing and presentation	35/78	3.54142268289997e-11	2.18151637266638e-09	0	0	5.07405718532029	122.101642699917	HSP90AB1;TNF;KIR2DL4;HLA-DMA;KLRC1;B2M;CTSB;PDIA3;HSPA8;HSP90AA1;HLA-DRB5;HLA-DRB4;HSPA5;KLRC2;KLRC3;KLRC4;HSPA6;HLA-C;TAP1;KIR3DL1;HLA-A;KIR3DL2;HLA-G;TAPBP;CD4;CD8B;CD8A;RFX5;PSME2;KLRD1;CALR;HLA-DRB3;HLA-DRB1;HSPA1B;HSPA1A
Coronavirus disease	69/232	3.14182267487075e-10	1.61280230643365e-08	0	0	2.65317574882714	58.0542654580962	RPL5;RPL3;RPL32;RPLP1;RPL9;TNF;RPL7;RPS15;IKBKB;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL37;RPS11;RPL39;RPS13;RPS12;JAK1;IFNAR2;RPS9;RPL21;RPS8;RPS5;RPL13A;RPSA;RPS3A;FOS;TNFRSF1A;OAS3;RPL29;IL6ST;RPL28;UBA52;IRF9;RPL10;RPL12;RPL11;RPL36A;PIK3R1;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;JUN;RPL41;STAT2;EIF2AK2;ISG15;RPL23A;RPS26;NFKBIA;RPS27;RPS29;RPL22L1;FAU;RPS21;RPS24;MYD88;RPS23
Amyotrophic lateral sclerosis	94/364	1.07979446275018e-09	4.61090772718526e-08	0	0	2.18848897134611	45.1846268806188	NUP107;NDUFA10;TNF;PSMD6;ACTR1A;TUBA1B;ACTR1B;TUBA1A;PSMD4;KIF5B;CASP3;NUP62;PSMD1;ANXA7;RAC1;NEFH;SPG11;RAB8A;MAP2K3;DAXX;SEC13;NCBP1;TUBB;SIGMAR1;ANXA11;NDUFC2;SDHD;WIPI2;SDHA;TNFRSF1B;ATG13;COX6B1;TNFRSF1A;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;NDUFS6;UQCRC1;SRSF3;NDUFS2;MATR3;ND1;NDUFS1;PIK3C3;NUP98;ND3;ATF6;ND2;SQSTM1;OPTN;ND5;ND4;ND6;BECN1;PSMD12;VCP;TOMM40;UQCRB;DCTN2;ATP8;NDUFB5;DCTN4;ATP6;NDUFB1;UQCR10;GABARAP;KLC2;PSMB3;TPR;COX3;UBQLN1;COX2;COX1;HNRNPA1;RAE1;RANBP2;HNRNPA3;HSPA5;FUS;ND4L;EIF2S1;UQCRHL;PINK1;PSMC6;PSMC1;HNRNPA2B1;NDUFAB1;PSMC2;CHMP2B;CYTB;ATG2B
Cell cycle	44/124	1.30707962156102e-09	4.61090772718526e-08	0	0	3.43244080145719	70.2121915051419	GSK3B;HDAC2;CDKN1B;PCNA;MCM7;CCNH;PRKDC;YWHAB;CUL1;SMC3;PKMYT1;CCND3;CCND2;ORC6;CDC45;YWHAQ;CDC27;CHEK1;E2F1;E2F3;BUB3;E2F4;SKP2;SKP1;TGFB1;CDKN2C;CDC7;CDC6;SMC1A;GADD45G;CCNA2;RBL2;CDK6;STAG2;CCNE2;TFDP2;CDK2;CDK1;MDM2;MCM3;MCM4;MCM5;MCM6;MCM2
Salmonella infection	71/249	1.34734316703465e-09	4.61090772718526e-08	0	0	2.4996548188936	51.0557776506599	CYFIP2;ARF1;HSP90AB1;FHOD1;BRK1;GCC2;FBXO22;TNF;IKBKB;PYCARD;ACTR1A;TUBA1B;ACTR1B;TUBA1A;KIF5B;CASP3;AKT3;RAC1;HRAS;SKP1;KPNA1;MAP2K3;MAP2K1;HSP90AA1;ANXA2;TUBB;DYNLT3;RHOH;FOS;RHOA;RHOB;TNFRSF1A;DYNC1LI1;EXOC4;ELMO1;ELMO2;PIK3C3;RAF1;MYL9;GAPDH;RAB7A;BIRC3;RAB5B;RALA;AHNAK;DCTN2;DCTN4;TXN;MYL12A;STX10;HSP90B1;CDC42;PAK1;KLC2;CYTH4;RPS3;SNX9;FADD;CYTH1;DYNC1H1;JUN;M6PR;ARPC4;NFKBIA;PTPRC;ABI1;VPS41;PLEKHM1;CTNNB1;RAB9A;MYD88
Prion disease	73/273	1.62816058732359e-08	5.01473460895666e-07	0	0	2.28608799705449	40.9969414864997	GSK3B;NDUFA10;TNF;PSMD6;TUBA1B;TUBA1A;PSMD4;KIF5B;CASP3;RAC2;PSMD1;RAC1;CSNK2A3;TUBB;NDUFC2;CYBA;SDHD;SDHA;COX6B1;PSMA5;PSMA6;CREB3;PSMA3;PSMA4;PSMA1;PSMA2;NDUFS6;CSNK2B;UQCRC1;VDAC3;VDAC2;NDUFS2;ND1;NDUFS1;ND3;SLC25A5;ND2;ND5;ND4;ND6;PSMD12;UQCRB;ATF6B;ATP8;NDUFB5;ATP6;ITPR2;NDUFB1;PIK3R1;UQCR10;STIP1;KLC2;PSMB3;CCL5;COX3;COX2;COX1;FYN;EGR1;HSPA8;PRNP;HSPA5;HSPA6;ND4L;EIF2S1;UQCRHL;PSMC6;PSMC1;NDUFAB1;PSMC2;CYTB;HSPA1B;HSPA1A
Protein processing in endoplasmic reticulum	52/171	2.0425275157234e-08	5.71907704402553e-07	0	0	2.7288173581453	48.3177846990368	HSP90AB1;UBE2D2;UBE2D1;HERPUD1;SEC61A1;SEC61G;CAPN2;SEC62;UBXN4;SEC63;SKP1;PDIA3;HSP90AA1;SEC13;SSR3;DNAJB12;RAD23A;PDIA6;RAD23B;DDOST;PDIA4;DNAJC3;DNAJC1;DAD1;DNAJC5;DNAJB11;PREB;ATF6;VCP;RPN2;ATF6B;RPN1;CUL1;DERL2;HSP90B1;DNAJB2;ERLEC1;HSPH1;UBQLN1;SEC23B;UGGT1;HSPA8;HSPA5;HSPA6;EIF2AK2;EIF2S1;DNAJA1;DNAJC10;CALR;P4HB;HSPA1B;HSPA1A
