pathway	pval	padj	log2err	ES	NES	size	leadingEdge
Oxidative phosphorylation	6.41824880560953e-15	5.39132899671201e-13	0.996986217533181	0.752367592044903	1.60468191178566	114	ND5,UQCRB,ND2,ND1,COX3,ND4,CYTB,ND6,ND3,ND4L,NDUFB1,NDUFC2,COX5A,NDUFS5,COX6C,ATP8,UQCR10,NDUFB2,COX7B,NDUFB5,NDUFA7,UQCRHL,COX8A,COX7C,NDUFB3,NDUFV2,ATP6,COX1,NDUFA13,NDUFAB1,NDUFS8,NDUFA6,NDUFB7,COX6B1,COX7A2,NDUFB4,UQCRQ,NDUFB9,ATP6V1G1,NDUFA12,COX5B,NDUFA11,UQCRFS1,NDUFA3,NDUFC1,COX6A1,NDUFA1,NDUFB11,COX7A2L,NDUFA4,NDUFA2,PPA1,NDUFB6,ATP6V0C,COX17,TCIRG1,CYC1,UQCRH,COX4I1,UQCR11,NDUFS6,NDUFS2,UQCRC2,ATP6V1F,NDUFB8,ATP6V0E1,NDUFS7,NDUFB10,ATP6V0E2,ATP6V0B,ATP6V0D1,NDUFS3,SDHD
Nitrogen metabolism	0.00144504331610459	0.0606918192763929	0.45505986738723	0.805951611164239	1.54465401739428	15	GLUL,GLUD1,CA5B
Primary bile acid biosynthesis	0.00242338890629385	0.0678548893762277	0.431707695803346	0.80064981539879	1.51143910583748	13	CH25H,SCP2
Arginine biosynthesis	0.0100884394781796	0.211857229041771	0.380730400722792	0.690945642684891	1.35274554466586	21	GLUL,GLUD1,GLS
Glycolysis / Gluconeogenesis	0.028971028971029	0.41958041958042	0.266350657088526	0.576695773829045	1.19947531930465	58	LDHB,PKM,PGAM1,LDHA,PGK1,ENO1,TPI1,PFKL,GALM,GAPDH,ALDOA,PFKP,AKR1A1,ENO2,PDHB,GPI,ADH5,ADPGK,HK1,ALDH9A1,DLD,PGM1,PDHA1
D-Glutamine and D-glutamate metabolism	0.02997002997003	0.41958041958042	0.261663521711573	0.876984367142239	1.50255170024631	4	GLUD1,GLS
Purine metabolism	0.048951048951049	0.587412587412587	0.20207170902116	0.522066049073818	1.12309098851054	155	PDE4D,PKM,NME2,PDE4B,ENTPD1,IMPDH2,PDE3B,NUDT16,POLR2J,IMPDH1,POLR2L,POLR1D,NME3,PDE4A,PNP,POLR2G,POLR1E,POLR2I,GUK1,HPRT1,ADSS,DCK,POLR3GL,POLR2K,NT5C3B,ADK,POLR2E,ADA,NT5C,POLR2B,ZNRD1,POLD4,ADSL,ITPA,POLR2A,NME1,PDE7A,GMPS,NUDT5,POLR2H,DGUOK,PRPS1,NT5C3A,APRT,POLR2C,AK3,POLR3K,POLR2J3,AK6,ATIC,AK2,GMPR2,NUDT2,TWISTNB,ADPRM,NME4,POLE3,PAPSS1,AMPD3,PGM1,PDE6D,POLD2,ADCY7
Drug metabolism - cytochrome P450	0.0579420579420579	0.587412587412588	0.184706471207739	0.583688930801765	1.19591641147256	41	GSTP1,GSTM1,MGST3,GSTO1,GSTK1,ADH5,MGST2,GSTM2,GSTM4
Metabolism of xenobiotics by cytochrome P450	0.0629370629370629	0.587412587412588	0.176694268938498	0.572131509961264	1.17839423814125	46	GSTP1,GSTM1,AKR7A2,MGST3,GSTO1,GSTK1,ADH5,CBR1,MGST2,GSTM2,GSTM4
Drug metabolism - other enzymes	0.0889110889110889	0.746853146853147	0.14641623786055	0.553537277143344	1.14874960207646	56	CMPK1,GSTP1,GSTM1,NME2,IMPDH2,DUT,TYMP,IMPDH1,MGST3,DPYD,NME3,GSTO1,HPRT1,ITPA,NME1,GMPS
Glycosaminoglycan biosynthesis - keratan sulfate	0.111888111888112	0.832705755782679	0.128788713061714	0.657031404337082	1.24032122306025	13	B3GNT2,ST3GAL1,FUT8,B4GALT1,B4GALT3
Arginine and proline metabolism	0.11988011988012	0.832705755782679	0.12384217120105	0.560122456820584	1.14502111841973	40	SAT1,ODC1,AMD1,SRM,OAT,LAP3,PYCR2,SMS,SAT2,CNDP2,ALDH9A1,P4HA1,GOT2
Arachidonic acid metabolism	0.128871128871129	0.832705755782679	0.118815039412263	0.550150392616631	1.13336764732312	45	PTGES3,GPX1,TBXAS1,PLA2G16,PTGES2,LTA4H,EPHX2,GPX7,CBR1,LTC4S,GGT1,PLA2G12A
Tryptophan metabolism	0.147852147852148	0.863842040312629	0.109684061970549	0.567881409010479	1.13953205741245	30	ACAT1,ECHS1,OGDH,HADHA,ACAT2,IL4I1,CAT,ALDH9A1,HADH,ALDH3A2
Glutathione metabolism	0.161838161838162	0.863842040312629	0.103958471559957	0.539805183578757	1.11434608596928	49	GSTP1,GSTM1,ODC1,GPX1,SRM,IDH2,MGST3,GSTO1,GCLM,LAP3,SMS,GSTK1,TXNDC12,GGCT,GPX4,GPX7,MGST2,GGT1,GSTM2,GSTM4,GSS,PGD,RRM2,GSR
Glyoxylate and dicarboxylate metabolism	0.170829170829171	0.863842040312629	0.100633389423036	0.580211130144823	1.1479184699226	24	GLUL,ACAT1,MDH1,SHMT2,MDH2,CS,GRHPR,ACAT2,ACO2,PGP,CAT,DLD
Pyruvate metabolism	0.174825174825175	0.863842040312629	0.0992333343771191	0.553397520969823	1.12081063304208	35	LDHB,PKM,LDHA,GLO1,ACAT1,MDH1,MDH2,GRHPR,PDHB,ACYP1,ACAT2,ALDH9A1,DLD,ME2,PDHA1,HAGH
Citrate cycle (TCA cycle)	0.201798201798202	0.941724941724942	0.0908241419007155	0.564626014606957	1.12297471214018	27	IDH2,MDH1,MDH2,CS,OGDH,PDHB,SUCLG1,SDHD,SUCLG2,SDHC,DLST,ACO2,IDH3G,IDH3B,SDHA,SDHB,DLD,PDHA1
Steroid biosynthesis	0.241758241758242	1	0.0808589150280032	0.574914077372299	1.11978977062511	19	FDFT1,SC5D,MSMO1,SQLE,CYP51A1,LIPA,HSD17B7,EBP,SOAT1,CYP2R1,DHCR7
Cysteine and methionine metabolism	0.248751248751249	1	0.0793434960134973	0.529931836516979	1.08330443949555	40	LDHB,AMD1,LDHA,MAT2B,SRM,MAT2A,MDH1,GCLM,MDH2,SMS,ENOPH1,ADI1,IL4I1,AHCY,DNMT1,GOT2
Pentose and glucuronate interconversions	0.294705294705295	1	0.070619624712259	0.568603922004824	1.0987550447189	17	DCXR,UGP2,AKR1A1,AKR1B1,CRYL1,GUSB
Fatty acid elongation	0.328671328671329	1	0.0652353056017703	0.53895471609485	1.06892696757045	25	ELOVL5,ACAA2,THEM4,TECR,ECHS1,HADHA,ELOVL1,ACOT7,ELOVL6,PPT1,HADH,HADHB,ABHD17A
N-Glycan biosynthesis	0.341658341658342	1	0.0633597010643758	0.508291313860885	1.04690537948429	46	MGAT4A,DDOST,ALG13,DAD1,STT3B,RPN1,MGAT1,RPN2,FUT8,B4GALT1,B4GALT3,MAN1A2,DPM2,MAN2A1,MAN1B1,ST6GAL1,ALG2,MGAT5,STT3A,ALG6,DPM3,MGAT4B,DPM1,GANAB,MGAT2,ALG3,MOGS,ALG5,ALG8,ALG1
Alanine, aspartate and glutamate metabolism	0.356643356643357	1	0.0613026075396207	0.522882667457092	1.04923590097963	30	GLUL,GLUD1,GLS,ADSS,ADSL,IL4I1,GFPT1,GOT2
Fatty acid degradation	0.414585414585415	1	0.0542315935495841	0.502847617620195	1.02636657201772	39	ACAA2,ECI2,ACAT1,ECHS1,ACAA1,HADHA,ACADVL,ACAT2,ADH5,ACADS,ACSL5,CPT1A,ALDH9A1,ACADM,HADH,HADHB,ACSL3,ACSL6,ALDH3A2,ACSL1,ACSL4,ACOX1
Phenylalanine metabolism	0.435564435564436	1	0.0519512476197082	0.537612902370395	1.03036698226812	15	IL4I1,GOT2,MIF,GOT1
beta-Alanine metabolism	0.475524475524476	1	0.047925896705813	0.502885819637248	1.00616250632351	29	SRM,DPYD,ECHS1,SMS,HADHA,HIBCH,CNDP2,ALDH9A1,ACADM,ALDH3A2
