Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Coronavirus disease	46/232	3.06194429690683e-27	7.77733851414335e-25	0	0	9.95907692998406	608.009090044443	RPL32;RPL10;RPL34;RPL36A;PIK3R1;RPL8;RPS4Y1;TNF;RPS15;RPS4X;RPS14;RPS15A;RPS19;RPS18;RPL36;RPS3;RPL35;RPLP2;RPL13;RPL38;RPL37;RPS27A;RPL39;RPS12;JUN;RPL41;RPL21;RPS5;RPL22;RPS6;RPL35A;PRKCA;RPS3A;FOS;RPS26;NFKBIA;RPS25;RPS28;RPS27;RPS29;RPL37A;RPL27;IL6ST;RPL28;RPS21;NFKBIB
Ribosome	38/158	6.507334759621e-26	8.26431514471867e-24	0	0	12.5853867214237	729.880472297182	RPL32;RPL10;RPL34;RPL36A;RPL8;RPS4Y1;RPS15;RPS4X;RPS14;RPS15A;RPS19;RPS18;RPL36;RPS3;RPL35;RPLP2;RPL13;RPL38;RPL37;RPS27A;RPL39;RPS12;RPL41;RPL21;RPS5;RPL22;RPS6;RPL35A;RPS3A;RPS26;RPS25;RPS28;RPS27;RPS29;RPL37A;RPL27;RPL28;RPS21
Antigen processing and presentation	24/78	1.44286100403651e-19	1.22162231675091e-17	0	0	17.2286538035041	747.421880945832	PDIA3;HSPA8;HSP90AA1;HSP90AB1;HSPA5;KLRC2;HSPA6;HLA-B;TAP1;HLA-A;KIR3DL2;KIR3DL3;TNF;KIR2DL3;HLA-E;CD8B;CD8A;HLA-DPB1;KLRC1;B2M;HLA-DRB1;HSPA1B;HLA-DQB1;HSPA1A
Graft-versus-host disease	14/42	1.67258489004956e-12	1.06209140518147e-10	0	0	19.0283757338552	515.985820975967	PRF1;HLA-B;GZMB;FASLG;HLA-A;KIR3DL2;KIR3DL3;KIR2DL3;TNF;HLA-E;HLA-DPB1;KLRC1;HLA-DRB1;HLA-DQB1
Natural killer cell mediated cytotoxicity	22/131	3.94274927373961e-12	2.00291663105972e-10	0	0	7.77084283291079	204.055672020089	FCER1G;KLRC2;ICAM2;PRF1;HLA-B;SH2D1B;GZMB;PRKCA;FASLG;HLA-A;PIK3R1;KIR3DL2;KIR3DL3;TNF;KIR2DL3;HLA-E;NCR3;TYROBP;FYN;KLRC1;CD247;HCST
Epstein-Barr virus infection	26/202	2.35133002596571e-11	9.95396377658818e-10	0	0	5.71340408088905	139.82673702131	CDKN1B;TNFAIP3;PIK3R1;TNF;RELB;BCL2L11;PSMD2;E2F1;B2M;JAK3;PDIA3;JUN;GADD45B;HLA-B;TAP1;HLA-A;HLA-E;GADD45G;NFKBIA;CCNE2;HLA-DPB1;CD247;VIM;HLA-DRB1;HLA-DQB1;NFKBIB
Hematopoietic cell lineage	16/99	6.14613542468485e-09	2.23016913981422e-07	0	0	7.34423746064809	138.860746310213	CSF1;ITGA4;ITGA1;FLT3LG;TNF;CD2;CD8B;CD8A;CD7;HLA-DPB1;CD38;CD9;IL7R;HLA-DRB1;CD55;HLA-DQB1
Allograft rejection	10/38	3.48187204522124e-08	1.10549437435774e-06	0	0	13.4861303744799	231.598809171747	PRF1;HLA-B;HLA-DPB1;GZMB;FASLG;HLA-A;TNF;HLA-DRB1;HLA-E;HLA-DQB1
T cell receptor signaling pathway	15/104	8.84147559330056e-08	2.49526088966482e-06	0	0	6.40647719762062	104.049050173662	JUN;CBLB;PIK3R1;FOS;TNF;NFKBIA;CDC42;CD8B;CD8A;GRAP2;CTLA4;MAP3K8;FYN;CD247;NFKBIB
Type I diabetes mellitus	10/43	1.25515585576524e-07	3.00196135723231e-06	0	0	11.4398352456605	181.788544591516	PRF1;HLA-B;HLA-DPB1;GZMB;FASLG;HLA-A;TNF;HLA-DRB1;HLA-E;HLA-DQB1
