pathway	pval	padj	log2err	ES	NES	size	leadingEdge	slug
Oxidative phosphorylation	1.54985538723361e-05	0.000309971077446723	0.575610261071129	-0.567152195164036	-1.45327738588792	120	ATP5F1B,NDUFB7,NDUFA9,ATP6V0D1,NDUFB3,COX5A,ATP5F1C,ATP5PB,COX6A1,COX17,UQCRQ,ATP5F1E,NDUFB10,ATP6V1E1,ATP6V1F,ATP5ME,NDUFA6,COX7B,COX7A2,NDUFB2,COX8A,ATP5MF,NDUFS6,SDHC,ATP5MG,LHPP,NDUFA1,ATP6V1D,ATP6AP1,CYC1,COX7A2L,NDUFS8,ATP5MC3,NDUFV1,TCIRG1,UQCR11,SDHB,NDUFA13,UQCRC1,NDUFS7,ATP6V1A,ATP5PF,NDUFS1,NDUFB6,SDHD,UQCRH,NDUFAB1,NDUFA12,NDUFA8,NDUFA7,COX6B1,NDUFS3,NDUFA4,ATP5F1A,PPA1,COX5B,NDUFA3,UQCRC2,ATP6V1B2,COX6C,ATP6V0B,NDUFA10,ATP5F1D,NDUFB8,UQCR10,NDUFB1,NDUFS2,COX11,NDUFB11,UQCRFS1	Oxidative-phosphorylation
Citrate cycle (TCA cycle)	0.0547667342799189	0.547667342799189	0.191892240384838	-0.553861885773727	-1.29863189999977	30	DLST,IDH3G,SUCLA2,SDHC,IDH3B,MDH1,MDH2,SUCLG1,IDH2,SDHB,PDHB,PDHA1,IDH1,SDHD,ACO2,FH,ACLY,SUCLG2	Citrate-cycle-TCA-cycle-
Fructose and mannose metabolism	0.153690596562184	0.745436105476673	0.107972360317345	-0.499754547989732	-1.18653582207429	33	TPI1,GMPPA,PFKFB3,HK1,GMDS,TSTA3,KHK,GMPPB,AKR1B1,PFKP,ALDOA,TIGAR	Fructose-and-mannose-metabolism
Glycolysis / Gluconeogenesis	0.165165165165165	0.745436105476673	0.102821842840815	-0.455773159716059	-1.14439029298626	68	ENO1,GAPDH,PGAM1,TPI1,PGM2,HK1,ADH5,PGK1,PGM1,GALM,GPI,PDHB,PDHA1,PFKP,ALDOA,PKM,LDHA	Glycolysis-Gluconeogenesis
Fatty acid degradation	0.21021021021021	0.745436105476673	0.0886261133285098	-0.467169021121112	-1.14220159367992	44	ACAA2,ACSL5,HADHB,ADH5,ACADS,ACADVL,ACAT1,ACADM,ACOX1,ACSL4,CPT1A,ACSL1,ECHS1,GCDH,HADHA,HADH,ECI1,ACSL6,ALDH1B1,ACSL3,ALDH9A1,CPT1B,ECI2	Fatty-acid-degradation
Galactose metabolism	0.232016210739615	0.745436105476673	0.0838361057159929	-0.484247124485762	-1.13987642814551	31	PGM2,HK1,PGM1,GLB1,GAA,GALM,AKR1B1,PFKP,GALE,GALK1,UGP2	Galactose-metabolism
Glyoxylate and dicarboxylate metabolism	0.29251012145749	0.745436105476673	0.0716527366829457	-0.480244135145575	-1.11743981627926	28	CAT,PCCA,MDH1,GRHPR,MDH2,SHMT1,ACAT1,SHMT2,GCSH,PCCB,HYI,ACO2,PGP,GLYCTK,MCEE,GLDC,ACO1,DLD,AFMID,CS,MUT	Glyoxylate-and-dicarboxylate-metabolism
Pentose phosphate pathway	0.298174442190669	0.745436105476673	0.0707899094502623	-0.474830301389005	-1.1133276946993	30	PGM2,TALDO1,PGM1,GPI,G6PD,PFKP,ALDOA,RBKS,TKT,PGLS,RPE,GLYCTK	Pentose-phosphate-pathway
Starch and sucrose metabolism	0.36226034308779	0.800365463682047	0.0610363728309177	-0.449901291408957	-1.07235604095997	35	GYG1,PGM2,HK1,PGM1,GYS1,GAA,GPI	Starch-and-sucrose-metabolism
Sulfur metabolism	0.426815642458101	0.800365463682047	0.0580983576873206	-0.5416112586725	-1.05402241711658	9	SQOR,PAPSS1,MPST,ETHE1,BPNT1,TST,SUOX	Sulfur-metabolism
Amino sugar and nucleotide sugar metabolism	0.440201005025126	0.800365463682047	0.0517405459873163	-0.4172990096246	-1.02549342457974	48	GMPPA,NAGK,PGM2,CYB5R3,HK1,PGM1,UGDH,HEXB,GNPDA1,GMDS,GPI,TSTA3,GMPPB,CMAS,HEXA,NPL,GFPT2,GALE,CYB5R4	Amino-sugar-and-nucleotide-sugar-metabolism
Fatty acid elongation	0.486815415821501	0.811359026369168	0.0475434194201301	-0.435943694042696	-1.02215083259741	30	ACAA2,HACD4,HADHB,ELOVL6,ABHD17A,ELOVL1,ECHS1,HADHA,PPT1,HACD2,ELOVL4,ACOT4,HADH,ACOT7	Fatty-acid-elongation
Ascorbate and aldarate metabolism	0.655487804878049	1	0.0338984188001938	-0.404375251744786	-0.935612431660396	27	UGDH,ALDH1B1,MIOX,ALDH9A1	Ascorbate-and-aldarate-metabolism
Propanoate metabolism	0.757606490872211	1	0.0266052822097738	-0.365686914070231	-0.86298700109095	32	PCCA,SUCLA2,SUCLG1,BCKDHA,ACAT1,ACADM,LDHA,PCCB,ECHS1,BCKDHB,HADHA,ACSS1,ABAT,SUCLG2	Propanoate-metabolism
