Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Apoptosis	25/142	1.87339864662757e-12	5.11437830529327e-10	0	0	6.89379948173918	186.155107198832	PRF1;CTSW;ACTB;CTSS;ACTG1;LMNB1;TUBA1C;TUBA1A;LMNA;PMAIP1;CTSH;BID;CTSD;CTSC;CTSB;GZMB;TRAF1;TUBA4A;GADD45G;ERN1;NFKBIA;DDIT3;CYCS;BAX;BIRC3
Lysosome	22/128	6.57157962849834e-11	8.97020619290024e-09	0	0	6.66641509433962	156.29864697407	ATP6V0B;ATP6AP1;GAA;HEXA;NAGA;CTSW;LIPA;LITAF;CTSS;GNPTAB;LAMP1;PPT1;ACP5;CTSH;MAN2B1;DNASE2;ATP6V0D1;CTSD;ATP6V0C;GLA;CTSC;CTSB
Viral protein interaction with cytokine and cytokine receptor	17/100	1.15705885024202e-08	1.05292355372024e-06	0	0	6.53221149059046	119.374854841349	CX3CR1;TNFSF14;CCL20;CCL4L2;CXCR4;CXCL13;TNFRSF1B;CXCR3;CCL5;CCL4;IL2RB;CCL3;XCL1;CCR7;CCR6;IL6ST;CCR4
Salmonella infection	27/249	1.89395741154511e-08	1.29262593337954e-06	0	0	3.91560299795594	69.6273004187229	RALA;AHNAK;ARPC1B;LEF1;TXN;ACTB;ACTG1;HSP90B1;PYCARD;TUBA1C;TUBA1A;MYC;FLNA;SNX9;TCF7L2;HSP90AA1;TUBB;DYNLL1;TUBB4B;TUBA4A;RHOB;NFKBIA;CYCS;BAX;PFN1;GAPDH;BIRC3
Cytokine-cytokine receptor interaction	29/295	5.04574826484877e-08	2.75497855260743e-06	0	0	3.51372529130584	59.0380859350903	CX3CR1;CCL4L2;CXCR4;CXCL13;TNFSF13B;CXCR3;CCL5;CCL4;CCL3;CCR7;CCR6;CCR4;TNFRSF4;IL32;TNFSF14;CCL20;CD70;TNFRSF18;TNFRSF1B;CD4;CD40LG;IL2RB;CD27;XCL1;TNFSF8;TNFRSF25;LTB;IL6ST;IL7R
Antigen processing and presentation	14/78	1.11824060690035e-07	5.08799476139661e-06	0	0	6.94891036184211	111.226615540173	CD74;HSP90AA1;HSPA5;KLRC2;KLRC3;CTSS;HLA-DMA;CD4;CD8A;PSME2;KLRC1;HSPA1B;CTSB;HSPA1A
Rheumatoid arthritis	15/93	1.72543964880133e-07	6.72921463032519e-06	0	0	6.11456089215562	95.219695110477	ATP6V0B;ATP6AP1;CCL20;ITGB2;TNFSF13B;HLA-DMA;CCL5;CCL3;CD28;ACP5;CTLA4;LTB;ATP6V0D1;ATP6V0C;ATP6V1F
Phagosome	19/152	2.68933510784179e-07	9.1773560555101e-06	0	0	4.55934612651031	68.9774432459077	ATP6V0B;NCF1;ATP6AP1;TUBB;ITGB2;TUBB4B;CORO1A;ACTB;TUBA4A;CTSS;ACTG1;TUBA1C;FCGR3A;HLA-DMA;TUBA1A;LAMP1;ATP6V0D1;ATP6V0C;ATP6V1F
Natural killer cell mediated cytotoxicity	17/131	6.66386192942189e-07	2.02137145192464e-05	0	0	4.74826736262143	67.5269926865267	FCER1G;KLRC2;SYK;KLRC3;SH2D1A;ITGB2;PRF1;ICAM2;SH2D1B;GZMB;FCGR3A;NCR3;TYROBP;KLRK1;PTPN6;KLRC1;BID
Influenza A	19/172	1.82040884734213e-06	4.969716153244e-05	0	0	3.95923432944211	52.3270203389828	STAT1;MX2;MX1;ACTB;ACTG1;PYCARD;NFKBIA;SOCS3;DNAJB1;HLA-DMA;CDK6;CCL5;IRF7;CYCS;BAX;VDAC1;KPNA2;SLC25A5;BID
