Gene	Expression
1	EEF1A1	213.496233952858
2	MALAT1	162.345581039874
3	RPLP1	139.613935095056
4	B2M	135.553760105033
5	RPL10	122.909657924473
6	FOS	106.878441768373
7	RPS12	103.608061924885
8	RPL13	88.944818231847
9	TMSB4X	84.4524139365814
10	TPT1	80.1805256544826
11	RPL32	77.7099635540776
12	RPS27	75.9784894838375
13	RPL30	75.4423050270639
14	RPS3	74.3813620137996
15	MT-CO1	71.02059289176
16	RPS15A	70.2784191566978
17	RPS27A	69.2873341121242
18	RPS3A	66.9464949816727
19	RPL28	66.4425768380307
20	ACTB	65.4711004874873
21	RPS19	64.2796408652535
22	RPS14	63.1766914136161
23	RPL19	63.0894021874683
24	RPS18	61.2374705077564
25	RPL11	60.2566478734553
26	MT-CO2	58.5678323632484
27	RPS8	57.9562999928882
28	RPL34	57.7230764755731
29	RPL39	56.5595706088333
30	RPS4X	54.3048134183091
31	RPS23	52.0578523226236
32	RPL18A	48.7996239568101
33	HLA-B	46.8942609532647
34	RPS28	46.8239519764012
35	RPS2	46.0609072241625
36	JUNB	45.6598568334684
37	RPS13	45.1529155620954
38	RPS6	44.1820219222291
39	FTH1	44.0098341788511
40	RPL3	44.0025458104337
41	RPL26	43.3265780535572
42	RPLP0	42.8448499253266
43	DUSP1	41.9618028370839
44	RPL18	41.1648230490686
45	MT-CO3	40.8365711044936
46	RPL37	40.6467956192846
47	RPLP2	39.6576072851994
48	RPL7A	39.6370538473079
49	RPS25	39.5491866148552
50	RPS15	38.9714118701145
51	MT-ND4L	38.4427254251285
52	RPL29	38.3348259495828
53	RPL35A	38.3288332581291
54	RPL12	37.0137595391891
55	MT-CYB	36.1530441004305
56	RPS7	35.85767556115
57	RPS24	35.6648894168756
58	RPL8	35.6010559212249
59	MT-ATP6	34.4437287373434
60	RPL14	34.260749070034
61	RPL6	33.7389421416648
62	ZFP36L2	32.7793689404818
63	RPSA	32.6362163312364
64	RPL23A	32.5743681602846
65	JUN	30.5957605059215
66	FAU	30.5921916426049
67	RPL5	30.4300403121419
68	RPL17	29.0890564788892
69	IL7R	29.0604721100568
70	CD69	27.9616974896435
71	BTG1	27.5881417066061
72	RPS5	27.5171565507489
73	RPS16	27.5060860204211
74	PTMA	27.1851871214676
75	RPS21	26.4979838465234
76	TMSB10	25.8421815702408
77	RPL21	25.8164222281839
78	RPL15	25.5815099913569
79	ZFP36	25.1871910549436
80	RPS26	25.0679167231718
81	RPL36	24.8051771869148
82	HLA-A	24.620119684491
83	RPL9	24.1097318085392
84	EIF1	23.8522711674202
85	MT-ATP8	23.632525597841
86	RPS9	23.2381801085076
87	RPL10A	23.1105704688656
88	TNFAIP3	22.9904029220903
89	RACK1	22.9462520074329
90	HLA-C	22.8419254883979
91	TSC22D3	22.5237324250073
92	MT-ND3	22.2280817047255
93	EEF1B2	21.3673885371863
94	RPL13A	20.5598470725173
95	NACA	20.381115471616
96	VIM	20.3471763639471
97	KLF6	19.7596175432242
98	H3F3B	19.659913115845
99	RPL22	19.6049837234732
100	RPL24	19.585944614857
101	ACTG1	19.5634264865294
102	IL32	18.6629016740472
103	RPL35	18.4693662387949
104	RPL41	18.1853652533771
105	UBA52	18.1575400283928
106	RPS29	17.8179683313502
107	MT-ND1	17.6127825932365
108	FTL	17.5969393109301
109	PFN1	17.5777436817069
110	HSPA8	17.4842014216275
111	SARAF	17.2841010108878
112	RPL37A	17.0718313263556
113	FOSB	16.0761579168884
114	PABPC1	15.9254189087701
115	MT-ND5	15.7684975350324
116	CCL5	15.6576056779841
117	RPL4	15.5085714473181
118	EEF1G	14.7560844982074
119	CXCR4	14.5086095172768
120	DNAJB1	14.3489803640514
121	EEF2	14.2756703009463
122	CD3E	14.1180223104871
123	S100A4	14.0734583996989
124	HLA-E	14.0694042480679
125	ANXA1	14.0473670019212
126	RPL27	14.0110678157422
127	UBC	13.7425553399563
128	IFITM1	13.6687229553239
129	HSP90AA1	13.5131013468272
130	EEF1D	12.976398721715
131	SRGN	12.9286886868307
132	GAPDH	12.7479918238845
133	SH3BGRL3	12.701167101796
134	RPL7	12.4022942140764
135	CD52	11.9850464077223
136	PNRC1	11.7535990766386
137	ARHGDIB	11.6277401240084
138	MYL12A	11.5475867214286
139	RPL38	11.1445174571516
140	DDX5	11.1377310343073
141	KLRB1	11.0512021410075
142	NFKBIA	10.9170615724759
143	PPIA	10.8209604618599
144	HNRNPA1	10.8006501893359
145	PFDN5	10.800179194867
146	TXNIP	10.7194795195613
147	ITM2B	10.6080616281057
148	RPL31	10.4124532582767
149	CFL1	10.2411096624848
150	NR4A2	10.079128075722
151	BTF3	9.87708674061145
152	RPL27A	9.81739648393307
153	MT-ND2	9.75582021640326
154	CALM1	9.70154284844478
155	BTG2	9.48065758435634
156	FXYD5	9.38476866777444
157	SERF2	9.17285903434648
158	CRIP1	9.07169569470982
159	RPL36AL	9.05519682943492
160	NPM1	8.87633146138107
161	TOMM7	8.83355996011951
162	MT-ND4	8.78500548202291
163	HSPA1B	8.63996412139177
164	LTB	8.58323028736736
165	CCL4	8.52651578549244
166	CORO1A	8.47929015586361
167	DUSP2	8.46523401688954
168	ATP5F1E	8.36064230930609
169	RPS11	8.34974333899954
170	PTPRCAP	8.3343909966394
171	COX4I1	8.32446711174993
172	PTPRC	8.315926574547
173	MYL6	8.25455861976835
174	IFITM2	8.07989121221761
175	LAPTM5	7.87008577300749
176	RAC2	7.51033841653336
177	HSP90AB1	7.2569896700345
178	HSPA1A	7.24780771593747
179	ZFP36L1	7.24660816321066
180	SLC2A3	7.07579773395104
181	NR4A1	6.92080901945482
182	MCL1	6.89796258540709
183	HNRNPA2B1	6.85979743406086
184	CYBA	6.85586703678773
185	LDHB	6.82637474943116
186	H3F3A	6.81621651405411
187	RPS20	6.77558158080784
188	TAGAP	6.76483366258291
189	CCNI	6.69282315209937
190	CD3D	6.68899367957654
191	PPP1R15A	6.68342982921451
192	COX7C	6.6184685203602
193	OAZ1	6.448346190539
194	HINT1	6.43003691890325
195	RGCC	6.3848594296971
196	CD2	6.3823411341145
197	ATP5MC2	6.34030948380732
198	S100A6	6.33347616763881
199	YWHAZ	6.25083319713662
200	UBB	6.20045891317578
201	PPDPF	6.20034065741195
202	TAGLN2	6.15476910125648
203	TMA7	6.11501326326622
204	MIF	6.11163512826019
205	SLC25A6	6.11125634109639
206	EVL	6.02829530054552
207	CITED2	6.00698409778456
208	ATP5MG	5.99162984856428
209	PCBP1	5.9349066220951
210	PCBP2	5.87956284570786
211	SRSF7	5.82102080523614
212	IER2	5.7913777169006
213	TNF	5.72973559626019
214	NOP53	5.64238138506801
215	RPL36A	5.60266801506899
216	COMMD6	5.53897524569159
217	CD37	5.46509551933335
218	S100A10	5.41230475432582
219	CD48	5.38638941254663
220	FYB1	5.34513293220958
221	CD7	5.32680561095733
222	CD99	5.27910603315183
223	HMGB1	5.17575034059148
224	RHOA	5.11010803826752
225	PTGER4	5.07969168971006
226	S100A11	5.07648452037227
227	KLF2	5.04274739908123
228	UQCRB	4.9463874388163
229	PSME1	4.92566364105403
230	CNBP	4.8820749425769
231	YBX1	4.82822877979212
