Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Antigen processing and presentation	24/78	6.19007309587491e-26	1.4546671775306e-23	0	0	33.7417417417417	1958.51461684978	CD74;HSPA8;HSP90AA1;HSP90AB1;HLA-DRB4;KLRC2;KLRC3;KLRC4;HSPA6;KIR3DL1;KIR3DL2;HLA-G;KIR2DL4;CD8B;IFNG;CD8A;PSME1;PSME2;KLRD1;KLRC1;HLA-DRB3;HLA-DRB1;HSPA1B;HSPA1A
Natural killer cell mediated cytotoxicity	20/131	2.55479222063715e-15	3.00188085924866e-13	0	0	13.4319871202	451.325586666855	KLRC2;KLRC3;PRF1;GZMB;FASLG;KIR3DL1;PIK3R1;KIR3DL2;HLA-G;NCR1;TYROBP;KLRK1;IFNG;PLCG2;MAPK1;KLRD1;PTPN6;KLRC1;HCST;CD244
Graft-versus-host disease	12/42	3.86652951737381e-13	3.02878145527615e-11	0	0	29.0583025830258	830.522577858023	HLA-DRB4;IFNG;PRF1;GZMB;FASLG;KIR3DL1;KLRD1;KLRC1;KIR3DL2;HLA-DRB3;HLA-G;HLA-DRB1
Lipid and atherosclerosis	18/215	1.79527471886912e-09	1.05472389733561e-07	0	0	6.73038980940523	135.537315383168	HSPA8;JUN;HSP90AA1;VCAM1;HSP90AB1;CCL3L1;HSPA6;CYBA;FASLG;PIK3R1;FOS;DDIT3;CCL5;CCL3;CYCS;MAPK1;HSPA1B;HSPA1A
Allograft rejection	8/38	4.92677697667555e-08	2.31558517903751e-06	0	0	19.0904242424242	321.215396728824	HLA-DRB4;IFNG;PRF1;GZMB;FASLG;HLA-DRB3;HLA-G;HLA-DRB1
Rheumatoid arthritis	11/93	8.18286274517402e-08	3.20495457519316e-06	0	0	9.68368902439024	158.024622333847	JUN;HLA-DRB4;CSF1;IFNG;CCL3L1;CCL5;CCL3;ACP5;FOS;HLA-DRB3;HLA-DRB1
Apoptosis	13/142	1.18418883862347e-07	3.97549110109308e-06	0	0	7.31105368934826	116.604270443896	JUN;GADD45B;PRF1;GZMB;CTSW;FASLG;PIK3R1;FOS;TUBA4A;TUBA1A;DDIT3;CYCS;MAPK1
Type I diabetes mellitus	8/43	1.37406706905829e-07	4.03632201535872e-06	0	0	16.3590649350649	258.478471432163	HLA-DRB4;IFNG;PRF1;GZMB;FASLG;HLA-DRB3;HLA-G;HLA-DRB1
Chagas disease	11/102	2.13691625389512e-07	5.57972577405949e-06	0	0	8.72196186166774	133.958273561567	JUN;CCL3L1;IFNG;PPP2R2B;CCL5;CCL3;MAPK1;FASLG;PIK3R1;FOS;CD3D
Osteoclast differentiation	12/127	2.58514957786545e-07	6.0751015079838e-06	0	0	7.54769773784694	114.485836289461	JUN;TYROBP;JUND;CSF1;IFNG;PLCG2;ACP5;MAPK1;FOSB;CYBA;PIK3R1;FOS
Toxoplasmosis	11/112	5.55559960331304e-07	1.18687809707142e-05	0	0	7.85439720442633	113.129155167705	HSPA8;HLA-DRB4;IFNG;HSPA6;CYCS;MAPK1;HLA-DRB3;PIK3R6;HLA-DRB1;HSPA1B;HSPA1A
MAPK signaling pathway	17/294	1.08765670536382e-06	2.12999438133749e-05	0	0	4.48522027089384	61.5887348153119	HSPA8;JUN;DUSP2;JUND;GADD45B;CSF1;DUSP1;HSPA6;RRAS2;FASLG;FOS;NR4A1;DDIT3;MAPK1;PRKACB;HSPA1B;HSPA1A
Coronavirus disease	15/232	1.18440256765721e-06	2.14103541076495e-05	0	0	5.02957562418323	68.6349573784496	JUN;RPL21;ISG15;PIK3R1;FOS;RPS27;RPS15A;RPL18A;RPS19;RPS29;PLCG2;MAPK1;RPS11;RPL17;RPS12
Leishmaniasis	9/77	1.39299550403797e-06	2.21153527054158e-05	0	0	9.49125161013311	127.980550099582	JUN;HLA-DRB4;IFNG;MAPK1;CYBA;PTPN6;FOS;HLA-DRB3;HLA-DRB1
Hematopoietic cell lineage	10/99	1.4116182577925e-06	2.21153527054158e-05	0	0	8.07836358398156	108.82180860378	HLA-DRB4;CSF1;CD8B;CD8A;CD7;CD38;CD9;HLA-DRB3;CD3D;HLA-DRB1
Toll-like receptor signaling pathway	10/104	2.22265509817661e-06	3.26452467544689e-05	0	0	7.64671498714052	99.535821480054	JUN;CCL3L1;CCL4L1;CCL4L2;CCL5;CCL4;CCL3;MAPK1;PIK3R1;FOS
