pathway	pval	padj	log2err	ES	NES	size	leadingEdge	slug
Inositol phosphate metabolism	1.83276349775681e-05	0.000348225064573794	0.575610261071129	0.45667130933372	1.95889926383491	66	PLCH2,PLCD1,INPP5B,ISYNA1,PIK3C2B,MTMR4,MTMR1,PLCD3,PI4K2A,PLCG2,PLCG1,PIK3CG,MTM1,ALDH6A1,PLCB2,PIK3CA,SYNJ2,INPPL1,PIP4K2B,MTMR8,PLCB3,SYNJ1,PIK3C3,PLCB1,INPP5D,IMPA1,PIP5K1A,PIK3CD,CDIPT,PTEN,IPPK,INPP4B,PIKFYVE,IMPAD1,MTMR6,PI4K2B,PI4KB,ITPKB,PI4KA,TPI1,IPMK,INPP4A	Inositol-phosphate-metabolism
Nitrogen metabolism	0.00548979417525377	0.0521530446649108	0.407017918923954	0.63507685753069	1.77009993347032	9	GLUL,CA5B,GLUD1	Nitrogen-metabolism
Fatty acid biosynthesis	0.0165946451554369	0.105099419317767	0.352487857583619	0.553759098450398	1.62350905166874	11	ACACB,ACSL6,ACACA,ACSL1,OXSM,FASN,ACSBG2	Fatty-acid-biosynthesis
Butanoate metabolism	0.0842105263157895	0.4	0.155241966228839	0.402911989560919	1.41987850748113	20	AACS,ACAT1,ALDH5A1,BDH1,ACSM3,BDH2,L2HGDH,HADHA,ABAT,ACADS,HMGCL	Butanoate-metabolism
Ascorbate and aldarate metabolism	0.156410256410256	0.502170582226762	0.122679189568808	0.529451900051223	1.2929277843332	6	UGDH,ALDH3A2,ALDH1B1,ALDH9A1	Ascorbate-and-aldarate-metabolism
Amino sugar and nucleotide sugar metabolism	0.185671039354188	0.502170582226762	0.096240602328129	0.303969360988922	1.24475036797874	43	GFPT2,GNE,FPGT,UGDH,FUK,UAP1L1,NPL,GFPT1,GNPNAT1,RENBP,NANS,GNPDA1,PGM3,GALE,UAP1,UXS1,PMM2,AMDHD2,GMPPB,HEXA,UGP2,NAGK,MPI,GPI,CMAS,GNPDA2,HEXB,CYB5R1,GALT,PGM2,PMM1,GALK1,GMPPA,CYB5R3,CYB5R4	Amino-sugar-and-nucleotide-sugar-metabolism
Fatty acid degradation	0.209090909090909	0.502170582226762	0.0894366833718621	0.309157464952	1.2248100498769	34	CPT1B,ACADSB,ACSL6,CPT1A,ALDH3A2,ACAT1,ACOX3,ACSL1,ACSBG2,ECI1,CPT2,ALDH1B1,HADHA,ACADVL,ACADS,ACOX1,ALDH9A1,GCDH,ECI2	Fatty-acid-degradation
Propanoate metabolism	0.21144024514811	0.502170582226762	0.0894366833718621	0.321134600469603	1.23070227656177	29	ACACB,LDHA,ACACA,MLYCD,ACAT1,DBT,BCKDHB,ALDH6A1,MCEE,LDHB,PCCA,SUCLG2,HADHA,ABAT,MUT	Propanoate-metabolism
Citrate cycle (TCA cycle)	0.445677000790378	0.802179094313926	0.203508959461977	-0.172151898734177	-0.995707000723898	26	SUCLG1,SDHB,DLD,SDHC,ACO2,IDH2,IDH3B,PDHA1,MDH2,PCK2,DLST,MDH1,IDH3G,ACLY,PDHB,SDHA,CS,IDH3A,SDHD,SUCLA2,OGDH,FH,SUCLG2,IDH1,DLAT,ACO1	Citrate-cycle-TCA-cycle-
Fatty acid elongation	0.47871235721703	0.802179094313926	0.0493910105981501	0.270752486855456	1.00410102497827	25	PPT2,ELOVL6,ACOT4,HACD3,THEM4,ACOT7,ABHD17B,MECR	Fatty-acid-elongation
