statistic	p.value	sumsq	meansq	gene	method	p_adjust
245.060322083423	5.07638460855602e-68	209.364619550046	104.682309775023	HLA-H	anova	6.24395306852391e-64
231.834550344154	1.52883088948978e-65	204.410644058069	102.205322029035	RNR2	anova	9.40230997036213e-62
206.105263078224	1.74887710150365e-60	193.803399013238	96.9016995066191	IFITM3	anova	7.17039611616498e-57
204.732481698085	3.32673178016375e-60	193.197687189933	96.5988435949663	RPS26	anova	1.02297002240035e-56
147.657516464954	1.2859854001829e-47	163.536001158137	81.7680005790686	GNLY	anova	3.16352408444993e-44
145.124911392876	5.21582170265811e-47	161.979247526323	80.9896237631615	ND4	anova	1.06924344904491e-43
131.424308092896	1.23313388100005e-43	153.120121919546	76.5600609597732	CYTB	anova	2.16679239090008e-40
103.528063708072	2.77445339309615e-36	132.444633751146	66.2223168755728	ND4L	anova	4.26572209188532e-33
103.169640726363	3.4854776039858e-36	132.152573119371	66.0762865596856	LOC101929876	anova	4.7634860587806e-33
101.227937566093	1.20565117607105e-35	130.557483400908	65.2787417004542	ATP6	anova	1.4829509465674e-32
78.1438252352395	6.15071302214481e-29	109.762802026275	54.8814010131374	ND1	anova	6.87761547021647e-26
77.0715360600861	1.30275492825695e-28	108.706444554736	54.3532222773681	HLA-J	anova	1.33532380146337e-25
76.2236737320211	2.36342877907287e-28	107.864944294984	53.9324721474922	IFITM2	anova	2.23616722943049e-25
71.6921940198178	5.89795568177166e-27	103.271724417285	51.6358622086423	ZFP36L2	anova	5.01243711534361e-24
71.6422644774856	6.11272818944342e-27	103.220196841327	51.6100984206637	UQCRB	anova	5.01243711534361e-24
68.9117952554398	4.36937704868001e-26	100.370986680886	50.1854933404431	RNR1	anova	3.35895860617276e-23
65.9378783923771	3.81457437166997e-25	97.1960555062669	48.5980277531335	MALAT1	anova	2.7599567512671e-22
62.081024732024	6.58992488859587e-24	92.962801302029	46.4814006510145	ATP8	anova	4.50311534054051e-21
58.945536942539	6.90919792669832e-23	89.4210232892243	44.7105116446121	EEF1A1	anova	4.47279655254681e-20
54.9903995780803	1.3994175125468e-21	84.8191514663652	42.4095757331826	ND5	anova	8.60641770216284e-19
51.622866749012	1.88684844991623e-20	80.7776284388868	40.3888142194434	SARAF	anova	1.10515409209379e-17
47.653414473336	4.25265319954182e-19	75.860852147113	37.9304260735565	RPL17	anova	2.3776197433802e-16
47.335766064196	5.46938146426293e-19	75.4600084969741	37.7300042484871	RPL21	anova	2.92493008741018e-16
46.8412472965164	8.09779535726008e-19	74.8337459447916	37.4168729723958	COX1	anova	4.15012012059579e-16
46.2507741579499	1.29523876099599e-18	74.0823957844582	37.0411978922291	CD8A	anova	6.37257470410025e-16
45.38851877719	2.57736555102071e-18	72.9781745299435	36.4890872649717	ND2	anova	1.21929216452134e-15
44.1406977297038	7.00884834703848e-18	71.3652135559334	35.6826067779667	HLA-G	anova	3.04151803097874e-15
44.1203788799037	7.1242845611048e-18	71.3388010103363	35.6694005051681	LOC100996809	anova	3.04151803097874e-15
44.1122398655945	7.17105877222631e-18	71.3282197390213	35.6641098695107	RPS12	anova	3.04151803097874e-15
40.296516063154	1.58279131607876e-16	66.2818019367377	33.1409009683689	BTG2	anova	6.48944439592293e-14
40.1372111844522	1.8031469830683e-16	66.0673289352209	33.0336644676105	KLRC1	anova	7.15442190056132e-14
39.2934991440736	3.60178456309447e-16	64.9262631172272	32.4631315586136	ATP5E	anova	1.38443594143944e-13
38.9741289695045	4.68339985629341e-16	64.4920519124609	32.2460259562304	LOC101060038	anova	1.74563085552754e-13
38.1992246940056	8.87075466352433e-16	63.4332434707662	31.7166217353831	CD8B	anova	3.20912595180439e-13
37.3871065960698	1.73674504296835e-15	62.3155231693258	31.1577615846629	NR4A2	anova	6.10341829386022e-13
37.0737630875438	2.25218168392848e-15	61.8820419880064	30.9410209940032	PABPC1	anova	7.69495408675563e-13
35.4275441378171	8.87674747255064e-15	59.5840336198323	29.7920168099161	NPM1	anova	2.95091875438846e-12
35.274573939961	1.00886455140074e-14	59.3687213445176	29.6843606722588	RGS1	anova	3.26553525848133e-12
35.1079103236213	1.15993027505903e-14	59.1337880166497	29.5668940083248	HIST1H4C	anova	3.65824163672463e-12
34.8715161934983	1.41405134021077e-14	58.7999385850224	29.3999692925112	TMSB10	anova	4.34820787114812e-12
32.2644618744513	1.27519072989381e-13	55.0690162771429	27.5345081385715	C8orf59	anova	3.82557218968144e-11
31.7846106790302	1.91709274038107e-13	54.3723451157795	27.1861725578897	CCL5	anova	5.61434302540171e-11
31.588882424758	2.26455413630925e-13	54.0872743271584	27.0436371635792	CD2	anova	6.47767811083808e-11
31.4414977554193	2.56743149716761e-13	53.8722674425349	26.9361337212674	RPLP1	anova	7.17713804890037e-11
31.2053286286983	3.14003464092196e-13	53.5271177884552	26.7635588942276	H3F3A	anova	8.58276135185337e-11
31.0408853404653	3.61304061789887e-13	53.2863378955772	26.6431689477886	ACTA2	anova	9.66095643481653e-11
30.7743769628327	4.5366403139891e-13	52.8953189480382	26.4476594740191	VIM	anova	1.18724842259715e-10
30.740057279888	4.6716930912396e-13	52.8448938458941	26.4224469229471	COX3	anova	1.19712135463015e-10
30.2837751421271	6.90318079785742e-13	52.1729325610501	26.086466280525	RPS14P3	anova	1.73283926150298e-10
30.1794854216384	7.54847827079365e-13	52.0189386366919	26.0094693183459	NR3C1	anova	1.85692565461524e-10
29.7521228794728	1.08917501219205e-12	51.3863043473188	25.6931521736594	JUNB	anova	2.62683385293377e-10
29.4474552071726	1.41519486175949e-12	50.9337292050348	25.4668646025174	HLA-A	anova	3.34748015377725e-10
29.0863055783998	1.93121397501658e-12	50.3955514919869	25.1977757459934	DDX5	anova	4.48187394201962e-10
27.7512163643822	6.12308634884525e-12	48.3898629793022	24.1949314896511	HSPA5	anova	1.39470300168142e-09
27.6046716811236	6.95300574843184e-12	48.1681470072189	24.0840735036095	RASSF5	anova	1.55494492192203e-09
27.2275693680297	9.64722671326968e-12	47.59617220737	23.798086103685	IFITM1	anova	2.11894443880745e-09
27.0177135829282	1.15788224857973e-11	47.2769725942848	23.6384862971424	SBDS	anova	2.49858801009311e-09
26.4528806758954	1.89407869691031e-11	46.4146293589874	23.2073146794937	TNFAIP3	anova	4.01675309862014e-09
26.3722743137461	2.03210913607368e-11	46.2911827628408	23.1455913814204	CNBP	anova	4.23643091079768e-09
26.1893947269661	2.38396912496585e-11	46.0107511447588	23.0053755723794	COX2	anova	4.88713670617999e-09
26.1357599607435	2.49834378426683e-11	45.9284124938814	22.9642062469407	PTGER2	anova	5.03764402401345e-09
25.8134508512885	3.31178891493129e-11	45.4327127717886	22.7163563858943	FKBP5	anova	6.57016187962176e-09
25.3071826874373	5.16089458226233e-11	44.6509635691328	22.3254817845664	STK17A	anova	1.0076032279655e-08
25.1514386189082	5.91683022353029e-11	44.4097005512862	22.2048502756431	RPL39	anova	1.13714080858473e-08
25.113664774155	6.11637235526034e-11	44.3511301776566	22.1755650888283	SRGN	anova	1.15740584568773e-08
24.7713680445265	8.26317627318203e-11	43.8194004049024	21.9097002024512	KRT86	anova	1.53995557818392e-08
24.6273495660848	9.37957553003828e-11	43.5951504552846	21.7975752276423	STK17B	anova	1.72192207491747e-08
24.6083368523353	9.53787680066241e-11	43.5655224461212	21.7827612230606	FOS	anova	1.72523359776688e-08
24.5737859287434	9.83245981088682e-11	43.511666809323	21.7558334046615	PCM1	anova	1.75274283585374e-08
24.3760854910572	1.17029471669052e-10	43.2031562853563	21.6015781426781	ITM2B	anova	2.05637500218476e-08
23.6373489956493	2.24675110057924e-10	42.0450864744113	21.0225432372056	CCNI	anova	3.8922589488908e-08
23.3284675993673	2.95321553477076e-10	41.5583903013424	20.7791951506712	EIF5	anova	5.04507653856671e-08
