pathway	pval	padj	log2err	ES	NES	size	leadingEdge	slug
Inositol phosphate metabolism	0.00635980723325785	0.120836337431899	0.407017918923954	0.365479988877647	1.72481718235222	60	MTMR4,MTMR1,IMPAD1,INPP4B,PIK3CB,PIP4K2B,INPP5B,INPP5F,PLCH2,PIK3CA,SYNJ2,IMPA1,PLCB2,ITPKC,PIP5K1A,MTM1,PIK3CD,PLCG2,PI4K2A,TPI1,MINPP1,PTEN,PI4KB,PLCG1,INPP4A,SYNJ1,PLCB3,PIKFYVE,SACM1L,INPP1,PLCD1,PIK3C3	Inositol-phosphate-metabolism
Fructose and mannose metabolism	0.0487804878048781	0.318609406952965	0.208955027549354	0.379104104945753	1.52531408387677	26	PFKFB3,FPGT,SORD,KHK,ALDOA,FUK,PMM2,GMPPA,TPI1,PFKM,PFKP,ALDOC,ENOSF1	Fructose-and-mannose-metabolism
Fatty acid biosynthesis	0.0503067484662577	0.318609406952965	0.222056046145248	0.509857791182515	1.55272721575181	10	FASN,MCAT,ACACB,ACSL1,ACACA,ACSL6	Fatty-acid-biosynthesis
Citrate cycle (TCA cycle)	0.108445678511931	0.512207527975585	0.287805130535564	-0.203327670095068	-1.347512343237	27	PC,IDH3B,MDH2,FH,DLD,SDHB,MDH1,PCK2,SUCLG1,SDHA,SDHC,IDH2,SUCLA2,IDH3G,CS,SDHD,IDH3A,OGDH,ACO2,PDHA1,DLST,ACLY,PDHB	Citrate-cycle-TCA-cycle-
Glycolysis / Gluconeogenesis	0.147808358817533	0.512207527975585	0.11101149245045	0.301531522547962	1.32144145842716	40	PGK1,ENO2,ALDOA,LDHB,LDHA,PKM,ENO3,GAPDH,ENO1,DLAT,TPI1,MINPP1,PFKM,ALDH3A2,PFKP,ALDOC,GALM,HK1,AKR1A1,PDHB,ALDH1B1,GPI,ADPGK,PDHA1,PGAM1,ACSS1,BPGM,ADH5	Glycolysis-Gluconeogenesis
Amino sugar and nucleotide sugar metabolism	0.1617497456765	0.512207527975585	0.105125131597001	0.290637687578212	1.28480149214066	42	RENBP,FPGT,GNE,NPL,GNPNAT1,GALE,FUK,PMM2,UAP1L1,UXS1,NANS,GMPPA,UAP1,GNPDA1,GFPT1,PGM3,UGP2,NAGK,HK1,AMDHD2,HEXB,GNPDA2	Amino-sugar-and-nucleotide-sugar-metabolism
Starch and sucrose metabolism	0.264026402640264	0.716643092880717	0.0813027345384498	0.322060435042615	1.18637244063249	19	PGM2L1,GBE1,GANC,ENPP3,GYG1,GAA,UGP2,HK1,AGL,PYGB,GYS1,GPI	Starch-and-sucrose-metabolism
Propanoate metabolism	0.317796610169492	0.754766949152542	0.0697792517076235	0.280255009927296	1.1344023966919	27	ACACB,DBT,LDHB,LDHA,MLYCD,BCKDHB,ACAT1,PCCA,ACACA,SUCLG2,PCCB,BCKDHA,MUT	Propanoate-metabolism
Butanoate metabolism	0.496141124586549	0.856223175965665	0.0504983044100709	0.268078331893512	0.976689453609884	18	ALDH5A1,L2HGDH,AACS,ACAT1,ACSM3	Butanoate-metabolism
Galactose metabolism	0.608648648648649	0.856223175965665	0.0402477565068868	0.232770593212066	0.894346872191267	22	GLA,GALE,GANC,PFKM,PFKP,GAA,UGP2,GALM,HK1	Galactose-metabolism
Ascorbate and aldarate metabolism	0.662393162393162	0.856223175965665	0.106729884364606	-0.277078085642317	-0.819117403008205	6	ALDH2,ALDH9A1,MIOX,UGDH,ALDH1B1,ALDH3A2	Ascorbate-and-aldarate-metabolism
Fatty acid elongation	0.673728813559322	0.856223175965665	0.034566432206351	0.209232614472487	0.835187140277564	25	ABHD17B,THEM4,TECR,PPT2,MECR,ACOT7,HSD17B12,ACOT4,ELOVL6,ELOVL5,PPT1,HACD3,ELOVL1,HACD2,HADHA,HACD1,ECHS1	Fatty-acid-elongation
Nitrogen metabolism	0.709677419354839	0.856223175965665	0.0431901998334182	0.339195979899497	0.817016825491198	5	CA13,CA5B,GLUL,GLUD1,CA2	Nitrogen-metabolism
Pyruvate metabolism	0.713688610240334	0.856223175965665	0.0311335139616949	0.198357349649358	0.815633050109665	29	ACACB,LDHB,LDHA,PKM,ACAT1,ACACA,DLAT,ACYP2	Pyruvate-metabolism
Fatty acid degradation	0.717391304347826	0.856223175965665	0.0304180507344859	0.194676965400442	0.811851885240974	31	CPT1A,ACADVL,ACSL1,ACOX3,ACAT1,ACSL6,ACADSB,ECI1,ALDH3A2,CPT2	Fatty-acid-degradation
Pentose and glucuronate interconversions	0.725419664268585	0.856223175965665	0.0369160593316849	0.245982534246371	0.780301492823756	11	SORD,CRYL1,UGP2,DCXR,AKR1A1,UGDH	Pentose-and-glucuronate-interconversions
Glyoxylate and dicarboxylate metabolism	0.793513513513514	0.856223175965665	0.0275182928235944	0.192218195068262	0.738537197355222	22	ACO1,GCSH,ACAT1,PCCA,PCCB,CAT,MUT,GRHPR,GLUL	Glyoxylate-and-dicarboxylate-metabolism
Pentose phosphate pathway	0.811158798283262	0.856223175965665	0.0259735747969448	0.189388274335441	0.73928841822471	23	RBKS,ALDOA,PFKM,PFKP,ALDOC,PGLS,H6PD,PRPS2,IDNK,GPI,PRPS1,GLYCTK,RPIA,PGD,TKT,PFKL,RPE,DERA,PGM2	Pentose-phosphate-pathway
Sulfur metabolism	0.923456790123457	0.923456790123457	0.0265350909115755	0.201788721153574	0.596894493362986	9	IMPAD1,ETHE1,MPST,PAPSS1,BPNT1,TST,SUOX,SQOR	Sulfur-metabolism
Oxidative phosphorylation	NA	NA	NA	-0.143427268782088	NA	106	ATP12A,NDUFS3,NDUFA6,NDUFB10,NDUFA9,NDUFB6,ATP5F1E,ATP5PD,NDUFB1,NDUFB3,UQCR10,CYC1,COX17,ATP6V1D,UQCRHL,UQCRC1,NDUFA2,NDUFS7,ATP6V0D1,NDUFA8,NDUFC2,ATP6V1A,SDHB,NDUFA12,NDUFB4,NDUFB7,ATP6V1C1,UQCRQ,NDUFS4,NDUFS2,NDUFS8,NDUFAB1,NDUFA1,COX5A,SDHA,NDUFA7,SDHC,COX5B,ATP5ME,UQCRFS1,NDUFB8,ATP6V1E1,NDUFA13,ATP5MF,ATP5F1B,NDUFS6,COX8A,COX7A2,NDUFB5,ATP5F1C,ATP6V1H,ATP6V0A1,LHPP,ATP6V1F,COX6A1,NDUFA5,ATP5PF,NDUFC1,COX7B,NDUFV1,SDHD,ATP6V1C2,NDUFS1,ATP5MC3,NDUFA3,ATP6V0B,PPA2,ATP5PO,ATP6V0A2,NDUFA10,ATP5MC1,ATP6V1G2,COX15,UQCRH,UQCRC2,TCIRG1,COX11,ATP6AP1,ATP5MG,NDUFA11,COX6C,ATP6V1B2,ATP5PB,NDUFV3,COX6B1,NDUFB9	Oxidative-phosphorylation
