Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Cytokine-cytokine receptor interaction	25/295	7.93548297187676e-12	1.9124513962223e-09	0	0	6.2426054526749	159.558978370699	CX3CR1;CCL4L2;CXCR6;CXCL13;TNFSF13B;CCL5;CCL4;CCL3;CCR7;CCR6;TNFRSF4;IL1R2;TNFRSF18;TNFRSF1B;CD4;CD40LG;IFNG;XCL2;CD27;XCL1;TNFSF8;TNFRSF25;LTB;IL6ST;IL7R
Antigen processing and presentation	14/78	1.64629172990639e-11	1.9837815345372e-09	0	0	14.3562918060201	356.465443536927	CD74;HSPA5;KLRC2;KLRC3;IFI30;HLA-DMA;CD4;IFNG;CTSL;KLRD1;HSPA1B;HLA-DRB1;CTSB;HSPA1A
Natural killer cell mediated cytotoxicity	15/131	2.20836759418577e-09	1.34189264051767e-07	0	0	8.49239180745198	169.261965057076	FCER1G;KLRC2;KLRC3;SH2D1A;ITGB2;PRF1;ICAM2;GZMB;PIK3R1;FCGR3A;NCR3;TYROBP;KLRK1;IFNG;KLRD1
Rheumatoid arthritis	13/93	2.22720770210401e-09	1.34189264051767e-07	0	0	10.6204583333333	211.586263685959	ITGB2;FOS;TNFSF13B;HLA-DMA;IFNG;CTSL;CCL5;CCL3;CD28;ACP5;CTLA4;LTB;HLA-DRB1
Apoptosis	14/142	5.25334656822849e-08	2.15808124422449e-06	0	0	7.15473453177258	119.926339664071	GADD45B;PRF1;GZMB;CTSW;PIK3R1;FOS;NFKBIA;TUBA1B;TUBA1A;CTSL;LMNA;CTSH;CTSB;BIRC3
Viral protein interaction with cytokine and cytokine receptor	12/100	5.37281637566263e-08	2.15808124422449e-06	0	0	8.87903956508608	148.629160117046	CX3CR1;CCL4L2;CCL5;CCL4;XCL2;CCL3;XCL1;CCR7;CCR6;CXCL13;IL6ST;TNFRSF1B
Chemokine signaling pathway	16/192	6.34693184201574e-08	2.18515796275113e-06	0	0	5.97214569941843	98.9746341096703	CX3CR1;NCF1;STAT1;CCL4L2;PIK3R1;CXCR6;CXCL13;NFKBIA;TIAM1;CCL5;CCL4;XCL2;CCL3;XCL1;CCR7;CCR6
Epstein-Barr virus infection	16/202	1.28378574988896e-07	3.86740457154049e-06	0	0	5.64816625031679	89.6266966563699	ENTPD1;CDKN1A;GADD45B;STAT1;TNFAIP3;ISG15;PIK3R1;RBPJ;RUNX3;NFKBIA;HLA-DMA;CCND2;MYC;IRF7;VIM;HLA-DRB1
Leishmaniasis	10/77	3.31494489315565e-07	8.87668576945014e-06	0	0	9.66454854440668	144.191726639803	NFKBIA;FCGR3A;HLA-DMA;NCF1;IFNG;STAT1;ITGB2;CYBB;FOS;HLA-DRB1
Salmonella infection	17/249	4.36630063591419e-07	1.05227845325532e-05	0	0	4.81615505591799	70.5286393157816	RALA;LEF1;LY96;TXN;FOS;DYNLL1;TUBB4B;RHOB;HSP90B1;NFKBIA;TUBA1B;TUBA1A;MYC;FLNA;SNX9;GAPDH;BIRC3
Toll-like receptor signaling pathway	11/104	7.08388534305224e-07	1.51633955321938e-05	0	0	7.67407249163284	108.666962397407	NFKBIA;STAT1;CCL4L2;CCL5;CCL4;IRF7;CCL3;LY96;MAP3K8;PIK3R1;FOS
Osteoclast differentiation	12/127	7.55023843926663e-07	1.51633955321938e-05	0	0	6.7850353892821	95.6453633644833	NFKBIA;SOCS3;FCGR3A;SPI1;TYROBP;NCF1;IFNG;STAT1;ACP5;FOSB;PIK3R1;FOS
Th17 cell differentiation	11/107	9.43987348490024e-07	1.75000731527766e-05	0	0	7.4331194812362	103.120804372449	NFKBIA;HLA-DMA;CD4;IFNG;STAT1;AHR;GATA3;FOS;IL6ST;HIF1A;HLA-DRB1
HIF-1 signaling pathway	11/109	1.13705046528183e-06	1.95735115809229e-05	0	0	7.28067982159751	99.6511959136068	LDHB;LDHA;CDKN1A;PFKFB3;IFNG;EIF4EBP1;CYBB;PIK3R1;TIMP1;HIF1A;GAPDH
Lipid and atherosclerosis	15/215	1.59992566766841e-06	2.51145618534417e-05	0	0	4.90444630872483	65.452550049239	NCF1;HSPA5;CYBB;LY96;PIK3R1;FOS;HSP90B1;NFKBIA;CD40LG;CCL5;IRF7;CCL3;CALM2;HSPA1B;HSPA1A
Th1 and Th2 cell differentiation	10/92	1.77177471836484e-06	2.51145618534417e-05	0	0	7.89060613378411	104.499469960733	NFKBIA;HLA-DMA;CD4;IFNG;STAT1;FOS;GATA3;RBPJ;RUNX3;HLA-DRB1
Allograft rejection	7/38	1.78941044484523e-06	2.51145618534417e-05	0	0	14.5047438330171	191.950331219513	HLA-DMA;CD40LG;IFNG;PRF1;CD28;GZMB;HLA-DRB1
Fluid shear stress and atherosclerosis	12/139	1.97998620421324e-06	2.51145618534417e-05	0	0	6.14016271221911	80.6351997857375	NCF1;IFNG;CTSL;DUSP1;IL1R2;GSTP1;PIK3R1;TXN;FOS;CALM2;KLF2;HSP90B1
Measles	12/139	1.97998620421324e-06	2.51145618534417e-05	0	0	6.14016271221911	80.6351997857375	NFKBIA;CCND2;STAT1;MX1;CD28;IRF7;TNFAIP3;PIK3R1;FOS;HSPA1B;SLAMF1;HSPA1A
Kaposi sarcoma-associated herpesvirus infection	14/193	2.25880036767067e-06	2.72185444304316e-05	0	0	5.10289419106519	66.3410775938495	CDKN1A;STAT1;LEF1;PIK3R1;FOS;HIF1A;NFKBIA;ZFP36;CLEC2B;MYC;UBC;IRF7;IL6ST;CALM2
Graft-versus-host disease	7/42	3.62557301846062e-06	4.16077665451909e-05	0	0	12.8444444444444	160.908754761714	HLA-DMA;IFNG;PRF1;CD28;GZMB;KLRD1;HLA-DRB1
NF-kappa B signaling pathway	10/104	5.43635783761814e-06	5.69635756028684e-05	0	0	6.87908152517379	83.3909863865138	NFKBIA;CD40LG;GADD45B;CCL4L2;CCL4;LY96;TNFAIP3;LTB;TNFSF13B;BIRC3
T cell receptor signaling pathway	10/104	5.43635783761814e-06	5.69635756028684e-05	0	0	6.87908152517379	83.3909863865138	NFKBIA;CD4;CD40LG;IFNG;CD28;CTLA4;MAP3K8;PIK3R1;FOS;ICOS
Human T-cell leukemia virus 1 infection	14/219	9.76854055814676e-06	9.80924281047237e-05	0	0	4.44975936046986	51.3339523990366	CDKN1A;SPI1;IL1R2;ITGB2;PIK3R1;FOS;NFKBIA;HLA-DMA;ZFP36;CD4;CCND2;MYC;TSPO;HLA-DRB1
Toxoplasmosis	10/112	1.05587620574978e-05	9.87186612552761e-05	0	0	6.33695722513428	72.6123698295184	NFKBIA;HLA-DMA;CD40LG;IFNG;STAT1;LY96;HLA-DRB1;HSPA1B;BIRC3;HSPA1A
PD-L1 expression and PD-1 checkpoint pathway in cancer	9/89	1.06501460275402e-05	9.87186612552761e-05	0	0	7.25587993421053	83.0793677953828	NFKBIA;CD4;IFNG;STAT1;CD28;FOS;PIK3R1;HIF1A;BATF
Pathways in cancer	23/531	1.17410944785092e-05	0.000104800139604471	0	0	2.99427776269346	33.9922853487662	PTGER4;CDKN1A;RALA;SPI1;GADD45B;STAT1;GSTP1;LEF1;FLT3LG;PIK3R1;FOS;HIF1A;HSP90B1;NFKBIA;CCND2;IFNG;MYC;CKS2;PIM1;IL6ST;IL7R;CALM2;BIRC3
Autoimmune thyroid disease	7/53	1.78795242431368e-05	0.000153891619378427	0	0	9.76747655583973	106.77663153356	HLA-DMA;CD40LG;PRF1;CD28;CTLA4;GZMB;HLA-DRB1
Phagosome	11/152	2.82893555738223e-05	0.000235094299768661	0	0	5.04922267624818	52.8806350775739	FCGR3A;TUBA1B;HLA-DMA;TUBA1A;NCF1;LAMP1;CTSL;ITGB2;CYBB;TUBB4B;HLA-DRB1
Chagas disease	9/102	3.21370264215413e-05	0.000258167445586382	0	0	6.23747877758913	64.5298474312988	NFKBIA;C1QB;C1QA;IFNG;CCL5;CCL3;PIK3R1;FOS;C1QC
Lysosome	10/128	3.39682041977069e-05	0.000264075393924108	0	0	5.47323376405437	56.3200441683353	LAMP1;CTSL;NPC2;PSAP;ACP5;CTSH;MAN2B1;CTSW;LITAF;CTSB
Type I diabetes mellitus	6/43	5.24301593525845e-05	0.000394864637624152	0	0	10.3794348094022	102.300006043144	HLA-DMA;IFNG;PRF1;CD28;GZMB;HLA-DRB1
Colorectal cancer	8/86	6.05701028058617e-05	0.000442345296248869	0	0	6.59403110550652	64.0393121545911	CDKN1A;RALA;GADD45B;MYC;LEF1;FOS;PIK3R1;AREG
TNF signaling pathway	9/112	6.72719583621549e-05	0.000476839469567039	0	0	5.62902401635156	54.0767225811889	NFKBIA;SOCS3;CCL5;TNFAIP3;MAP3K8;PIK3R1;FOS;TNFRSF1B;BIRC3
Coronavirus disease	13/232	7.93357572887874e-05	0.000546283357331364	0	0	3.85211567732116	36.3709890824347	C1QB;C1QA;STAT1;RPS8;RPLP0;MX1;CYBB;ISG15;PIK3R1;FOS;NFKBIA;IL6ST;C1QC
Influenza A	11/172	8.73778080621685e-05	0.000584945881749517	0	0	4.4174653449056	41.2824029176158	NFKBIA;SOCS3;DNAJB1;HLA-DMA;IFNG;STAT1;CCL5;MX1;IRF7;PIK3R1;HLA-DRB1
Intestinal immune network for IgA production	6/48	9.88363610887714e-05	0.000643771973578214	0	0	9.14146114471847	84.3029659847684	HLA-DMA;CD40LG;CD28;ICOS;HLA-DRB1;TNFSF13B
Central carbon metabolism in cancer	7/70	0.000110826392047428	0.000702872644300792	0	0	7.12563543936093	64.8970498115349	LDHB;LDHA;PKM;MYC;PGAM1;PIK3R1;HIF1A
Cell adhesion molecules	10/148	0.000115898582320225	0.00071619380356857	0	0	4.67522839240446	42.3706366837527	HLA-DMA;CD4;CD40LG;SELL;ITGB2;ICAM2;CD28;CTLA4;ICOS;HLA-DRB1
Pertussis	7/76	0.000186595981175082	0.00112424078657987	0	0	6.50402576489533	55.847238735982	C1QB;C1QA;ITGB2;LY96;FOS;CALM2;C1QC
JAK-STAT signaling pathway	10/162	0.000242810684466745	0.00142725304771916	0	0	4.24157547333681	35.303601841376	SOCS3;CDKN1A;CCND2;IFNG;STAT1;MYC;PIM1;PIK3R1;IL6ST;IL7R
Systemic lupus erythematosus	9/135	0.000279888898360493	0.00160602915487807	0	0	4.59609962406015	37.6012325603674	C1QB;C1QA;FCGR3A;HLA-DMA;CD40LG;IFNG;CD28;HLA-DRB1;C1QC
Primary immunodeficiency	5/38	0.000298770484478614	0.00167450434324061	0	0	9.66843762298308	78.4674433902363	CD79A;CD4;CD40LG;ICOS;IL7R
Viral myocarditis	6/60	0.000344616024193348	0.00188755595069538	0	0	7.10568222946073	56.65417098067	HLA-DMA;CD40LG;ITGB2;PRF1;CD28;HLA-DRB1
Complement and coagulation cascades	7/85	0.000373786485386767	0.00200183428840469	0	0	5.75092173621585	45.3852726366606	C1QB;C1QA;SERPINA1;ITGB2;PLAUR;CD59;C1QC
Prion disease	13/273	0.000392393947023163	0.00205580307027353	0	0	3.23783333333333	25.3951176932902	C1QB;C1QA;NCF1;HSPA5;CYBB;PIK3R1;TUBB4B;TUBA1B;TUBA1A;CCL5;HSPA1B;HSPA1A;C1QC
Tuberculosis	10/180	0.000560465559259796	0.00287387659109811	0	0	3.78897301494855	28.3670663018952	CD74;FCGR3A;HLA-DMA;FCER1G;LAMP1;IFNG;STAT1;ITGB2;CALM2;HLA-DRB1
Small cell lung cancer	7/92	0.000604584866069225	0.00303551984838923	0	0	5.27543252595156	39.0960643119147	NFKBIA;CDKN1A;GADD45B;MYC;CKS2;PIK3R1;BIRC3
Acute myeloid leukemia	6/67	0.000626960892817756	0.00308362398304243	0	0	6.2880333208736	46.3718964767215	SPI1;MYC;LEF1;PIM1;EIF4EBP1;PIK3R1
IL-17 signaling pathway	7/94	0.000687919223706113	0.00331577065826346	0	0	5.15363233415972	37.5279216148205	NFKBIA;IFNG;TNFAIP3;FOSB;FOS;S100A8;HSP90B1
Staphylococcus aureus infection	7/95	0.000732864841528504	0.00346314562369352	0	0	5.09480837789661	36.7771252659787	C1QB;C1QA;FCGR3A;HLA-DMA;ITGB2;HLA-DRB1;C1QC
Prostate cancer	7/97	0.000829715717121332	0.00382122832781216	0	0	4.98108206245461	35.3379251917261	NFKBIA;CDKN1A;IL1R2;GSTP1;LEF1;PIK3R1;HSP90B1
Hepatitis C	9/157	0.000840353117734625	0.00382122832781216	0	0	3.90849484352774	27.6787425018699	NFKBIA;SOCS3;CDKN1A;IFNG;STAT1;MYC;MX1;IRF7;PIK3R1
Human cytomegalovirus infection	11/225	0.000875006973186245	0.00390512371366454	0	0	3.31439933155908	23.337609424167	PTGER4;NFKBIA;CDKN1A;MYC;CCL4L2;CCL5;CCL4;EIF4EBP1;CCL3;PIK3R1;CALM2
Transcriptional misregulation in cancer	10/192	0.000922102699241488	0.00402986661071075	0	0	3.53697457657854	24.7193987517019	CDKN1A;SPI1;CCND2;GADD45B;MYC;IL1R2;ID2;NFKBIZ;GZMB;BIRC3
Hematopoietic cell lineage	7/99	0.00093640054024814	0.00402986661071075	0	0	4.87230036942313	33.976827035952	HLA-DMA;CD4;IL1R2;FLT3LG;CD59;IL7R;HLA-DRB1
FoxO signaling pathway	8/131	0.00107815138653442	0.00455849972201396	0	0	4.17198453951753	28.505115170424	CDKN2D;CDKN1A;CCND2;GADD45B;PIK3R1;IL7R;SGK1;KLF2
Asthma	4/31	0.00132655026976022	0.00551204508641747	0	0	9.42586599544528	62.4479974997867	HLA-DMA;FCER1G;CD40LG;HLA-DRB1
Protein processing in endoplasmic reticulum	9/171	0.00152964378866995	0.00624820598422809	0	0	3.56816520467836	23.1314173220719	PPP1R15A;DNAJB1;HSPH1;HSPA5;DERL3;HSPA1B;HSP90B1;HERPUD1;HSPA1A
Endometrial cancer	5/58	0.00211458274292295	0.00849357401740719	0	0	6.01384464592012	37.0386543825948	CDKN1A;GADD45B;MYC;LEF1;PIK3R1
NOD-like receptor signaling pathway	9/181	0.00225611868887902	0.00891351809868595	0	0	3.35899250305998	20.470067573834	NFKBIA;STAT1;CCL5;IRF7;CYBB;TNFAIP3;TXN;CTSB;BIRC3
MAPK signaling pathway	12/294	0.00241554503139703	0.00938945729946265	0	0	2.74333781013642	16.530888185767	DUSP4;GADD45B;DUSP1;MYC;FLT3LG;FLNA;MAP3K8;FOS;AREG;HSPA1B;HSPA1A;CDC25B
Thyroid cancer	4/37	0.00258705653394323	0.00989651785206856	0	0	7.70971854467	45.9286014763606	CDKN1A;GADD45B;MYC;LEF1
Cytosolic DNA-sensing pathway	5/63	0.00304470379476579	0.0114652127271649	0	0	5.49401030004478	31.8342276938304	NFKBIA;CCL4L2;CCL5;CCL4;IRF7
Inflammatory bowel disease	5/65	0.00348860238404128	0.0129346642239069	0	0	5.3103354978355	30.0472275286583	HLA-DMA;IFNG;STAT1;GATA3;HLA-DRB1
Necroptosis	8/159	0.00363257241946821	0.0132643932286642	0	0	3.39350776245793	19.064096184596	IFNG;STAT1;FTH1;CYBB;TNFAIP3;HMGB1;PPIA;BIRC3
Ferroptosis	4/41	0.00377761154729616	0.0135881251178862	0	0	6.87483600104959	38.3523955322077	GPX4;FTH1;CYBB;SAT1
Glycolysis / Gluconeogenesis	5/67	0.00397716797535042	0.0140955512067566	0	0	5.13851068286552	28.4015005917841	LDHB;LDHA;PKM;PGAM1;GAPDH
