Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Antigen processing and presentation	21/78	2.91738516364662e-19	7.08924594766128e-17	0	0	21.2188854489164	905.588697017997	CD74;HLA-DRB4;KLRC2;KLRC3;KLRC4;IFI30;CTSS;KIR2DL4;HLA-DMA;HLA-DMB;IFNG;CD8B;CD8A;PSME2;KLRD1;KLRC1;HLA-DRB3;HSPA1B;HLA-DRB1;CTSB;HLA-DQB1
Rheumatoid arthritis	20/93	2.55669742494327e-16	3.10638737130607e-14	0	0	15.7200819507492	564.392523702475	JUN;HLA-DRB4;CCL20;ITGB2;FOS;TNFSF13B;HLA-DMA;HLA-DMB;IFNG;CCL5;CCL3;ACP5;CTLA4;LTB;ATP6V0D1;HLA-DRB3;ATP6V0C;HLA-DRB1;HLA-DQB1;ATP6V1F
Cytokine-cytokine receptor interaction	27/295	5.20146400859056e-12	4.09233368546289e-10	0	0	5.84298194655465	151.812830157629	CCL4L1;CCL4L2;CXCR4;CXCR6;CXCL13;TNFSF13B;CXCR3;CCL5;CCL4;CCL3;CCR7;CCR6;IL32;CCL20;TNFRSF9;TNFRSF18;TNFRSF1B;CD40LG;IFNG;IL2RB;XCL2;CD27;XCL1;TNFSF8;TNFRSF25;LTB;IL7R
Leishmaniasis	15/77	6.73635174561793e-12	4.09233368546289e-10	0	0	13.6889334327802	352.127315044814	JUN;HLA-DRB4;ITGB2;CYBB;FOS;EEF1A1;NFKBIA;FCGR3A;HLA-DMA;HLA-DMB;IFNG;PTPN6;HLA-DRB3;HLA-DRB1;HLA-DQB1
Apoptosis	19/142	1.12842948657593e-11	5.41668195930465e-10	0	0	8.81481481481481	222.200406950074	JUN;GADD45B;PRF1;GZMB;CTSW;FOS;ACTB;CTSS;ERN1;NFKBIA;TUBA1B;TUBA1A;LMNA;PMAIP1;BAX;CTSD;CTSC;CTSB;BIRC3
Tuberculosis	21/180	1.33745233563078e-11	5.41668195930465e-10	0	0	7.56714761376249	189.463740713657	CD74;HLA-DRB4;FCER1G;ITGB2;LSP1;CORO1A;CTSS;HSPD1;FCGR3A;HLA-DMA;HLA-DMB;IFNG;BAX;CALM3;ATP6V0D1;HLA-DRB3;CALM2;CTSD;ATP6V0C;HLA-DRB1;HLA-DQB1
Graft-versus-host disease	11/42	1.47709507445422e-10	5.12763004417678e-09	0	0	19.8790783410138	449.978315878614	HLA-DMA;HLA-DMB;HLA-DRB4;IFNG;PRF1;GZMB;KLRD1;KLRC1;HLA-DRB3;HLA-DRB1;HLA-DQB1
Viral protein interaction with cytokine and cytokine receptor	15/100	3.3224356054767e-10	1.00918981516355e-08	0	0	9.9731383883033	217.665269218962	CCL4L1;CCL20;CCL4L2;CXCR4;CXCL13;TNFRSF1B;CXCR3;CCL5;CCL4;IL2RB;XCL2;CCL3;XCL1;CCR7;CCR6
Allograft rejection	10/38	9.77753091460777e-10	2.59944006975169e-08	0	0	19.9542124542125	413.965381193414	HLA-DMA;HLA-DMB;HLA-DRB4;CD40LG;IFNG;PRF1;GZMB;HLA-DRB3;HLA-DRB1;HLA-DQB1
Th1 and Th2 cell differentiation	14/92	1.06972842376613e-09	2.59944006975169e-08	0	0	10.1180078327052	208.996163695361	JUN;HLA-DRB4;FOS;GATA3;RBPJ;RUNX3;NFKBIA;HLA-DMA;HLA-DMB;IFNG;IL2RB;HLA-DRB3;HLA-DRB1;HLA-DQB1
Cell adhesion molecules	17/148	1.56065022538961e-09	3.44761822517887e-08	0	0	7.35922243919759	149.231514319632	HLA-DRB4;ITGB2;ICAM2;VCAN;HLA-DMA;HLA-DMB;CD40LG;CD8B;SELL;CD8A;PECAM1;CTLA4;PDCD1;HLA-DRB3;TIGIT;HLA-DRB1;HLA-DQB1
Phagosome	17/152	2.36105721894943e-09	4.7811408683726e-08	0	0	7.13970714900947	141.824259058929	HLA-DRB4;ITGB2;CYBB;CORO1A;ACTB;CTSS;FCGR3A;TUBA1B;HLA-DMA;TUBA1A;HLA-DMB;ATP6V0D1;HLA-DRB3;ATP6V0C;HLA-DRB1;ATP6V1F;HLA-DQB1
Type I diabetes mellitus	10/43	3.65998504132807e-09	6.84135665417477e-08	0	0	16.9265302598636	328.811506226558	HLA-DMA;HLA-DMB;HLA-DRB4;IFNG;PRF1;GZMB;HLA-DRB3;HLA-DRB1;HSPD1;HLA-DQB1
Salmonella infection	20/249	2.93388808313744e-08	4.81579194086517e-07	0	0	4.97125075234668	86.2231239717636	JUN;ANXA2;ARPC1B;TCF7;LEF1;TXN;FOS;ACTB;RHOB;HSP90B1;PYCARD;NFKBIA;TUBA1B;TUBA1A;MYC;FLNA;BAX;PFN1;GAPDH;BIRC3
Epstein-Barr virus infection	18/202	2.97912547503309e-08	4.81579194086517e-07	0	0	5.54870706046394	96.153827364386	ENTPD1;JUN;CDKN1A;HLA-DRB4;GADD45B;TNFAIP3;ISG15;RBPJ;RUNX3;NFKBIA;HLA-DMA;HLA-DMB;MYC;BAX;VIM;HLA-DRB3;HLA-DRB1;HLA-DQB1
Autoimmune thyroid disease	10/53	3.17089181291534e-08	4.81579194086517e-07	0	0	12.9835022858279	224.181821715065	HLA-DMA;HLA-DMB;HLA-DRB4;CD40LG;PRF1;CTLA4;GZMB;HLA-DRB3;HLA-DRB1;HLA-DQB1
Asthma	8/31	5.72415588061695e-08	8.18217575876423e-07	0	0	19.3284887301392	322.321600696446	HLA-DMA;HLA-DMB;HLA-DRB4;FCER1G;CD40LG;HLA-DRB3;HLA-DRB1;HLA-DQB1
Th17 cell differentiation	13/107	6.83685145214919e-08	9.22974946040141e-07	0	0	7.76733308877476	128.148206525068	JUN;HLA-DRB4;GATA3;FOS;FOXP3;NFKBIA;HLA-DMA;HLA-DMB;IFNG;IL2RB;HLA-DRB3;HLA-DRB1;HLA-DQB1
Chemokine signaling pathway	17/192	7.94858383828363e-08	1.0165820382647e-06	0	0	5.49647840531561	89.8547083783497	CCL4L1;CCL20;CCL4L2;CXCR4;CXCR6;CXCL13;NFKBIA;FGR;GNG5;CXCR3;CCL5;CCL4;XCL2;CCL3;XCL1;CCR7;CCR6
Human T-cell leukemia virus 1 infection	18/219	1.02784136543231e-07	1.21657063332521e-06	0	0	5.07497497933075	81.6595690603432	EGR1;JUN;CDKN1A;SPI1;HLA-DRB4;ITGB2;FOS;NFKBIA;HLA-DMA;ZFP36;HLA-DMB;PTTG1;MYC;IL2RB;BAX;HLA-DRB3;HLA-DRB1;HLA-DQB1
Viral myocarditis	10/60	1.09600948445813e-07	1.21657063332521e-06	0	0	11.1618233618234	178.884067027887	HLA-DMA;HLA-DMB;HLA-DRB4;CD40LG;ITGB2;PRF1;HLA-DRB3;ACTB;HLA-DRB1;HLA-DQB1
Natural killer cell mediated cytotoxicity	14/131	1.1014219725578e-07	1.21657063332521e-06	0	0	6.73188994802828	107.854931742804	FCER1G;KLRC2;KLRC3;SH2D1A;ITGB2;PRF1;ICAM2;GZMB;FCGR3A;KLRK1;IFNG;KLRD1;PTPN6;KLRC1
Intestinal immune network for IgA production	9/48	1.65961481967893e-07	1.75341913557382e-06	0	0	12.8496503496504	200.602446367335	HLA-DMA;HLA-DMB;HLA-DRB4;CD40LG;CXCR4;HLA-DRB3;HLA-DRB1;TNFSF13B;HLA-DQB1
Fluid shear stress and atherosclerosis	14/139	2.31458562424672e-07	2.33492781700675e-06	0	0	6.29846685878963	96.233424687778	JUN;DUSP1;GSTO1;GSTP1;TXN;FOS;ACTB;KLF2;HSP90B1;IFNG;PECAM1;HMOX1;CALM3;CALM2
Inflammatory bowel disease	10/65	2.40218911214686e-07	2.33492781700675e-06	0	0	10.1445221445221	154.619917359607	HLA-DMA;JUN;HLA-DMB;HLA-DRB4;IFNG;GATA3;HLA-DRB3;FOXP3;HLA-DRB1;HLA-DQB1
Influenza A	15/172	5.63985399023972e-07	5.27109430626251e-06	0	0	5.37958838039837	77.4027951297516	HLA-DRB4;MX1;ACTB;PYCARD;NFKBIA;SOCS3;DNAJB1;HLA-DMA;HLA-DMB;IFNG;CCL5;BAX;HLA-DRB3;HLA-DRB1;HLA-DQB1
Pertussis	10/76	1.07426117840275e-06	9.38132841365364e-06	0	0	8.44902011568678	116.122296692553	PYCARD;C1QB;C1QA;JUN;ITGB2;CFL1;CALM3;FOS;CALM2;C1QC
NOD-like receptor signaling pathway	15/181	1.08097611350741e-06	9.38132841365364e-06	0	0	5.08557350790445	69.8638091495855	GBP5;GABARAPL1;JUN;CYBB;TNFAIP3;TXN;GABARAP;PYCARD;NFKBIA;CCL5;NAMPT;CARD16;GBP2;CTSB;BIRC3
Staphylococcus aureus infection	11/95	1.14743907247183e-06	9.61474809002257e-06	0	0	7.31649659863946	100.074879456976	C1QB;C1QA;FCGR3A;HLA-DMA;HLA-DMB;HLA-DRB4;ITGB2;HLA-DRB3;HLA-DRB1;HLA-DQB1;C1QC
Pathways in cancer	27/531	1.47771905727581e-06	1.1969524363934e-05	0	0	3.06912959794696	41.2030981111845	CDKN1A;SPI1;PTGER2;GSTP1;TCF7;LEF1;CXCR4;HSP90B1;GNG5;MYC;PIM1;HMOX1;PMAIP1;JUN;GADD45B;GSTO1;FLT3LG;FOS;NFKBIA;IFNG;LPAR6;IL2RB;BAX;CALM3;IL7R;CALM2;BIRC3
Hematopoietic cell lineage	11/99	1.73701002674189e-06	1.36159173063961e-05	0	0	6.9825	92.6113085451991	HLA-DMA;HLA-DRB4;HLA-DMB;CD8B;CD8A;CD7;FLT3LG;HLA-DRB3;IL7R;HLA-DRB1;HLA-DQB1
Kaposi sarcoma-associated herpesvirus infection	15/193	2.41927549976385e-06	1.83713733263317e-05	0	0	4.73980320841722	61.2953362621587	GABARAPL1;JUN;CDKN1A;TCF7;LEF1;FOS;GABARAP;NFKBIA;ZFP36;CLEC2B;GNG5;MYC;BAX;CALM3;CALM2
T cell receptor signaling pathway	11/104	2.83644412269556e-06	2.08865430853037e-05	0	0	6.60540706605223	84.3705960093463	NFKBIA;JUN;CD40LG;CD8B;IFNG;CD8A;CTLA4;MAP3K8;PTPN6;FOS;PDCD1
Lysosome	12/128	3.61711841650001e-06	2.58517580943971e-05	0	0	5.78687876692026	72.5086237691241	CD63;PSAP;ACP5;CTSW;ATP6V0D1;CD68;LITAF;CTSD;ATP6V0C;CTSS;CTSC;CTSB
TNF signaling pathway	11/112	5.86940646684737e-06	3.96184936512198e-05	0	0	6.0797171145686	73.2347952474577	NFKBIA;SOCS3;JUN;CCL20;CCL5;TNFAIP3;MAP3K8;FOS;TNFRSF1B;JUNB;BIRC3
Toxoplasmosis	11/112	5.86940646684737e-06	3.96184936512198e-05	0	0	6.0797171145686	73.2347952474577	NFKBIA;HLA-DMA;HLA-DRB4;HLA-DMB;CD40LG;IFNG;HLA-DRB3;HLA-DRB1;HSPA1B;BIRC3;HLA-DQB1
Systemic lupus erythematosus	12/135	6.29764217677204e-06	4.13601905123136e-05	0	0	5.45558739255014	65.3324880238667	C1QB;C1QA;FCGR3A;HLA-DMA;HLA-DRB4;HLA-DMB;CD40LG;IFNG;HLA-DRB3;HLA-DRB1;HLA-DQB1;C1QC
IL-17 signaling pathway	10/94	7.63378338678846e-06	4.88160358681473e-05	0	0	6.63241079907747	78.1492121392148	NFKBIA;JUN;IFNG;CCL20;TNFAIP3;FOSB;FOS;S100A9;S100A8;HSP90B1
Lipid and atherosclerosis	15/215	9.05482378755187e-06	5.64185174455155e-05	0	0	4.21365606936416	48.9298714788363	JUN;CYBB;FOS;HSP90B1;HSPD1;PYCARD;ERN1;NFKBIA;CD40LG;CCL5;CCL3;BAX;CALM3;CALM2;HSPA1B
Human cytomegalovirus infection	15/225	1.55709910401694e-05	9.4593770569029e-05	0	0	4.01094137076796	44.4015257727348	CDKN1A;CCL4L1;PTGER2;CCL4L2;CXCR4;NFKBIA;GNG5;MYC;CCL5;CCL4;EIF4EBP1;CCL3;BAX;CALM3;CALM2
NF-kappa B signaling pathway	10/104	1.87907880187408e-05	0.000111369792403756	0	0	5.92380432805965	64.4636905837789	NFKBIA;CD40LG;GADD45B;CCL4L1;CCL4L2;CCL4;TNFAIP3;LTB;TNFSF13B;BIRC3
Osteoclast differentiation	11/127	1.95601543510226e-05	0.000113169464459488	0	0	5.28948275862069	57.3486567124966	NFKBIA;SOCS3;JUN;FCGR3A;SPI1;IFNG;SIRPG;ACP5;FOSB;FOS;JUNB
Colorectal cancer	9/86	2.49153057933812e-05	0.00014080044901841	0	0	6.49564639905549	68.8540353504544	CDKN1A;JUN;GADD45B;MYC;LEF1;TCF7;PMAIP1;BAX;FOS
Human immunodeficiency virus 1 infection	14/212	3.31090468535447e-05	0.000182852236032076	0	0	3.96142986056531	40.8649378349324	APOBEC3C;JUN;APOBEC3G;APOBEC3H;CXCR4;FOS;TNFRSF1B;BST2;NFKBIA;GNG5;CFL1;BAX;CALM3;CALM2
Thyroid cancer	6/37	4.80664983084042e-05	0.000259559090865383	0	0	10.6904134484325	106.293980466502	CDKN1A;GADD45B;MYC;TCF7;LEF1;BAX
Glutathione metabolism	7/57	7.16738088778143e-05	0.000378624686028454	0	0	7.74706214689266	73.9331979627427	GPX1;GPX4;GSTO1;GSTP1;IDH2;SMS;LAP3
Coronavirus disease	14/232	8.79561866459331e-05	0.000454752199041739	0	0	3.59429447690559	33.5659362800521	C1QB;C1QA;JUN;RPS8;RPLP1;RPLP0;MX1;CYBB;ISG15;FOS;NFKBIA;RPS18;RPS12;C1QC
Chagas disease	9/102	9.63952634020533e-05	0.000488001020972895	0	0	5.37371700879765	49.6910486333093	NFKBIA;C1QB;C1QA;JUN;IFNG;CCL5;CCL3;FOS;C1QC
Toll-like receptor signaling pathway	9/104	0.000112042279502938	0.000555638243249266	0	0	5.26004784688995	47.8487314655708	NFKBIA;JUN;CCL4L1;CCL4L2;CCL5;CCL4;CCL3;MAP3K8;FOS
Malaria	6/50	0.00026976419478943	0.00131105398667663	0	0	7.52688860435339	61.8556870367101	KLRK1;CD40LG;IFNG;KLRB1;ITGB2;PECAM1
