Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Antigen processing and presentation	19/78	2.41596025718791e-22	3.93801521921629e-20	0	0	39.2801841389412	1955.1623359499	CD74;HLA-DRB5;HLA-DRB4;KLRC2;KLRC3;KLRC4;HLA-C;KIR2DL1;KIR3DL2;KIR2DL4;HLA-DMA;CD8B;CD8A;PSME1;PSME2;KLRD1;KLRC1;B2M;HLA-DRB1
Graft-versus-host disease	12/42	1.82283828403212e-15	1.48561320148618e-13	0	0	46.8378698224852	1589.60149992181	HLA-DMA;HLA-DRB5;HLA-DRB4;PRF1;GZMB;HLA-C;FASLG;KLRD1;KIR2DL1;KLRC1;KIR3DL2;HLA-DRB1
Natural killer cell mediated cytotoxicity	15/131	9.54083474062597e-13	5.18385354240678e-11	0	0	15.3482031574574	424.807954200763	KLRC2;KLRC3;PRF1;HLA-C;GZMB;FASLG;KIR2DL1;KIR3DL2;NCR1;KLRK1;RAC2;KLRD1;KLRC1;HCST;CD244
Hematopoietic cell lineage	13/99	5.55989849263805e-12	2.26565863575e-10	0	0	17.7553294573643	460.137197685104	HLA-DRB5;HLA-DRB4;CSF1;CD3G;CD3E;CD3D;HLA-DMA;CD8B;CD8A;CD7;CD38;CD9;HLA-DRB1
Allograft rejection	8/38	1.49414168897731e-09	4.87090190606602e-08	0	0	30.5032755298651	619.878838820666	HLA-DMA;HLA-DRB5;HLA-DRB4;PRF1;GZMB;HLA-C;FASLG;HLA-DRB1
Viral myocarditis	9/60	3.31524329754429e-09	9.00641095832866e-08	0	0	20.281805745554	395.996878915109	HLA-DMA;HLA-DRB5;HLA-DRB4;PRF1;RAC2;HLA-C;ACTB;HLA-DRB1;ACTG1
Type I diabetes mellitus	8/43	4.26300266773192e-09	9.92670621200434e-08	0	0	26.139058629232	503.78571148429	HLA-DMA;HLA-DRB5;HLA-DRB4;PRF1;GZMB;HLA-C;FASLG;HLA-DRB1
Autoimmune thyroid disease	8/53	2.41248609398209e-08	4.9154404164885e-07	0	0	20.3201027617213	356.415068866004	HLA-DMA;HLA-DRB5;HLA-DRB4;PRF1;HLA-C;GZMB;FASLG;HLA-DRB1
Regulation of actin cytoskeleton	13/218	9.90407392500629e-08	1.79373783308447e-06	0	0	7.40365853658537	119.404239679664	ITGAE;ACTB;MYL12A;ACTG1;MYL12B;PPP1CA;ARPC2;ARPC3;TMSB4X;CFL1;RAC2;ITGB7;PFN1
Cell adhesion molecules	10/148	9.95986576373065e-07	1.6234581194881e-05	0	0	8.34011356894652	115.256466824991	HLA-DRB5;HLA-DMA;HLA-DRB4;CD8B;CD8A;PECAM1;HLA-C;ITGB7;CD99;HLA-DRB1
Th1 and Th2 cell differentiation	8/92	1.87693930951585e-06	2.76811385724333e-05	0	0	10.8642994770162	143.2552202793	HLA-DMA;HLA-DRB5;HLA-DRB4;CD3G;CD3E;CD3D;RUNX3;HLA-DRB1
Rheumatoid arthritis	8/93	2.03787523232638e-06	2.76811385724333e-05	0	0	10.7359401564094	140.679495984602	HLA-DMA;HLA-DRB5;HLA-DRB4;CSF1;CCL5;CCL3;ACP5;HLA-DRB1
