Gene	Expression
1	B2M	171.128075146367
2	TMSB4X	149.630933373805
3	ACTB	142.832516435505
4	MALAT1	106.796169263453
5	CCL5	98.5668500891938
6	EEF1A1	97.0676399260327
7	RPLP1	81.0932966898937
8	HLA-B	79.7720882636843
9	MT-CO1	79.2377486171209
10	MT-CO2	63.9596393989805
11	RPS15A	59.7469999454318
12	RPS27	58.5115355179594
13	RPL10	58.1143926473693
14	RPL28	57.2682248691906
15	RPS19	52.1621331517022
16	ACTG1	50.1008782170721
17	RPL13	49.6552302865746
18	CCL4	47.8327148362375
19	HLA-A	46.4723276740241
20	RPS12	45.7905825190764
21	GAPDH	44.0659758126091
22	TPT1	42.7433116602971
23	TMSB10	41.5690587221668
24	MT-CO3	41.3114688848809
25	PFN1	39.5758151223581
26	RPS3	38.3238869460318
27	RPL30	37.392271360355
28	RPS4X	37.1187094259982
29	RPL19	36.3941622009535
30	RPL32	35.6904087325974
31	IL32	35.4022199072872
32	RPS18	34.5682344094419
33	RPS27A	34.4302581981253
34	RPL26	34.371207628555
35	RPS15	34.2103420311779
36	RPL11	33.7572456273152
37	RPL18A	32.9296311699068
38	RPS8	32.6021665564946
39	RPL39	32.0105250223771
40	SH3BGRL3	31.8111368543246
41	GZMA	31.2316972341526
42	CD52	30.9774814545149
43	RPS24	30.9683637993115
44	RPS2	30.7693978208987
45	RPL37	30.6172922824399
46	RPS3A	30.5898664899346
47	RPL7A	30.3105878091987
48	GZMB	30.0149017511921
49	RPS28	29.6457793728263
50	HLA-C	29.3036638367859
51	RPS14	29.217268099573
52	RPL34	28.8383678546278
53	RPL29	27.9671007456909
54	RPS7	27.9485399284918
55	RPS23	27.3914332600274
56	MT-ATP6	27.2488655540997
57	CD7	27.0890560228032
58	MT-ND4L	27.0222902574107
59	RPLP0	26.2444985237713
60	RPL18	26.1633493744712
61	FTH1	25.3561999281963
62	RPL12	25.2463208480816
63	PTPRCAP	25.1711417924358
64	PTMA	24.9605078372306
65	RPL35A	24.8909429874438
66	RPS26	24.8706348556397
67	GNLY	24.819462584711
68	RPS13	24.716312039145
69	NKG7	24.5155781303406
70	RPS6	24.4164673309382
71	RPL6	23.7968706052896
72	MT-CYB	23.7684395494698
73	RPL15	23.6513398647972
74	RPLP2	23.6217865653632
75	FAU	23.53837283658
76	RACK1	23.2198138110928
77	CD74	23.1749263176934
78	RPL23A	22.8426586104244
79	RPS25	21.6494309638678
80	CD8A	21.2939600919399
81	RPL3	21.2847974635004
82	RPL14	21.243431848399
83	MT-ATP8	21.1915204939636
84	CFL1	20.8563950618383
85	RPSA	20.2891585182463
86	EIF1	20.0319138650174
87	ARHGDIB	20.005093489294
88	RPL8	19.6654244456106
89	RPL17	19.286439640797
90	CD3E	19.0574333014218
91	COTL1	18.8956146077763
92	SRGN	18.7288459883033
93	FTL	18.5825517206332
94	CORO1A	18.5114267063804
95	H3F3B	17.900287091731
96	RPS16	17.8706562750819
97	RARRES3	17.2689380917171
98	RAC2	17.2650644768552
99	NACA	16.92027226288
100	CD3D	16.9031383582836
101	MYL6	16.868613171881
102	HLA-E	16.7089606150024
103	DUSP2	16.6776693181333
104	RPS9	16.5014800511558
105	RPL36	15.9423244023548
106	RPL5	15.7614298064972
107	MT-ND3	15.7055100776668
108	BTG1	15.6747752745155
109	RPL24	15.526663258372
110	UBA52	15.3350916484491
111	RPL13A	14.9799982443207
112	RPS21	14.9177591876979
113	RPL37A	14.9133977770813
114	ZFP36L2	14.6722864574226
115	RPL41	14.515041435605
116	SERF2	14.4397948473848
117	HSPA8	14.412546108615
118	UBC	14.2487166890246
119	PABPC1	13.9625109262101
120	RGS1	13.776014346599
121	RPS5	13.7603871990526
122	EEF1D	13.338264836877
123	ZFP36	13.2963708183502
124	RPL21	13.2436425746113
125	SARAF	13.1393658916769
126	EEF2	12.9517592401473
127	PTPRC	12.9083996948972
128	RPS29	12.7221554663442
129	RPL10A	12.4718348973621
130	BTF3	12.3757684724419
131	PPIA	12.3372565992637
132	MT-ND1	12.3235619649172
133	LAPTM5	12.3154187028605
134	IFITM1	12.2761924729478
135	ATP5F1E	12.2660549461896
136	TNFAIP3	12.2238158395444
137	CST7	11.9141670603466
138	LINC02446	11.9011292444291
139	RPL35	11.8677422199186
140	CD69	11.8398736438872
141	RPL22	11.7425144690714
142	ARPC2	11.59408783512
143	CYBA	11.5344755011864
144	HNRNPA1	11.4680333362688
145	RPL4	11.3949964237925
146	EVL	11.2105301539992
147	MYL12A	11.1701644945089
148	RPL9	11.143314283142
149	JUNB	10.9765765898705
150	LSP1	10.7241614799353
151	HSP90AA1	10.4783668736779
152	ATP5MG	10.3151370369317
153	CLIC1	10.2575759496061
154	H3F3A	10.1759964374807
155	OAZ1	9.91740617705771
156	ATP5MC2	9.90584339751205
157	HCST	9.78213718121
158	HMGB1	9.70856905858043
159	CD2	9.38390263910342
160	MT-ND5	9.18883105483843
161	ARPC1B	9.14894599466347
162	COX4I1	9.12517537935069
163	RPL27	9.12265574332273
164	RPS11	9.06353154428896
165	RPL36AL	8.94971298249463
166	CD8B	8.89465945004655
167	LIMD2	8.87601667606155
168	ARPC3	8.77493550621096
169	LAG3	8.76944420677463
170	S100A4	8.75777234124206
171	NPM1	8.66086607906249
172	RPL31	8.62613738589846
173	FYB1	8.61772947016105
174	PNRC1	8.4907455150611
175	PSME1	8.39113501894087
176	RPL7	8.38277184204115
177	SLC25A6	8.24670883434097
178	RHOA	8.13449164740949
179	UBB	8.12817758041166
180	PFDN5	8.00249576582644
181	CALM1	7.95611684506663
182	ITM2B	7.82986863107542
183	PRF1	7.75373610917445
184	LCK	7.66972134056442
185	VIM	7.63374082504567
186	PCBP1	7.54442557288309
187	TMA7	7.44532872105296
188	ID2	7.33691099301976
189	YWHAZ	7.27104384569679
190	PPDPF	7.23272272904951
191	COX7C	7.22659186096545
192	SRP14	7.2175331052088
193	ALOX5AP	7.20902692611569
194	KLF6	7.19796209991438
195	KLRB1	7.19237678766329
196	SUMO2	7.03458005824418
197	PSMB9	6.90863704844092
198	EEF1G	6.90212503287231
199	CNN2	6.83368196737845
200	CRIP1	6.83072925825221
201	CCNI	6.81118341099975
202	SUB1	6.67030445696199
203	DDX5	6.66469820800992
204	MYL12B	6.64673463154055
205	IFITM2	6.60243314475853
206	DNAJB1	6.55832159625409
207	ZFP36L1	6.51850604626103
208	TRBC2	6.51547385880554
209	HNRNPA2B1	6.49327574517671
210	HINT1	6.47661610647495
211	CD99	6.45619502137778
212	EEF1B2	6.4487563258371
213	HMGN2	6.37623130559385
214	RPL27A	6.34963742884273
215	CHCHD2	6.33597323460323
216	YWHAB	6.27288728287201
217	TSC22D3	6.26960459153328
218	PPIB	6.17359876758524
219	UQCRB	6.13930440137624
220	LDHB	6.10611084735038
221	EIF3K	5.97505016551092
222	CAPZB	5.90414151730446
223	RPL38	5.88763537735704
224	CD3G	5.84789936201207
225	CXCR6	5.81228561286124
226	NR4A2	5.76747179348248
227	TOMM7	5.7564261787429
228	GMFG	5.74587606116792
229	STK17A	5.72970285495265
230	LAT	5.7243061738615
231	JUN	5.71631257898144
232	YBX1	5.7092242593513
233	UCP2	5.69838124656629
234	CLEC2B	5.63318896180009
235	S100A6	5.62994536310677
236	GABARAP	5.61321076949964
237	CD37	5.60860844668437
238	MCL1	5.57854142194061
239	CYTIP	5.5583069667521
240	DUSP1	5.48181076070856
241	CYTOR	5.47540144600794
242	EIF3F	5.47105495794063
243	FKBP1A	5.41646181523446
244	GPSM3	5.41322546725564
245	PCBP2	5.35771670673516
246	LY6E	5.30864076629884
247	LCP1	5.30787938194106
248	LINC01871	5.28794462784937
249	PSME2	5.27430618882486
250	STK17B	5.23883174057636
