statistic	p.value	sumsq	meansq	gene	method	p_adjust
95.4443044745349	1.16791228230979e-34	130.175735751489	65.0878678757443	RPS26	anova	1.79659946387715e-30
66.1566799184753	1.4270468439377e-25	100.10381723013	50.0519086150651	FCER1G	anova	1.09761308001468e-21
60.2131025847696	1.31701666921845e-23	93.1795401375936	46.5897700687968	RHOC	anova	5.38265063678003e-20
60.1340898674716	1.39963612735618e-23	93.0853712857619	46.542685642881	SLC44A1	anova	5.38265063678003e-20
58.7284744509694	4.14407205479876e-23	91.4005748326516	45.7002874163258	SPINK2	anova	1.27496520837939e-19
57.0475603955356	1.52940731479432e-22	89.3617480855212	44.6808740427606	PTGDR	anova	3.9211454539135e-19
53.8240482858384	1.91619956114045e-21	85.3767582885909	42.6883791442955	KIR3DL2	anova	4.21098540700337e-18
52.2159922983526	6.84435261121558e-21	83.3509811079028	41.6754905539514	CAPG	anova	1.31608345272912e-17
47.9429550882545	2.09757373448791e-19	77.8410310440446	38.9205155220223	FAM81A	anova	3.58521963973639e-16
47.5785424461673	2.81614534649606e-19	77.362383372957	38.6811916864785	SYPL1	anova	4.33207638651489e-16
47.4456857614964	3.13577502893752e-19	77.1875305837416	38.5937652918708	TYROBP	anova	4.38523884274053e-16
46.6029159717387	6.21013653828343e-19	76.0739989476953	38.0369994738477	ADGRG6	anova	7.96087753070117e-16
45.7040691784442	1.29037572847824e-18	74.8780069793606	37.4390034896803	COTL1	anova	1.52691152547545e-15
44.3590666835778	3.87389280675279e-18	73.0720337028312	36.5360168514156	HYI	anova	4.25657807473415e-15
43.6107806532834	7.15972631330192e-18	72.058707974839	36.0293539874195	CD68	anova	7.3425379918349e-15
42.4673589929749	1.83687713889917e-17	70.4982849474141	35.2491424737071	CNKSR1	anova	1.76604256423037e-14
41.0448289676187	5.9680252562226e-17	68.536426039843	34.2682130199215	KLRC2	anova	5.40036073626308e-14
40.8357426189416	7.10070847711764e-17	68.2461265595357	34.1230632797678	PSMB8	anova	6.06834436130559e-14
40.5366075368008	9.10730051336243e-17	67.8299296105782	33.9149648052891	LYN	anova	7.37355809458181e-14
40.4164976814371	1.00653100643003e-16	67.6625270201158	33.8312635100579	F11R	anova	7.74173323595657e-14
39.4852859264086	2.18943286680687e-16	66.3589925779906	33.1794962889953	TRDV1	anova	1.60381170429e-13
