Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Ribosome	68/158	4.51249980690038e-37	1.35826244187701e-34	0	0	10.576064499874	885.098116680112	RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL8;RPL6;MRPL32;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36AL;RPS18;RPL36;RPLP2;RPL38;RPL37;RPL39;RPS10;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;RPL13A;RPSA;MRPS6;RPL37A;RPL27;RPL26;RPL29;RPL28;RPL10;RPL12;RPL11;RPL36A;RPS4Y1;MRPL10;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL41;RPL35A;RPL23A;MRPL23;MRPL21;RPS26;RPS25;RPS28;RPS27;RPS29;FAU;RPS21;RPS24;RPS23
Coronavirus disease	74/232	5.24456076542172e-30	7.89306395195968e-28	0	0	6.56158511384716	442.384439043238	RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;CGAS;RPL8;TNF;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36AL;RPS18;RPL36;CASP1;RPLP2;RPL38;RPL37;RPL39;RPS10;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;RPL13A;PRKCA;RPSA;FOS;TNFRSF1A;RPL37A;RPL27;RPL26;RPL29;IL6ST;RPL28;RPL10;RPL12;RPL11;RPL36A;PIK3R1;RPS4Y1;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL41;STAT1;RPL35A;RPL23A;IL2;RPS26;NFKBIA;RPS25;RPS28;RPS27;RPS29;FAU;RPS21;RPS24;RPS23
Antigen processing and presentation	26/78	6.47583746345934e-12	6.49742358833754e-10	0	0	6.7974358974359	175.121954786635	HSP90AB1;TNF;B2M;PDIA3;HSPA8;HSP90AA1;HLA-DRB5;HSPA5;HSPA4;HSPA6;HLA-B;HLA-C;TAP1;HLA-A;KIR3DL2;HLA-F;HLA-G;HLA-E;TAPBP;CD4;CANX;PSME1;PSME2;HLA-DRB1;HSPA1B;HSPA1A
Salmonella infection	49/249	2.66240109458969e-11	2.00345682367874e-09	0	0	3.3608084947839	81.8330238783099	CYFIP2;HSP90AB1;ARPC1B;TRADD;TNF;ACTB;PIK3CG;ACTG1;TUBA1C;ACTR1A;TUBA1B;TUBA1A;CASP1;ACTR3;ACTR2;HSP90AA1;ANXA2;DYNLT1;RIPK2;TUBB;FOS;TIRAP;TNFRSF1A;PFN1;GAPDH;ARF6;RAB5C;AHNAK;TCF7;TXN;MYL12A;MYL12B;HSP90B1;CDC42;CYTH4;RPS3;NCKAP1L;SNX9;FADD;S100A10;VPS16;M6PR;ARPC5;NFKBIA;SNX18;PTPRC;ARPC2;ARPC3;BCL2
Parkinson disease	48/249	8.99111159203174e-11	5.41264917840311e-09	0	0	3.27322434736222	75.7168787243099	NDUFA13;PSMD11;NDUFA11;PSMD14;UQCRB;NDUFB2;NDUFB1;UBE2L6;UQCR11;COX7A2;TXN;PARK7;COX7C;PSMA7;UBE2J1;TUBA1C;PSMB7;TUBA1B;TUBA1A;ATP5F1B;UBB;PSMD2;PSMB1;ATP5PF;HSPA5;NDUFA5;DUSP1;ATP5PB;TUBB;NDUFA3;NDUFA2;NDUFA1;ATP5F1E;COX6B1;ERN1;PSMA3;PSMC6;PSMC3;DDIT3;PSMC2;UQCRC1;GNAS;CALM3;UQCRC2;CALM1;ATF4;BCL2L1;SLC25A6
Prion disease	49/273	7.5453973894473e-10	3.7852743570394e-08	0	0	2.99680979880775	62.9477296105527	NDUFA13;NDUFA11;NCF2;COX7C;TNF;TUBA1C;TUBA1B;TUBA1A;PSMD2;RAC2;TUBB;COX6B1;PSMA3;DDIT3;CSNK2B;UQCRC1;UQCRC2;ATF4;SLC25A6;PSMD11;PSMD14;UQCRB;NDUFB2;NDUFB1;UQCR11;COX7A2;PIK3R1;PSMA7;PSMB7;ATP5F1B;CCL5;PSMB1;FYN;EGR1;ATP5PF;HSPA8;HSPA5;NDUFA5;ATP5PB;NDUFA3;HSPA6;NDUFA2;NDUFA1;ATP5F1E;PSMC6;PSMC3;PSMC2;HSPA1B;HSPA1A
Amyotrophic lateral sclerosis	57/364	6.42244349129291e-09	2.76165070125595e-07	0	0	2.54729475653053	48.0508110517023	NDUFA13;NUP107;NDUFA11;WDR41;COX7C;TNF;ACTB;ACTG1;TUBA1C;ACTR1A;TUBA1B;TUBA1A;PSMD2;CASP1;NEFL;TUBB;COX6B1;TNFRSF1A;ATXN2L;ERN1;PSMA3;DDIT3;NUP50;UQCRC1;NUP54;UQCRC2;PFN1;SRSF7;ATF4;PSMD11;PSMD14;UQCRB;DERL1;NDUFB2;NDUFB1;UQCR11;COX7A2;PSMA7;PSMB7;ATP5F1B;POM121C;PSMB1;ATP5PF;HSPA5;NDUFA5;ATP5PB;FUS;NDUFA3;NDUFA2;NDUFA1;ATP5F1E;PSMC6;PSMC3;HNRNPA2B1;PSMC2;BCL2;BCL2L1
Epstein-Barr virus infection	38/202	1.61634669880111e-08	6.08150445423918e-07	0	0	3.15878896039515	56.6702920881799	CDKN1A;PSMD11;PSMD14;HDAC1;TRADD;TNFAIP3;CD3G;PIK3R1;CD3E;ITGAL;TNF;CCND3;CCND2;PSMD2;FADD;B2M;PDIA3;HLA-DRB5;GADD45B;STAT1;HLA-B;HLA-C;TAP1;HLA-A;HLA-F;HLA-G;HLA-E;GADD45G;SAP30;TAPBP;NFKBIA;PSMC6;CDK6;PSMC3;PSMC2;BCL2;VIM;HLA-DRB1
Pathogenic Escherichia coli infection	36/197	8.25561386575328e-08	2.76104419287971e-06	0	0	3.04429419449474	49.6517908104496	CYFIP2;TMED10;ARPC1B;TRADD;LPAR2;TNF;ACTB;ACTG1;CDC42;TUBA1C;SLC9A3R1;TUBA1B;TUBA1A;CYTH4;RPS3;CASP1;NCKAP1L;FYN;FADD;ACTR3;ACTR2;TUBB;FOS;ARPC5;TIRAP;TNFRSF1A;NFKBIA;MYO1B;ARPC2;ARPC3;NCL;TMBIM6;PTPN6;GAPDH;ARF6;MYO1G
Alzheimer disease	54/369	1.61211886858832e-07	4.85247779445084e-06	0	0	2.34563521743776	36.6870161503455	NDUFA13;NDUFA11;COX7C;TNF;TUBA1C;TUBA1B;TUBA1A;PSMD2;CAPN2;CAPN1;TUBB;COX6B1;TNFRSF1A;ERN1;PSMA3;DDIT3;CSNK2B;UQCRC1;UQCRC2;PLCB2;GAPDH;ATF4;SLC25A6;PSMD11;PSMD14;UQCRB;NDUFB2;NDUFB1;UQCR11;COX7A2;PIK3R1;HSD17B10;PSMA7;RTN4;PSMB7;NCSTN;ATP5F1B;PSMB1;FADD;ATP5PF;NDUFA5;ATP5PB;CSNK1A1;NDUFA3;NDUFA2;NDUFA1;WNT7A;ATP5F1E;PSMC6;PSMC3;PSMC2;CALM3;CALM1;CDK5R1
