statistic	p.value	sumsq	meansq	gene	method	p_adjust
194.102046228535	1.52016708604944e-72	284.607087724338	142.303543862169	NFKBIA	anova	2.26596105846529e-68
190.408874147989	2.28337690118743e-71	280.624149424621	140.312074712311	FKBP5	anova	1.70180080445499e-67
163.1993733282	1.65409084697247e-62	249.970682475528	124.985341237764	NFKBIZ	anova	8.21862605499057e-59
148.212364502543	1.77208279685697e-57	232.035487286152	116.017743643076	RPS26	anova	6.60366654248748e-54
139.082333379129	2.33082902663778e-54	220.71530811984	110.35765405992	ZFP36L2	anova	6.94866749421254e-51
127.559134673832	2.31989315196514e-50	205.978784475951	102.989392237975	BTG1	anova	5.76338788719873e-47
120.6749107663	6.13103372422369e-48	196.925593717758	98.462796858879	MT-ATP8	anova	1.3055598384754e-44
117.771823769865	6.55570382000214e-47	193.050122732138	96.525061366069	RPL41	anova	1.2214915142619e-43
110.27731026929	3.12435736798709e-44	182.882737974044	91.4413689870219	RPS14	anova	5.17463010302394e-41
107.299048478227	3.69619013759884e-43	178.775848845024	89.3879244225121	ACTB	anova	5.50954101910483e-40
106.818375776622	5.5131385440818e-43	178.10941977068	89.0547098853402	ISG20	anova	7.47080392164394e-40
104.655918053475	3.34364257338635e-42	175.098782324024	87.5493911620118	HLA-B	anova	4.15336134990808e-39
97.4657216525375	1.40099825924377e-39	164.939050257444	82.4695251287218	SRGN	anova	1.60640615786827e-36
93.0788625481071	5.76910406120676e-38	158.625162375972	79.3125811879861	FOS	anova	6.14244750973914e-35
92.7899902947944	7.37619644155032e-38	158.206272378154	79.1031361890768	RPL36A	anova	7.32997227718327e-35
89.3017060348703	1.44713038959007e-36	153.11707963788	76.5585398189401	HSP90AA1	anova	1.34818284920185e-33
87.9834375875494	4.47635794399411e-36	151.178835897367	75.5894179486833	HSPA1B	anova	3.9249759713633e-33
87.2703288277803	8.25371228899677e-36	150.126902281854	75.0634511409268	RPL39	anova	6.83499085443255e-33
86.4998346912363	1.59993667290691e-35	148.987579929147	74.4937899645733	MT-ND3	anova	1.25519242349212e-32
83.7081566969289	1.77269046831692e-34	144.835572204133	72.4177861020667	CXCR4	anova	1.3211862060366e-31
82.0722484937548	7.2934652940997e-34	142.384903609247	71.1924518046236	RPS28	anova	5.1769711273262e-31
79.8673152536593	4.93758944770692e-33	139.06098893548	69.5304944677402	RPS27	anova	3.34544128670542e-30
74.0148304637983	8.18013362793256e-31	130.120638562834	65.0603192814171	DUSP5	anova	5.30143790686795e-28
70.8399882126914	1.33558784438132e-29	125.197769546274	62.5988847731371	DUSP2	anova	8.29511350347831e-27
70.6180409755157	1.62444340019387e-29	124.851673102891	62.4258365514453	RPL28	anova	9.68558132931594e-27
69.6432004389203	3.84199648671976e-29	123.32850579221	61.6642528961049	AL157402.2	anova	2.20264613965557e-26
68.0503244237874	1.57303200576856e-28	120.828976677842	60.4144883389208	SMAP2	anova	8.68430188073561e-26
66.6767167474868	5.32059086558791e-28	118.662796586616	59.3313982933079	ACTG1	anova	2.83245455151619e-25
64.3674169052139	4.15373710050452e-27	114.998444757801	57.4992223789003	KDM6B	anova	2.13502086965933e-24
63.2655207144449	1.11048967817796e-26	113.239915501702	56.6199577508509	CORO1A	anova	5.5176530476402e-24
62.6752318149096	1.88203096351129e-26	112.295174439859	56.1475872199294	IL32	anova	9.0495334006772e-24
61.5986068794237	4.93278482910883e-26	110.567206788224	55.2836033941121	MT-ATP6	anova	2.29775283320926e-23
59.9355597668543	2.19275464213619e-25	107.885633737105	53.9428168685526	RPL35A	anova	9.90460627141882e-23
57.9795470067228	1.27457779124459e-24	104.712240090001	52.3561200450005	RPL34	anova	5.58789898714468e-22
57.8729425476458	1.40313237402996e-24	104.538679934293	52.2693399671465	LCP1	anova	5.97574033351161e-22
55.0520623942462	1.79533419125832e-23	99.9230726533661	49.961536326683	DNAJB1	anova	7.43368095969347e-21
54.6253306922228	2.64289582860184e-23	99.2209596453648	49.6104798226824	MT-CO3	anova	1.06472987084159e-20
52.2421935603172	2.30247246435792e-22	95.2809818181935	47.6404909090967	KANSL1-AS1	anova	9.03175119834715e-20
51.3773756672478	5.0618086258273e-22	93.8432066153949	46.9216033076975	RPS21	anova	1.93464921478415e-19
50.9901626740078	7.20522439712059e-22	93.1980696243153	46.5990348121577	TNFAIP3	anova	2.68502687158699e-19
50.0302051726615	1.73079542810446e-21	91.5949629793307	45.7974814896654	RNPEPL1	anova	6.29249674422562e-19
49.6245062243797	2.50775090598381e-21	90.9158575369753	45.4579287684876	TMSB4X	anova	8.90012738204634e-19
49.0226832329891	4.34891280864161e-21	89.9067027407363	44.9533513703681	KLF6	anova	1.50755568199097e-18
47.7343172881742	1.41601777150453e-20	87.7392579164149	43.8696289582075	TMSB10	anova	4.79708202319239e-18
47.6933144793973	1.4702933936754e-20	87.670119166716	43.835059583358	ZC3H12A	anova	4.87026518358344e-18
47.6124631958277	1.58350022544919e-20	87.5337593144851	43.7668796572426	ATF3	anova	5.13122920881426e-18
46.5165002774671	4.33247253934952e-20	85.6815851119175	42.8407925559587	RPL37	anova	1.37403905684136e-17
46.1138003168412	6.27421004126661e-20	84.9992514238492	42.4996257119246	MIR155HG	anova	1.94840364323167e-17
46.0448015981543	6.68537602308829e-20	84.8822443708757	42.4411221854378	CD69	anova	2.03371867347253e-17
45.7244615383237	8.97745722053198e-20	84.3386485380355	42.1693242690177	RPS5	anova	2.67635954658499e-17
45.6226446810019	9.8596279644509e-20	84.1657452618506	42.0828726309253	PFN1	anova	2.88171793015892e-17
45.2466286397327	1.39398206973236e-19	83.526671744687	41.7633358723435	ICOS	anova	3.99590321758281e-17
45.0219175087714	1.71467883457749e-19	83.1443553693096	41.5721776846548	B2M	anova	4.82245334117209e-17
44.8902264407885	1.93597469372854e-19	82.9201613488568	41.4600806744284	IL7R	anova	5.34400718235513e-17
44.5919291936643	2.54891254775135e-19	82.4119526308784	41.2059763154392	GZMB	anova	6.90801644305121e-17
43.6999227659811	5.80678751474954e-19	80.8890863609476	40.4445431804738	FTH1	anova	1.5456424052653e-16
43.5410423634562	6.72488908335563e-19	80.61734244565	40.308671222825	HSP90AB1	anova	1.75861748555261e-16
42.8253290302249	1.30339888837426e-18	79.3913388003644	39.6956694001822	MT2A	anova	3.34973514312186e-16
42.5831354175681	1.63083772077892e-18	78.9757709691303	39.4878854845651	MT-CO2	anova	4.1202147569374e-16
42.2635114166331	2.19242713558524e-18	78.4268053446532	39.2134026723266	RPL8	anova	5.44671981383894e-16
41.2950160918688	5.37993319285936e-18	76.7596262025191	38.3798131012596	CD52	anova	1.31464400283216e-15
41.2594227180435	5.56054043499269e-18	76.6982475652788	38.3491237826394	S100A4	anova	1.3368615439355e-15
40.5316436073736	1.09276368892397e-17	75.4415554815124	37.7207777407562	IGKV3D-20	anova	2.58551357890488e-15
