Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Cytokine-cytokine receptor interaction	27/295	3.7519636294739e-16	8.40439853002153e-14	0	0	9.04766490129995	321.364752898969	CCL4L1;CCL4L2;CXCR4;CXCR6;CXCL13;TNF;TNFSF13B;CCL5;CCL4;CCL3;CCR6;TNFRSF4;IL32;IFNGR1;CCL20;TNFRSF18;CD4;CD40LG;IFNG;IL2RA;XCL2;CD27;TNFSF9;TNFRSF25;LTB;IL6ST;IL7R
Rheumatoid arthritis	14/93	7.0238991970053e-12	7.86676710064594e-10	0	0	15.1611447440837	389.364010558705	HLA-DRB4;CCL20;ITGB2;TNF;TNFSF13B;HLA-DMA;IFNG;CCL5;CCL3;ACP5;CTLA4;LTB;HLA-DRB3;HLA-DQB1
Viral protein interaction with cytokine and cytokine receptor	13/100	2.67560123077272e-10	1.9977822523103e-08	0	0	12.7231427576255	280.439400743337	CCL4L1;CCL20;CCL4L2;CXCR4;CXCL13;TNF;CCL5;IL2RA;CCL4;XCL2;CCL3;CCR6;IL6ST
Antigen processing and presentation	11/78	2.69398842395163e-09	1.50863351741291e-07	0	0	13.8734866440331	273.75501049342	CD74;HLA-DMA;CD4;HLA-DRB4;IFNG;KLRC1;HLA-DRB3;TNF;CTSB;HLA-DQB1;HSPA1A
Cell adhesion molecules	14/148	3.84901556899655e-09	1.72435897491045e-07	0	0	8.91330304996755	172.699243476038	ITGB1;VCAM1;HLA-DRB4;ITGB2;HLA-DMA;CD4;CD40LG;SELL;PECAM1;CTLA4;ICOS;HLA-DRB3;TIGIT;HLA-DQB1
Th17 cell differentiation	12/107	7.38871274142502e-09	2.75845275679867e-07	0	0	10.7047186932849	200.427791246654	NFKBIA;HLA-DMA;CD4;HLA-DRB4;IFNG;IFNGR1;IL2RA;GATA3;IL6ST;HLA-DRB3;FOXP3;HLA-DQB1
Toxoplasmosis	12/112	1.24771119157955e-08	3.98798789198494e-07	0	0	10.1668965517241	185.031111260729	NFKBIA;ITGB1;HLA-DMA;HLA-DRB4;CD40LG;IFNG;IFNGR1;HLA-DRB3;TNF;BIRC3;HLA-DQB1;HSPA1A
Allograft rejection	8/38	1.56008368855796e-08	3.98798789198494e-07	0	0	22.2892655367232	400.670528409378	HLA-DMA;HLA-DRB4;CD40LG;IFNG;GZMB;HLA-DRB3;TNF;HLA-DQB1
Th1 and Th2 cell differentiation	11/92	1.60231656374395e-08	3.98798789198494e-07	0	0	11.4674402585704	205.831726261447	NFKBIA;HLA-DMA;CD4;HLA-DRB4;IFNG;IFNGR1;IL2RA;GATA3;RBPJ;HLA-DRB3;HLA-DQB1
Apoptosis	13/142	2.08265523574215e-08	4.66514772806242e-07	0	0	8.56240142286654	151.443511705811	GZMB;PIK3R1;TNF;ACTB;TUBA4A;NFKBIA;TUBA1A;DDIT3;PMAIP1;CTSH;CTSC;CTSB;BIRC3
Leishmaniasis	10/77	3.2564174881876e-08	6.22071414309433e-07	0	0	12.558362035974	216.506828133763	ITGB1;NFKBIA;HLA-DMA;HLA-DRB4;IFNG;IFNGR1;ITGB2;HLA-DRB3;TNF;HLA-DQB1
Hematopoietic cell lineage	11/99	3.48609941089873e-08	6.22071414309433e-07	0	0	10.5515021459227	181.189311000313	HLA-DMA;CD4;HLA-DRB4;IL2RA;CD7;FLT3LG;HLA-DRB3;IL7R;TNF;CD55;HLA-DQB1
Graft-versus-host disease	8/42	3.61023588661724e-08	6.22071414309433e-07	0	0	19.6630109670987	336.963202694228	HLA-DMA;HLA-DRB4;IFNG;GZMB;KLRC1;HLA-DRB3;TNF;HLA-DQB1
Type I diabetes mellitus	8/43	4.38905037951121e-08	7.02248060721793e-07	0	0	19.1002421307506	323.588048099822	HLA-DMA;HLA-DRB4;IFNG;ICA1;GZMB;HLA-DRB3;TNF;HLA-DQB1
NF-kappa B signaling pathway	11/104	5.84706277515611e-08	8.73161374423312e-07	0	0	9.98167889611888	166.242279739704	NFKBIA;VCAM1;CD40LG;CCL4L1;CCL4L2;CCL4;TNFAIP3;LTB;TNF;TNFSF13B;BIRC3
Inflammatory bowel disease	9/65	9.11226818010935e-08	1.27571754521531e-06	0	0	13.4726443768997	218.405834048148	HLA-DMA;HLA-DRB4;IFNG;IFNGR1;GATA3;HLA-DRB3;TNF;FOXP3;HLA-DQB1
Intestinal immune network for IgA production	8/48	1.08367515870233e-07	1.42790138558425e-06	0	0	16.7084745762712	267.96612864381	HLA-DMA;HLA-DRB4;CD40LG;CXCR4;ICOS;HLA-DRB3;TNFSF13B;HLA-DQB1
Influenza A	13/172	2.01587470041791e-07	2.50864407163118e-06	0	0	6.93623567208473	106.936239836158	HLA-DRB4;IFNGR1;PIK3R1;TNF;ACTB;NFKBIA;DNAJB1;HLA-DMA;IFNG;CCL5;VDAC1;HLA-DRB3;HLA-DQB1
Human T-cell leukemia virus 1 infection	14/219	5.32909510846908e-07	6.28272265419512e-06	0	0	5.80517497348887	83.8552544107277	EGR1;CDKN1A;HLA-DRB4;ITGB2;PIK3R1;TNF;NFKBIA;HLA-DMA;CD4;IL2RA;TSPO;VDAC1;HLA-DRB3;HLA-DQB1
Viral myocarditis	8/60	6.47789341915528e-07	7.25524062945391e-06	0	0	12.844850065189	183.035263610093	HLA-DMA;HLA-DRB4;CD40LG;ITGB2;HLA-DRB3;ACTB;CD55;HLA-DQB1
Chemokine signaling pathway	13/192	7.13783806910891e-07	7.61369394038283e-06	0	0	6.15494933372028	87.1090634928037	CCL4L1;CCL20;CCL4L2;CXCR4;PIK3R1;CXCR6;CXCL13;NFKBIA;CCL5;CCL4;XCL2;CCL3;CCR6
Asthma	6/31	1.76797748441849e-06	1.80012252958974e-05	0	0	19.8968067226891	263.546622033555	HLA-DMA;HLA-DRB4;CD40LG;HLA-DRB3;TNF;HLA-DQB1
Malaria	7/50	2.35792706156061e-06	2.29641592082425e-05	0	0	13.5404768913747	175.453812333024	VCAM1;CD40LG;IFNG;KLRB1;ITGB2;PECAM1;TNF
Phagosome	11/152	2.71537496607927e-06	2.53434996834065e-05	0	0	6.56758895686847	84.1740325898571	ITGB1;HLA-DMA;HLA-DRB4;TUBA1A;TUBB;ITGB2;HLA-DRB3;CORO1A;ACTB;TUBA4A;HLA-DQB1
Autoimmune thyroid disease	7/53	3.52737789383288e-06	3.16053059287426e-05	0	0	12.6554760594386	158.888942165889	HLA-DMA;HLA-DRB4;CD40LG;CTLA4;GZMB;HLA-DRB3;HLA-DQB1
Human cytomegalovirus infection	13/225	4.18697125716784e-06	3.60723677540614e-05	0	0	5.18810748999428	64.2470999764539	PTGER4;CDKN1A;CCL4L1;PTGER2;CCL4L2;CXCR4;PIK3R1;TNF;NFKBIA;CCL5;CCL4;EIF4EBP1;CCL3
Epstein-Barr virus infection	12/202	7.42678900109811e-06	6.16148420831843e-05	0	0	5.32649727767695	62.9081537824139	NFKBIA;ENTPD1;CDKN1A;HLA-DMA;HLA-DRB4;TNFAIP3;PIK3R1;VIM;RBPJ;HLA-DRB3;TNF;HLA-DQB1
TNF signaling pathway	9/112	9.52809307434737e-06	7.62247445947789e-05	0	0	7.30745713695517	84.4834554330097	NFKBIA;VCAM1;CCL20;CCL5;TNFAIP3;PIK3R1;TNF;JUNB;BIRC3
Leukocyte transendothelial migration	9/114	1.10052349447007e-05	8.5005952676309e-05	0	0	7.16753799392097	81.8327811073527	VASP;ITGB1;VCAM1;TXK;ITGB2;PECAM1;CXCR4;PIK3R1;ACTB
Salmonella infection	13/249	1.25080531604879e-05	9.33934635983099e-05	0	0	4.65478024800059	52.5484559661263	TUBB;TCF7;LEF1;TXN;TNF;ACTB;TUBA4A;RHOB;NFKBIA;TUBA1A;SNX9;S100A10;BIRC3
Pathways in cancer	19/531	3.03306162805846e-05	0.000219163162801643	0	0	3.17392361111111	33.0194474589242	PTGER4;ITGB1;CDKN1A;IFNGR1;PTGER2;TCF7;LEF1;FLT3LG;CXCR4;PIK3R1;NFKBIA;IFNG;IL2RA;PIM1;PMAIP1;PIM2;IL6ST;IL7R;BIRC3
Natural killer cell mediated cytotoxicity	9/131	3.35513054651308e-05	0.000234859138255916	0	0	6.16344611091734	63.4985016040969	NCR3;IFNG;IFNGR1;SH2D1A;ITGB2;GZMB;PIK3R1;KLRC1;TNF
T cell receptor signaling pathway	8/104	4.11371468459397e-05	0.00027102120274972	0	0	6.94209039548023	70.1053873232441	NFKBIA;CD4;CD40LG;IFNG;CTLA4;PIK3R1;ICOS;TNF
Toll-like receptor signaling pathway	8/104	4.11371468459397e-05	0.00027102120274972	0	0	6.94209039548023	70.1053873232441	NFKBIA;CCL4L1;CCL4L2;CCL5;CCL4;CCL3;PIK3R1;TNF
Tuberculosis	10/180	7.57708625015985e-05	0.00048493352001023	0	0	4.92357968828557	46.7139233103853	CD74;HLA-DMA;HLA-DRB4;IFNG;IFNGR1;ITGB2;HLA-DRB3;TNF;CORO1A;HLA-DQB1
Acute myeloid leukemia	6/67	0.000166137469674211	0.00101950155831099	0	0	8.13955090232814	70.8360287913989	LEF1;TCF7;PIM1;EIF4EBP1;PIM2;PIK3R1
Osteoclast differentiation	8/127	0.000168399810971012	0.00101950155831099	0	0	5.59379005839624	48.6053904048084	NFKBIA;IFNG;IFNGR1;ACP5;FOSB;PIK3R1;TNF;JUNB
JAK-STAT signaling pathway	9/162	0.000172984891978918	0.00101970041587572	0	0	4.90688360450563	42.5049287453741	CDKN1A;CISH;IFNG;IFNGR1;IL2RA;PIM1;PIK3R1;IL6ST;IL7R
Lysosome	8/128	0.000177764976200897	0.00102100909407695	0	0	5.54689265536723	47.8976856530734	CTSA;CD63;HEXA;ACP5;CTSH;LITAF;CTSC;CTSB
Chagas disease	7/102	0.000254777944320363	0.00142675648819403	0	0	6.11268043526538	50.5831531130991	NFKBIA;IFNG;IFNGR1;CCL5;CCL3;PIK3R1;TNF
HIF-1 signaling pathway	7/109	0.000382538252809608	0.00208996508852079	0	0	5.6911557872094	44.7818945462844	LDHB;CDKN1A;IFNG;IFNGR1;EIF4EBP1;PIK3R1;TIMP1
Kaposi sarcoma-associated herpesvirus infection	9/193	0.000626861483332548	0.00334326124444026	0	0	4.07372802960222	30.0428682097988	NFKBIA;CDKN1A;CLEC2B;IFNGR1;TCF7;UBC;LEF1;PIK3R1;IL6ST
Colorectal cancer	6/86	0.000645794784899352	0.00336414027482453	0	0	6.20042016806723	45.5422645520653	CDKN1A;LEF1;TCF7;PMAIP1;PIK3R1;AREG
Necroptosis	8/159	0.000763100651550196	0.00385470248550918	0	0	4.4011673588506	31.5921101699712	IFNG;IFNGR1;FTH1;TNFAIP3;VDAC1;TNF;GLUL;BIRC3
PD-L1 expression and PD-1 checkpoint pathway in cancer	6/89	0.000774382195749613	0.00385470248550918	0	0	5.97539738787081	42.8044306205813	NFKBIA;CD4;IFNG;IFNGR1;PIK3R1;BATF
Hippo signaling pathway	8/163	0.000897065927866551	0.00436832104004581	0	0	4.2867140513942	30.0772198818101	YWHAQ;ID2;TCF7;ITGB2;LEF1;AREG;ACTB;BIRC3
Cytosolic DNA-sensing pathway	5/63	0.0010248808288718	0.00481439163716177	0	0	7.10503534843457	48.9052296617195	NFKBIA;CCL4L1;CCL4L2;CCL5;CCL4
IL-17 signaling pathway	6/94	0.00103165535082038	0.00481439163716177	0	0	5.63445378151261	38.7458320795908	NFKBIA;IFNG;CCL20;TNFAIP3;FOSB;TNF
Primary immunodeficiency	4/38	0.00115182154422646	0.00526546991646381	0	0	9.66764705882353	65.4152699055133	CD4;CD40LG;ICOS;IL7R
Lipid and atherosclerosis	9/215	0.00134177592034194	0.00597894735086703	0	0	3.63457963230737	24.0382418550836	NFKBIA;CD40LG;VCAM1;DDIT3;CCL5;CCL3;PIK3R1;TNF;HSPA1A
Systemic lupus erythematosus	7/135	0.00136127819149205	0.00597894735086703	0	0	4.52914029535865	29.8892967422548	HLA-DMA;HLA-DRB4;CD40LG;IFNG;HLA-DRB3;TNF;HLA-DQB1
PI3K-Akt signaling pathway	12/354	0.00142177209547521	0.00612455671897014	0	0	2.93617664851785	19.2491372951993	ITGB1;CDKN1A;YWHAQ;IL2RA;DDIT4;EIF4EBP1;FLT3LG;THEM4;PIK3R1;SGK1;IL7R;AREG
Fluid shear stress and atherosclerosis	7/139	0.00161046998788355	0.00680651466577199	0	0	4.39099859353024	28.2395184800886	VCAM1;IFNG;PECAM1;PIK3R1;TXN;TNF;ACTB
NOD-like receptor signaling pathway	8/181	0.00175159667252531	0.00726588249343833	0	0	3.8371705692172	24.3553946462916	NFKBIA;CCL5;TNFAIP3;VDAC1;TXN;TNF;CTSB;BIRC3
Prion disease	10/273	0.0019967799507448	0.00813234016303338	0	0	3.16743037275357	19.6894421962945	EGR1;TUBA1A;DDIT3;TUBB;CCL5;VDAC1;PIK3R1;TNF;TUBA4A;HSPA1A
Viral carcinogenesis	8/203	0.00355452795975634	0.0142181118390253	0	0	3.40043459365493	19.176863127732	NFKBIA;CDKN1A;PKM;YWHAQ;PMAIP1;PIK3R1;RBPJ;IL6ST
Legionellosis	4/57	0.00514699413971046	0.0202267839876341	0	0	6.19591194968553	32.6483815239108	NFKBIA;ITGB2;TNF;HSPA1A
Small cell lung cancer	5/92	0.00539419421832861	0.0207912288617729	0	0	4.72971673159236	24.7006242396244	ITGB1;NFKBIA;CDKN1A;PIK3R1;BIRC3
Endometrial cancer	4/58	0.00547626117341339	0.0207912288617729	0	0	6.08086419753086	31.6650828493109	CDKN1A;LEF1;TCF7;PIK3R1
Staphylococcus aureus infection	5/95	0.00617190422408049	0.0230417757699005	0	0	4.57136215713622	23.2579380432764	HLA-DMA;HLA-DRB4;ITGB2;HLA-DRB3;HLA-DQB1
Prostate cancer	5/97	0.0067321716937177	0.0244388874101658	0	0	4.47152992541386	22.3614839588895	NFKBIA;CDKN1A;TCF7;LEF1;PIK3R1
Yersinia infection	6/137	0.00676433490817089	0.0244388874101658	0	0	3.77670152030278	18.8687457436405	NFKBIA;ITGB1;CD4;PIK3R1;TNF;ACTB
Measles	6/139	0.00724478225838036	0.0257592258075746	0	0	3.71952991723005	18.3278860581866	NFKBIA;IL2RA;TNFAIP3;PIK3R1;SLAMF1;HSPA1A
AGE-RAGE signaling pathway in diabetic complications	5/100	0.00763792704363663	0.0267327446527282	0	0	4.32966306980841	21.1055013421072	EGR1;VCAM1;PIM1;PIK3R1;TNF
Herpes simplex virus 1 infection	13/498	0.00842345564824344	0.0290285240801005	0	0	2.23611371446423	10.6813229242538	CD74;HLA-DRB4;IFNGR1;PIK3R1;TNF;NFKBIA;HLA-DMA;IFNG;CCL5;EIF4EBP1;HLA-DRB3;HLA-DQB1;BIRC3
African trypanosomiasis	3/37	0.0102664989217425	0.0343238172906017	0	0	7.22064925555284	33.0624086000842	VCAM1;IFNG;TNF
Thyroid cancer	3/37	0.0102664989217425	0.0343238172906017	0	0	7.22064925555284	33.0624086000842	CDKN1A;TCF7;LEF1
Pathogenic Escherichia coli infection	7/197	0.0107343688317444	0.0353602737986874	0	0	3.04157228514324	13.7914153398559	NFKBIA;ITGB1;TUBA1A;TUBB;TNF;ACTB;TUBA4A
Shigellosis	8/246	0.0108922806634876	0.0353604473713221	0	0	2.77994587665575	12.5645239825478	NFKBIA;ITGB1;CCL5;UBC;VDAC1;PIK3R1;TNF;ACTB
Hepatitis C	6/157	0.0127358429543635	0.0407546974539631	0	0	3.2731370693973	14.2817934718568	NFKBIA;CDKN1A;YWHAQ;IFNG;PIK3R1;TNF
Pertussis	4/76	0.0139795475376583	0.0441044880061333	0	0	4.55648148148148	19.456904542284	ITGB1;ITGB2;CFL1;TNF
Arrhythmogenic right ventricular cardiomyopathy	4/77	0.0146080049146193	0.0454471264010379	0	0	4.49383561643836	18.9917834549764	ITGB1;LEF1;TCF7;ACTB
Human immunodeficiency virus 1 infection	7/212	0.0155394052494046	0.0476825585735153	0	0	2.8168570546465	11.7304524969298	NFKBIA;CD4;APOBEC3G;CFL1;CXCR4;PIK3R1;TNF
Tight junction	6/169	0.0177127710522273	0.0536170366986339	0	0	3.03031396607723	12.2226785673054	VASP;ITGB1;TUBA1A;RAPGEF6;ACTB;TUBA4A
Type II diabetes mellitus	3/46	0.0185177177771732	0.0553062504278239	0	0	5.70674515101804	22.7643621304008	PKM;PIK3R1;TNF
ErbB signaling pathway	4/85	0.0202809777655908	0.0597755134143728	0	0	4.04835390946502	15.7807745676785	CDKN1A;EIF4EBP1;PIK3R1;AREG
Human papillomavirus infection	9/331	0.0207845241985334	0.0604640703957336	0	0	2.31143121448394	8.95343651764898	PTGER4;ITGB1;CDKN1A;PKM;TCF7;EIF4EBP1;PIK3R1;RBPJ;TNF
FoxO signaling pathway	5/131	0.0223520414644949	0.0641904780518828	0	0	3.25928139735671	12.3879993538044	CDKN1A;S1PR1;PIK3R1;IL7R;SGK1
Cysteine and methionine metabolism	3/50	0.0230791564766128	0.0654396335539401	0	0	5.22000529707778	19.673288477727	LDHB;ADI1;SMS
One carbon pool by folate	2/20	0.0243736611021402	0.0675533445030285	0	0	9.06244260789715	33.6601973280517	SHMT2;MTHFD2
Hypertrophic cardiomyopathy	4/90	0.0244277718961844	0.0675533445030285	0	0	3.81201550387597	14.1503334517139	ITGB1;TPM4;TNF;ACTB
Dilated cardiomyopathy	4/96	0.0300343109212685	0.0820449469068799	0	0	3.56231884057971	12.4874053765569	ITGB1;TPM4;TNF;ACTB
Transcriptional misregulation in cancer	6/192	0.0306835762634488	0.0825606294519289	0	0	2.6524803469775	9.24131511575974	CDKN1A;DDIT3;ID2;GZMB;RUNX2;BIRC3
Pyrimidine metabolism	3/56	0.0309602360444733	0.0825606294519289	0	0	4.6276520786033	16.081329788288	ENTPD1;DUT;TYMP
Parkinson disease	7/249	0.0335477862213818	0.0884082836892886	0	0	2.38166474875336	8.08523834034004	TUBA1A;DDIT3;TUBB;UBC;VDAC1;TXN;TUBA4A
Amoebiasis	4/102	0.0363412348973951	0.0935682369772012	0	0	3.34319727891156	11.0820378115968	IFNG;ITGB2;PIK3R1;TNF
Longevity regulating pathway	4/102	0.0363412348973951	0.0935682369772012	0	0	3.34319727891156	11.0820378115968	SESN1;EIF4EBP1;PIK3R1;HSPA1A
Proteoglycans in cancer	6/205	0.0402138975382363	0.101891944333818	0	0	2.47755584645919	7.96173133871734	ITGB1;CD63;CDKN1A;PIK3R1;TNF;ACTB
mTOR signaling pathway	5/154	0.040704795783986	0.101891944333818	0	0	2.75294150683777	8.81329271012428	DDIT4;EIF4EBP1;PIK3R1;SGK1;TNF
Parathyroid hormone synthesis, secretion and action	4/106	0.0409387276341233	0.101891944333818	0	0	3.21143790849673	10.262723971135	EGR1;CDKN1A;GATA3;RUNX2
Basal cell carcinoma	3/63	0.0417117684523513	0.102675122344249	0	0	4.08630705394191	12.9820829830794	CDKN1A;LEF1;TCF7
Cellular senescence	5/156	0.0426310051175448	0.103797229851414	0	0	2.71620161267976	8.57008726961275	CDKN1A;EIF4EBP1;VDAC1;PIK3R1;ZFP36L1
Insulin resistance	4/108	0.0433556567274787	0.104426528031777	0	0	3.14935897435897	9.88369025559668	NFKBIA;TBC1D4;PIK3R1;TNF
Rap1 signaling pathway	6/210	0.0443274540381796	0.105631379835662	0	0	2.41621354424123	7.52928640650387	VASP;ITGB1;ITGB2;PIK3R1;RAPGEF6;ACTB
Glycolysis / Gluconeogenesis	3/67	0.0485902096155757	0.113715125404268	0	0	3.83013485477178	11.5836040653755	LDHB;TPI1;PKM
Hepatitis B	5/162	0.0487350537446863	0.113715125404268	0	0	2.61159821975855	7.89056982702674	NFKBIA;CDKN1A;YWHAQ;PIK3R1;TNF
Fc epsilon RI signaling pathway	3/68	0.0503913295114285	0.116367606294433	0	0	3.77101819342483	11.2675615907669	ALOX5AP;PIK3R1;TNF
