Gene	Expression
1	RNR2	220.054218910521
2	B2M	163.614016607118
3	MALAT1	158.997438276798
4	TMSB4X	125.303418062986
5	RPL41	117.799912084812
6	RPS27	112.934242136353
7	ACTB	101.068636760141
8	RPLP1	80.9852368309516
9	EEF1A1	77.6975217058855
10	COX1	77.1557541370227
11	CCL5	76.6792474048831
12	HLA-C	76.205240902602
13	RPL10	71.8700107190092
14	GNLY	70.725318344317
15	COX2	68.7934076264166
16	RPL28	65.612875856512
17	RPS12	64.7353979098013
18	RPL39	60.8224115518015
19	RPS15A	59.6307145969472
20	RPS19	56.9347101236886
21	RPL13	53.9628344103389
22	RNR1	53.3535415678233
23	ND3	51.8187890563513
24	RPL30	51.337614224283
25	HLA-A	50.2411730404437
26	RPL32	47.3929459380505
27	RPS3	45.974271106996
28	FOS	45.4505972730394
29	RPS18	44.0226820811743
30	RPL19	41.6212221301726
31	HSPA1A	41.5864532952652
32	RPL11	41.3603115874785
33	RPS4X	40.7544185829697
34	RPL34	39.5761881244319
35	RPS27A	39.4601847704968
36	RPL18A	39.0697572704235
37	TMSB10	38.2141694668866
38	JUN	37.4652390994182
39	ATP6	36.8304247902297
40	DUSP1	36.3274452070563
41	RPS15	36.2543254050138
42	RPS26	33.3738341958506
43	RPS21	32.5317716437323
44	RPS24	32.3550139948239
45	RPL26	31.3098456041874
46	RPS23	31.286805504197
47	ND4L	31.0420162350067
48	CYTB	30.9958029864778
49	DNAJB1	30.9351950093919
50	RPS14	30.6582856912797
51	RPL12	30.1658231651887
52	PTMA	29.9888007645777
53	ATP8	29.5524068805185
54	JUNB	29.5253491106245
55	ND4	29.4504080533693
56	RPS3A	29.3984494339833
57	FAU	29.1369206095302
58	CCL4	28.4041606656595
59	RPS7	28.3967395145804
60	RPL7A	27.544886024618
61	TPT1	27.5100661271148
62	RPS29	27.4351891260222
63	RPL36	27.111884220475
64	RPL35A	26.5033041311983
65	RPS8	26.2163304743993
66	NKG7	26.0208823176289
67	RPL29	25.9414832227054
68	RPL37	25.8904009394418
69	RPS25	25.1977614977485
70	SH3BGRL3	25.0855970659133
71	ACTG1	24.750523793544
72	RPL18	24.6631877222541
73	RPS13	24.4982612106019
74	FTL	24.2771559001951
75	COX3	24.2758560837338
76	BTG1	24.171660660855
77	RPL8	24.1497089818383
78	H3F3B	23.4095755587592
79	RPL3	22.4034548613075
80	CD69	21.9115572394706
81	GAPDH	21.9040314782595
82	PFN1	21.7561310852142
83	EIF1	21.6157699580248
84	RPL6	21.48093109266
85	UBC	21.3636465055887
86	RPL14	21.1761208618728
87	IL32	21.1389742012617
88	HSPA1B	20.5582966522269
89	CD7	20.0092018490455
90	RPLP2	19.2734021688015
91	RPS6	18.9177069854767
92	RPL35	18.8264463810407
93	S100A4	18.7910827816354
94	ZFP36	18.6252024487757
95	GZMA	18.5221947613207
96	IFITM1	18.4430870343495
97	RPS9	18.1104281462257
98	ZFP36L2	17.9075191910097
99	RPL15	17.8802833113644
100	RPL5	17.8061470082973
101	RPS5	17.3689793147263
102	FXYD5	17.2613759512775
103	TSC22D3	16.956372591705
104	CFL1	16.9216475862404
105	ATP5E	16.8620847759936
106	RPLP0	16.8078202146586
107	FTH1	16.7460152431567
108	CD74	16.5835730920447
109	IFITM2	15.7654593081138
110	DUSP2	15.6408010455544
111	RPL24	15.6088104544066
112	RPS2	15.1955806752917
113	NACA	15.042291990118
114	GZMB	14.6228823186885
115	HLA-H	14.585357723353
116	CD3E	14.5430621233962
117	RPL23A	14.0206328113344
118	CRIP1	13.8588149500488
119	HCST	13.8081756502371
120	GNB2L1	13.7172365797536
121	EEF1D	13.7157741699794
122	HSPA8	13.4143785264196
123	SERF2	13.4083407390902
124	VIM	13.3675538121717
125	RPL9	13.1743669314985
126	PTPRCAP	12.5626425670007
127	MYL12A	12.3183567004222
128	RPSA	12.0188080319223
129	PPDPF	11.9065145472872
130	ND1	11.874978097929
131	ND2	11.8682977566026
132	RPL10A	11.7462633650906
133	RPL37A	11.5785344306065
134	RPL22	11.5522505690656
135	IFITM3	11.5171953974231
136	UBB	11.3425361677964
137	CYBA	11.3372940317416
138	S100A6	11.1847696942064
139	TMA7	11.1686973831162
140	CST7	11.1436127494679
141	CD3D	11.1273775401632
142	CD52	11.0434774858805
143	PFDN5	10.9896279741609
144	UBA52	10.8117260802794
145	ARHGDIB	10.7087214033603
146	SRGN	10.6141556979389
147	RPL27	10.4767414307029
148	HSP90AA1	10.4575695842299
149	MYL6	10.4334096265564
150	RPS16	10.4093495196497
151	PPIA	10.144449378023
152	KLF6	9.88844500589429
153	LOC101060038	9.78601860063983
154	MIF	9.52735321318729
155	CD99	9.15656574908015
156	RPL21	9.06952714628355
157	SARAF	9.06717994236288
158	RAC2	9.06712769256933
159	PCBP2	9.02573441372989
160	CTSW	8.97356288288807
161	RPL38	8.94565345989304
162	HNRNPA1	8.80696042455491
163	CORO1A	8.74792744850932
164	CD8A	8.47074739705658
165	GZMH	8.46905377094229
166	ALOX5AP	8.27860554089875
167	RPL36A	8.26506697498783
168	EVL	8.25324826600686
169	CXCR4	8.24727459565184
170	IER2	8.24370711759378
171	EEF1B2	8.08173815382946
172	DDX5	8.07816923698274
173	CLIC1	8.02922831747326
174	SRP14	7.98559638834618
175	PPP1R15A	7.96446923350222
176	RARRES3	7.95916738191256
177	PNRC1	7.9448287690359
178	LOC101929531	7.84705743638447
179	PSME1	7.82423789628075
180	ATP5L	7.63988142571077
181	ND5	7.63298209692982
182	PABPC1	7.61049322257773
183	RPL36AL	7.49702057131251
184	BTF3	7.44576474599982
185	RN7SK	7.36603590115761
186	PTPRC	7.36489117700569
187	OST4	7.34859645392145
188	COX7C	7.29290751612102
189	LSP1	7.18713577828647
190	RHOA	7.10501696668692
191	ITM2B	7.10226446244278
192	COX4I1	7.02811150334236
193	ATP5G2	6.99737622802241
194	YWHAZ	6.8935970008015
195	HSP90AB1	6.84612040246925
196	CALM1	6.82347017838042
197	HMGB1	6.82131870869224
198	RPL4	6.79789420582533
199	COTL1	6.78267076658323
200	KLRC2	6.76678254675606
201	ZNF683	6.7648662717698
202	RPL17	6.75573145073835
203	KLRD1	6.70394489741443
204	HOPX	6.6625597693272
205	CCL4L1	6.63126626944355
206	TOMM7	6.5370569964649
207	ARPC2	6.50511049082732
208	RPS11	6.27229300703367
209	LAPTM5	6.26710381903061
210	CIRBP	6.20906352128446
211	CD2	6.13693277598099
212	CD8B	6.09352167711294
213	PSMB9	6.02729801413861
214	MYL12B	6.02110755625482
215	HNRNPA2B1	5.87991762835191
216	KLRC3	5.84999239683222
217	S100A10	5.82434211116215
218	EEF1G	5.8079570530965
219	HNRNPDL	5.74379251245573
220	UQCR11	5.74131676920493
221	SRSF7	5.7403664206614
222	EEF2	5.71816946743038
223	COMMD6	5.67972669457412
224	UBL5	5.67728238338487
225	TXNIP	5.66591344643904
226	RPL27A	5.66030700089766
227	IFNG	5.65033272334809
228	LOC101929876	5.64826821937396
229	PRF1	5.59567555875786
230	SUMO2	5.5277073138943
231	RGS1	5.52626736353166
232	ARPC3	5.51499260015054
233	CITED2	5.4340326967781
234	IL2RG	5.41761718655866
235	LCK	5.34293444730533
236	PCBP1	5.30551033439307
237	DAZAP2	5.29419058062713
238	RPL31	5.2144258770109
239	TAGLN2	5.20971552900778
240	ALDOA	5.19764823066207
241	HINT1	5.18181129288229
242	XCL1	5.17450057069179
243	DDIT4	5.13961559983227
244	ARPC1B	5.01453372003485
245	LY6E	4.99355609669059
246	NPM1	4.99351517915974
247	CHCHD2	4.97224301930911
248	TPI1	4.92710970480842
249	STK17A	4.91276820631962
250	CD37	4.91111345302148
