statistic	p.value	sumsq	meansq	gene	method	p_adjust
127.905858927178	8.78821674193001e-44	157.556784109071	78.7783920545355	HLA-B	anova	1.19880064576667e-39
88.9278557495084	9.62782636860918e-33	124.194158437481	62.0970792187407	RPS26	anova	6.56665897470989e-29
69.9071072756612	8.30491345616839e-27	104.447321311635	52.2236606558177	ISG20	anova	3.77624414851977e-23
49.5157893495611	5.78027460915345e-20	79.9669192048838	39.9834596024419	FKBP5	anova	1.97121814858655e-16
40.2747531538193	1.11520583382805e-16	67.5186538989859	33.7593269494929	RPS14	anova	3.04250455584969e-13
39.0564381145341	3.0888592758737e-16	65.806444393249	32.9032221966245	CD74	anova	7.02252156369885e-13
38.0769014177993	7.03311744660341e-16	64.4172353443477	32.2086176721739	RPL30	anova	1.37055364413025e-12
36.7931791363331	2.07815705820093e-15	62.5794013959584	31.2897006979792	FOSB	anova	3.54351755386487e-12
35.0973829832592	8.77270220827875e-15	60.1211793447783	30.0605896723892	PSMB9	anova	1.1966843082313e-11
35.1251918378216	8.56723699217971e-15	60.1617739576633	30.0808869788316	RPS12	anova	1.1966843082313e-11
34.5995725238121	1.34148850968622e-14	59.392878136789	29.6964390683945	RPS3	anova	1.62649239217572e-11
34.5240959579533	1.43082682399448e-14	59.2821881593828	29.6410940796914	FOS	anova	1.62649239217572e-11
34.3488331906878	1.66203452833934e-14	59.0248848612845	29.5124424306423	RPL32	anova	1.74398561546745e-11
33.7700183668513	2.72786912372018e-14	58.1724146394564	29.0862073197282	IFITM2	anova	2.65791876547621e-11
33.5284626272924	3.35568828384668e-14	57.8154182652804	28.9077091326402	UBE2L6	anova	3.05166292533017e-11
33.3513149462973	3.90671689310329e-14	57.5531460837256	28.7765730418628	RNF213	anova	3.33072032117638e-11
32.8472026060049	6.02542061415625e-14	56.8046329534018	28.4023164767009	RGS2	anova	4.83486838810032e-11
31.9963619603771	1.25460188947096e-13	55.5339929754386	27.7669964877193	RARRES3	anova	9.50779131904077e-11
31.503014317374	1.92187034057398e-13	54.7929985627508	27.3964992813754	SH2D2A	anova	1.37980175346156e-10
30.4641247669401	4.73190517585405e-13	53.2223525512721	26.6111762756361	RPS3A	anova	3.22739592519126e-10
29.7658033393537	8.69061063421882e-13	52.1586982885152	26.0793491442576	EEF1A1	anova	5.64517236482757e-10
29.2408551702206	1.37417015725209e-12	51.3548983218265	25.6774491609132	RPL10	anova	8.5204795977617e-10
29.0510042294914	1.62224945059259e-12	51.0633014127826	25.5316507063913	MT-ND5	anova	9.62134989371024e-10
28.7359087573959	2.13734446972413e-12	50.5782814058116	25.2891407029058	LEPROTL1	anova	1.21481316297945e-09
27.9128366980739	4.40014772985875e-12	49.3050851633001	24.65254258165	IFITM1	anova	2.40089660732013e-09
27.8493104542599	4.65283315770974e-12	49.2064392662225	24.6032196331112	DUSP1	anova	2.44112681170456e-09
27.5099400144763	6.27163282427384e-12	48.6785292200292	24.3392646100146	RPS23	anova	3.16856827244146e-09
26.9650907651116	1.01379851648062e-11	47.8277192613782	23.9138596306891	RPL13	anova	4.93900912975433e-09
26.424287158119	1.63479875527925e-11	46.979221850437	23.4896109252185	NEAT1	anova	7.68975511060837e-09
25.9497821779385	2.48852236380705e-11	46.2314353978881	23.1157176989441	RPL41	anova	1.13153111882306e-08
25.7428279009412	2.98983569484996e-11	45.9043162584293	22.9521581292147	AC016831.7	anova	1.31562415204672e-08
25.0707366058636	5.43242815780349e-11	44.837881841806	22.418940920903	VIM	anova	2.31574226564367e-08
24.9822178496252	5.87771723373676e-11	44.6969559243472	22.3484779621736	LY6E	anova	2.42963456925464e-08
24.8653086146456	6.52255006118249e-11	44.5106628967444	22.2553314483722	TNFRSF25	anova	2.6102212926631e-08
24.8356265358624	6.69729090559405e-11	44.4633344721332	22.2316672360666	CYTIP	anova	2.6102212926631e-08
24.6449507627487	7.93766759357338e-11	44.1590047533811	22.0795023766905	TXNIP	anova	3.00771454566485e-08
24.5898933724736	8.33704767759079e-11	44.0710348398528	22.0355174199264	RPS18	anova	3.07366668567611e-08
24.5137121856095	8.92318229065309e-11	43.9492432571019	21.9746216285509	MRPL10	anova	3.20318762175786e-08
24.2642411773545	1.11485259314002e-10	43.5498388454444	21.7749194227222	TAP1	anova	3.89941133923666e-08
24.0093406891668	1.40000503580812e-10	43.1408330921792	21.5704165460896	UCP2	anova	4.77436717336465e-08
23.9220580424163	1.51364675393689e-10	43.0005702953177	21.5002851476588	CD101	anova	5.03601350498856e-08
23.8560232553531	1.60574603514818e-10	42.8943808311012	21.4471904155506	TMSB10	anova	5.19207094072804e-08
23.8090033719837	1.67473881234538e-10	42.8187311508305	21.4093655754153	HSPA1B	anova	5.19207094072804e-08
23.8143130451242	1.66680098381853e-10	42.8272753894846	21.4136376947423	PDE3B	anova	5.19207094072804e-08
23.5932900674534	2.03148753187793e-10	42.4712695126366	21.2356347563183	FTH1	anova	6.15811587163262e-08
23.2578881587762	2.7439359891984e-10	41.9296998117048	20.9648499058524	DUSP4	anova	8.13696322362074e-08
23.1628947057099	2.98804226021969e-10	41.7760224050932	20.8880112025466	TUBA1B	anova	8.67231584503336e-08
23.0376075685695	3.34369613437985e-10	41.5731388724478	20.7865694362239	RGS1	anova	9.50236645189074e-08
22.3456652206098	6.22949625089515e-10	40.4485705155348	20.2242852577674	RPL34	anova	1.73421547670328e-07
22.0820567637257	7.899861346161e-10	40.018322177411	20.0091610887055	DUSP2	anova	2.1390297729996e-07
22.068468230135	7.99725228524153e-10	39.9961162867284	19.9980581433642	SELENOM	anova	2.1390297729996e-07
21.7446972194071	1.07109066584558e-09	39.4662254137475	19.7331127068737	PSME1	anova	2.80975918707683e-07
21.6990116089263	1.1162079553239e-09	39.3913321091617	19.6956660545809	HMGB1	anova	2.87286655067422e-07
21.4911462465614	1.34685395803372e-09	39.0501886745211	19.5250943372606	MIR4435-2HG	anova	3.37735473212979e-07
21.4590620150218	1.38649560149013e-09	38.9974764206151	19.4987382103075	SRGN	anova	3.37735473212979e-07
21.4739482386208	1.36795919306447e-09	39.0219353717301	19.510967685865	RPS16	anova	3.37735473212979e-07
21.37275165648	1.4990548706275e-09	38.855599262634	19.427799631317	RPLP2	anova	3.58747499828593e-07
20.9680508058534	2.16242622234729e-09	38.1888894059249	19.0944447029625	RPS21	anova	5.08580277569645e-07
20.8894375986609	2.32211936969201e-09	38.0591007079286	19.0295503539643	CD8A	anova	5.36881869863876e-07
20.0521824835012	4.96726025908095e-09	36.6711221598108	18.3355610799054	RPS28	anova	1.12930661990205e-06
19.7849986218256	6.33522164360406e-09	36.2259913579808	18.1129956789904	GBP2	anova	1.41670095803939e-06
19.6201523366693	7.36216661449275e-09	35.9508217377811	17.9754108688906	NFKBIA	anova	1.61979539981122e-06
19.1304574629301	1.15108102989123e-08	35.130984597254	17.565492298627	NFKBIZ	anova	2.49236449662638e-06
19.0952617447871	1.18870183034133e-08	35.0719210732905	17.5359605366453	RPL39	anova	2.53360651057595e-06
19.0196407979587	1.27376637432735e-08	34.944954663544	17.472477331772	CD7	anova	2.67314570956913e-06
18.9195662525079	1.39581851473391e-08	34.7767977107737	17.3883988553868	EEF1B2	anova	2.84238705747589e-06
18.9193576446443	1.39608483872799e-08	34.7764470246916	17.3882235123458	RPL21	anova	2.84238705747589e-06
18.8031141619023	1.55272376230084e-08	34.58092983859	17.290464919295	STAT1	anova	3.11480953552143e-06
18.2068168116819	2.68150918951725e-08	33.5747420464917	16.7873710232459	CD52	anova	5.30122708031955e-06
18.1265696362576	2.88643010870053e-08	33.4389183230288	16.7194591615144	LIMD2	anova	5.62482758754057e-06
17.7805639106339	3.96635618670906e-08	32.852147203345	16.4260736016725	CISH	anova	7.62043165392933e-06
17.6093070144736	4.64291536919865e-08	32.5610400218992	16.2805200109496	RPL11	anova	8.67589158236148e-06
17.6157368518545	4.61553198206876e-08	32.5719778206053	16.2859889103026	RPL3	anova	8.67589158236148e-06
