seurat_clusters	Sample	.n	.frac
c1	C1	276	0.0714655618850337
c1	C3	373	0.0826867656838838
c1	CT1	621	0.157734315468631
c1	CT2	453	0.152937204591492
c1	NC1	749	0.238915470494418
c1	NC3	192	0.0623781676413255
c2	C1	113	0.0292594510616261
c2	C3	321	0.07115938816227
c2	CT1	527	0.133858267716535
c2	CT2	539	0.181971640783255
c2	NC1	542	0.172886762360447
c2	NC3	479	0.155620532813515
c3	C1	527	0.136457793889177
c3	C3	596	0.132121480824651
c3	CT1	391	0.0993141986283973
c3	CT2	311	0.104996623902768
c3	NC1	410	0.130781499202552
c3	NC3	263	0.085445094217024
c4	C1	167	0.0432418436043501
c4	C3	312	0.069164265129683
c4	CT1	444	0.112776225552451
c4	CT2	462	0.155975692099932
c4	NC1	566	0.180542264752791
c4	NC3	546	0.177387914230019
c5	C1	297	0.0769031589849819
c5	C3	345	0.0764797162491687
c5	CT1	865	0.219710439420879
c5	CT2	233	0.0786630654962863
c5	NC1	286	0.0912280701754386
c5	NC3	409	0.132878492527615
c6	C1	1225	0.317193164163646
c6	C3	1021	0.226335624030149
c6	CT1	54	0.0137160274320549
c6	CT2	27	0.00911546252532073
c6	NC1	40	0.0127591706539075
c6	NC3	51	0.0165692007797271
c7	C1	384	0.0994303469704816
c7	C3	334	0.0740412325426735
c7	CT1	319	0.0810261620523241
c7	CT2	339	0.114449696151249
c7	NC1	161	0.0513556618819777
c7	NC3	458	0.148797920727745
c8	C1	151	0.03909891248058
c8	C3	249	0.0551984039015739
c8	CT1	453	0.11506223012446
c8	CT2	337	0.113774476704929
c8	NC1	181	0.0577352472089314
c8	NC3	346	0.112410656270305
c9	C1	222	0.0574831693423097
c9	C3	305	0.0676125027710042
c9	CT1	129	0.0327660655321311
c9	CT2	72	0.0243079000675219
c9	NC1	90	0.0287081339712919
c9	NC3	96	0.0311890838206628
c10	C1	227	0.0587778353184878
c10	C3	291	0.0645089780536466
c10	CT1	18	0.00457200914401829
c10	CT2	9	0.00303848750844024
c10	NC1	27	0.00861244019138756
c10	NC3	26	0.00844704353476283
c11	C1	120	0.0310719834282755
c11	C3	224	0.0496563954777211
c11	CT1	15	0.00381000762001524
c11	CT2	31	0.0104659014179608
c11	NC1	29	0.00925039872408293
c11	NC3	56	0.0181936322287199
c12	C1	136	0.0352149145520456
c12	C3	100	0.0221680336954112
c12	CT1	1	0.000254000508001016
c12	NC3	2	0.000649772579597141
c13	C1	2	0.000517866390471258
c13	C3	2	0.000443360673908224
c13	CT1	25	0.0063500127000254
c13	CT2	66	0.0222822417285618
c13	NC1	8	0.0025518341307815
c13	NC3	62	0.0201429499675114
c14	C1	5	0.00129466597617815
c14	C3	20	0.00443360673908224
c14	CT1	22	0.00558801117602235
c14	CT2	22	0.00742741390952059
c14	NC1	17	0.00542264752791069
c14	NC3	18	0.00584795321637427
c15	C3	2	0.000443360673908224
c15	CT1	10	0.00254000508001016
c15	CT2	11	0.0037137069547603
c15	NC1	1	0.000318979266347687
c15	NC3	70	0.0227420402858999
c16	C1	10	0.00258933195235629
c16	C3	16	0.00354688539126579
c16	CT1	30	0.00762001524003048
c16	CT2	19	0.00641458474004051
c16	NC1	1	0.000318979266347687
c16	NC3	4	0.00129954515919428
c17	CT1	13	0.00330200660401321
c17	CT2	31	0.0104659014179608
c17	NC1	27	0.00861244019138756
