Gene	Expression
1	EEF1A1	212.053700969936
2	MALAT1	146.583471104738
3	RPLP1	145.387470079344
4	B2M	136.363455680163
5	RPL10	119.05571175182
6	RPS12	99.4535139253137
7	TMSB4X	96.9501234584952
8	FOS	94.2104196705986
9	RPL13	85.9494370047844
10	ACTB	83.1460291158004
11	TPT1	81.608231380786
12	RPL32	74.8022215024109
13	RPS27	72.8349173083417
14	MT-CO1	72.250008261827
15	RPL30	71.1912678481201
16	RPS3	70.5677552838378
17	RPS15A	67.5673241064098
18	RPS27A	66.5468603404697
19	RPL28	65.8443441845848
20	RPS19	63.950166284221
21	RPS3A	63.6665188037416
22	RPS18	61.6232430584996
23	RPS14	61.4085480225826
24	RPL19	60.8458179038887
25	MT-CO2	58.1999081236527
26	RPL11	56.9972020623705
27	RPS8	55.3420415085966
28	RPL34	54.8233538141917
29	RPL39	54.345059103008
30	RPS4X	53.2615490263854
31	RPS23	50.2232373138238
32	HLA-B	47.4298535700291
33	RPL18A	47.3702294903475
34	RPS2	45.4337951634614
35	RPS28	45.0487166534404
36	RPS6	44.1779326102787
37	RPLP0	43.4862240344993
38	RPL3	43.2199638203436
39	RPS13	42.9522116075941
40	RPL26	42.4562991064792
41	FTH1	40.4414814124965
42	MT-CO3	40.3020036665229
43	JUNB	40.1332765368179
44	RPL37	39.7455560908869
45	RPL18	39.3964385544365
46	RPS25	38.9159415747393
47	RPL7A	38.7794362916693
48	RPLP2	38.6831089931536
49	RPS15	38.3597786319101
50	MT-ND4L	38.2285210299179
51	RPL29	37.4700763974815
52	MT-CYB	36.6948972275707
53	RPL35A	36.6801813947284
54	DUSP1	36.161225364645
55	MT-ATP6	35.9920874699503
56	RPL12	35.9762007409296
57	RPS24	35.2107627847706
58	RPS7	34.5534542230951
59	RPL8	33.8483956268169
60	RPSA	33.1445337355822
61	RPL6	32.9464212473577
62	RPL14	32.8923421900648
63	RPL23A	31.911206313261
64	FAU	29.9258599274034
65	RPL5	28.9782827673104
66	RPL17	28.7230006387892
67	TMSB10	27.9407709132194
68	ZFP36L2	27.8449235929338
69	RPS16	27.3517453138265
70	RPS5	26.919771774696
71	PTMA	26.5985580849677
72	RPS21	26.0166652832961
73	RPL15	25.8093861057962
74	CD69	25.6265936986689
75	RPL21	25.2624401524047
76	HLA-A	25.2104962008782
77	IL7R	25.1147927059016
78	MT-ATP8	24.6878776208736
79	ZFP36	24.6071794616945
80	BTG1	24.5852782009811
81	RPL36	24.1570382819091
82	RPS26	23.8755606540725
83	ACTG1	23.6667982382097
84	RPL9	23.6400368417259
85	VIM	23.5778240871883
86	IL32	23.4403471015828
87	JUN	23.3262370426201
88	HLA-C	23.2546362572798
89	RPL10A	23.1105929008784
90	EIF1	22.7146599441806
91	RPS9	22.482296846078
92	RACK1	22.3500579847215
93	MT-ND3	22.1525510324393
94	PFN1	21.6693225688785
95	EEF1B2	20.3739131750866
96	TNFAIP3	20.3509884278926
97	RPL13A	19.914348185504
98	NACA	19.8367089548718
99	H3F3B	19.2457263391369
100	TSC22D3	19.1228393844682
101	RPL35	19.0886182921227
102	RPL24	19.0483631870228
103	RPL22	18.8657917107977
104	KLF6	18.4267540138613
105	UBA52	18.123516612384
106	RPL41	18.0649058191402
107	RPS29	17.7881825378084
108	S100A4	17.6785641025635
109	FTL	17.404298970235
110	MT-ND1	17.3228614891496
111	RPL37A	17.1397445592537
112	HSPA8	17.0929126816629
113	GAPDH	16.0580118934061
114	SARAF	15.9676707454552
115	MT-ND5	15.8372285177087
116	RPL4	15.6113858292168
117	SH3BGRL3	15.4931761342916
118	PABPC1	15.1809882903007
119	IFITM1	15.0122680013189
120	CCL5	14.622280367558
121	EEF1G	14.4968689596743
122	CD3E	14.3998449052048
123	RPL27	14.1196951655536
124	EEF2	14.0786204616778
125	HLA-E	13.7311492705398
126	ANXA1	13.5824538623073
127	UBC	13.5628844326045
128	FOSB	13.5576854617879
129	MYL12A	13.1062760948743
130	KLRB1	13.0774991346518
131	CD52	13.0225646175553
132	SRGN	12.8992414839646
133	ARHGDIB	12.5777513273221
134	CXCR4	12.549691554468
135	EEF1D	12.504504960852
136	CFL1	12.4854802007101
137	DNAJB1	12.3649039485701
138	HSP90AA1	12.349418389422
139	RPL7	11.9196364331124
140	PPIA	11.8140856911043
141	RPL38	11.0749507155011
142	CALM1	10.9088416458781
143	ITM2B	10.6210338126279
144	PNRC1	10.6020349924772
145	PFDN5	10.5610817428429
146	HNRNPA1	10.5319028143462
147	DDX5	10.4312774477247
148	RPL31	10.3227137828203
149	NFKBIA	10.1807569209795
150	MYL6	10.1668259882913
151	SERF2	9.98818094192098
152	RPL27A	9.84650647788005
153	IFITM2	9.73302382726449
154	BTF3	9.71827897559059
155	CORO1A	9.70350612420945
156	CRIP1	9.65687386866654
157	TXNIP	9.56020763977818
158	MT-ND2	9.50280886867222
159	ATP5F1E	9.16713870625731
160	RPL36AL	8.83122974702966
161	NPM1	8.75289781661325
162	FXYD5	8.74267811234072
163	MT-ND4	8.6974779009553
164	TOMM7	8.66563529514377
165	PTPRCAP	8.50562152866789
166	RAC2	8.48771078086164
167	PTPRC	8.48508909726016
168	NR4A2	8.45449715693618
169	COX4I1	8.36836104855551
170	LAPTM5	8.30952232183449
171	RPS11	8.30361043895024
172	LTB	8.21756627898572
173	BTG2	7.70475418200414
174	CYBA	7.49438597436899
175	H3F3A	7.44955273118675
176	HSP90AB1	7.44178900270966
177	S100A6	7.36789375146476
178	CD3D	7.31098213317879
179	HSPA1B	7.28153845863078
180	HNRNPA2B1	7.26603944554941
181	CCL4	7.06394182323027
182	ZFP36L1	6.96836757633863
183	CD2	6.9673138394143
184	MIF	6.90246384994447
185	RPS20	6.86590065443941
186	YWHAZ	6.71681033306912
187	OAZ1	6.66262505198435
188	PCBP1	6.610615296588
189	COX7C	6.60834445225003
190	MCL1	6.56993716226942
191	DUSP2	6.55652768082352
192	CCNI	6.51915612735459
193	TMA7	6.4727157932271
194	TAGAP	6.45507583735949
195	LDHB	6.43182263091474
196	TAGLN2	6.42791934851417
197	SLC2A3	6.41396154735829
198	HINT1	6.4090724666438
199	PPDPF	6.39177874882256
200	EVL	6.34900109423695
201	ATP5MC2	6.29726235844043
202	ATP5MG	6.22973746180493
203	HSPA1A	6.15841083945893
204	SLC25A6	6.09742923689311
205	PPP1R15A	6.06845434618326
206	UBB	5.96487735866391
207	PCBP2	5.92397768146983
208	NR4A1	5.91816399753552
209	S100A10	5.83904836489992
210	CD7	5.71087668089941
211	RHOA	5.68459306335461
212	S100A11	5.66557072142056
213	ARPC2	5.66069756354215
214	COMMD6	5.62591684343458
215	CITED2	5.58963457684638
216	MYL12B	5.58534919098715
217	RPL36A	5.56309851557958
218	CD48	5.54488842247514
219	SRSF7	5.45524254070971
220	RGCC	5.45464920375122
221	PTGER4	5.45059667358555
222	PSME1	5.43964867004453
223	FYB1	5.43496166733779
224	CD99	5.42644471709174
225	CLIC1	5.41724758147829
226	CD37	5.34575839973733
227	NOP53	5.25666679755775
228	PPIB	5.23420977208682
229	YBX1	5.22710582485407
230	ARPC1B	5.19129944015224
231	HMGB1	5.12302953368493
232	CNBP	4.92952064577328
233	UQCRB	4.90660824209711
234	LSP1	4.82289726354604
235	IER2	4.8063299708419
236	CYTIP	4.74600068701482
237	HCST	4.74114626259679
238	OST4	4.69308086345993
239	EIF3K	4.69185784819136
240	TNF	4.64899297318976
241	SRP14	4.58811556756611
242	CD74	4.57323232591474
243	ARPC3	4.56102500631737
244	C12orf57	4.55893072933959
245	GIMAP7	4.47759019062254
246	CHCHD2	4.46737169420707
247	EMP3	4.46256317910242
248	SNRPD2	4.45827514801862
249	GPSM3	4.39128540503131
250	RPS10	4.37590609382451
251	SERP1	4.35823348233529
252	DAZAP2	4.34213959771537
253	LCK	4.29084320310752
254	RPS4Y1	4.28518877525449
255	YWHAB	4.25937579407093
256	LCP1	4.255065029289
257	GSTK1	4.24205286866995
258	DDIT4	4.2396376350617
259	EIF3F	4.19241102414115
260	GPR183	4.19066478533471
261	RPL23	4.1499896089723
262	HNRNPDL	4.13853729444115
263	HNRNPK	4.10490520228543
264	MT-ND6	4.09314492692208
265	SKP1	4.07728694155494
266	SUMO2	4.06651668704906
267	TPM3	4.06126618528675
268	LEPROTL1	4.05796230293156
269	SSR4	4.05479408271136
270	GADD45B	4.04753706346474
271	RARRES3	4.01118438884935
272	SSR2	3.9861005948137
273	TMBIM6	3.938863481327
274	PGK1	3.93310671592594
275	GMFG	3.84050210663413
276	RGS1	3.84015495858823
277	TRBC2	3.82912251283776
278	APRT	3.81708280660749
279	COTL1	3.80359699513033
280	NCL	3.79472238947559
281	ARL6IP5	3.73256102925109
282	ABRACL	3.7200848901355
283	GIMAP4	3.71975882983727
284	EIF4B	3.71586676100484
285	ALDOA	3.71578821180846
286	EIF3E	3.6855070935856
287	AHNAK	3.67194226985758
288	EIF4A2	3.67114384017443
289	LDHA	3.66769479771786
290	SPOCK2	3.66738308556295
291	CD44	3.65695623210696
292	CIRBP	3.56536473073551
293	SUB1	3.55187245794582
294	SEPT1	3.51898204250665
295	TRIR	3.48608125780817
296	CALM2	3.4777269215432
297	EIF3L	3.44252990957637
298	EDF1	3.44082032425297
299	SF1	3.42677596135196
300	MBNL1	3.41491145510826
301	LIMD2	3.4093020673382
302	ZFAS1	3.39293428441966
303	TPI1	3.3671146265189
304	RAN	3.36579370238912
305	EGR1	3.36401359765946
306	GABARAP	3.36098772824912
307	PTGES3	3.35828320570227
308	TUBA1A	3.3498193979672
309	CD40LG	3.34350464134748
310	COX6A1	3.33589652597091
311	UBE2D3	3.33495480058084
312	HMGN1	3.32414654080315
313	CD3G	3.32360693401385
314	PDCD4	3.30303679062696
315	MYADM	3.27953876035512
316	ENO1	3.26272476262581
317	UQCR11	3.24574091727059
318	YPEL5	3.24232686243313
319	ARF1	3.24133588757556
320	RPS17	3.23373729512692
321	CAPZB	3.22241692077216
322	STK17B	3.17278045732799
323	HMGN2	3.16641649759537
324	SEPT9	3.165471858576
325	STK17A	3.15725020595501
326	COX6C	3.14439793727097
327	LCP2	3.13856637215497
328	DNAJA1	3.11597231030289
329	FUS	3.11441567262124
330	NDUFA4	3.11354291216176
331	ACTR3	3.11283759634494
332	RGS2	3.10814785745509
333	COX6B1	3.1044290454811
334	CD96	3.07570511217878
335	EIF3H	3.07561949234983
336	ATP6V1G1	3.06683952549295
337	UBL5	3.04101818802047
338	SCML4	3.02641121518455
339	TUBB	3.01161177719585
340	CSRNP1	2.98866374338721
341	CD6	2.98746634034062
342	HNRNPF	2.98614056846006
343	MYH9	2.97388107284993
344	HCLS1	2.95584804745878
345	KLF2	2.9522195214068
346	DAD1	2.94648304908165
347	EIF3G	2.94298320436968
348	SAMSN1	2.9404555519565
349	CD53	2.93882137874128
350	ERP29	2.93189074011302
351	SOD1	2.92910763769816
352	SELENOK	2.92825402233402
