pathway	pval	padj	log2err	ES	NES	size	leadingEdge	slug
Inositol phosphate metabolism	2.44344594715987e-05	0.000464254729960376	0.575610261071129	0.457631394608052	1.87545286836559	70	PIK3CB,ALDH6A1,PIK3C2B,INPP4B,MTMR4,MTMR1,INPP5B,PLCD1,PIK3CA,PLCH2,INPP1,PIK3CG,SYNJ1,PLCG1,PIP4K2B,SYNJ2,MTM1,PIK3C3,ITPKC,PIK3C2A,INPP4A,PI4K2A,PLCB2,IMPAD1,PIK3CD,PIP4K2A,PI4KA,IPMK,PTEN,IMPA1,INPP5F,PI4KB,INPP5D,CDIPT,ITPKB,PI4K2B,INPP5E,IPPK,PIKFYVE,PIP5K1C	Inositol-phosphate-metabolism
Citrate cycle (TCA cycle)	0.0294687336827378	0.187767094017094	0.352487857583619	-0.261007483879784	-1.54492667204669	27	PC,SUCLG1,SDHB,DLD,ACO2,SDHD,IDH2,MDH2,IDH3G,SDHC,PDHA1,IDH3B,DLST,MDH1,ACO1,PCK2,ACLY,SUCLA2,PDHB,SDHA,FH,CS	Citrate-cycle-TCA-cycle-
Nitrogen metabolism	0.0390625	0.187767094017094	0.241339976815091	0.564188852841543	1.58092220107611	10	CA5B,GLUD1,CA2,GLUL	Nitrogen-metabolism
Fatty acid biosynthesis	0.0395299145299145	0.187767094017094	0.234392647294686	0.517240386538918	1.5697777858885	13	ACSL6,ACSL1,ACACA,OXSM,FASN,ACACB,MCAT	Fatty-acid-biosynthesis
Galactose metabolism	0.0880245649948823	0.297692837465565	0.149207542435322	0.385876095518771	1.36474518935212	25	PFKM,HKDC1,UGP2,GAA,GALT,B4GALT1,GANC,GLA,G6PC3,PGM1,GALE,GALM	Galactose-metabolism
Starch and sucrose metabolism	0.0940082644628099	0.297692837465565	0.144630528034484	0.396907881076472	1.36893391552233	22	PGM2L1,GBE1,HKDC1,UGP2,GYG1,GAA,GANC,G6PC3,PGM1,GYS1,GPI,PYGB	Starch-and-sucrose-metabolism
Amino sugar and nucleotide sugar metabolism	0.131	0.351317122593718	0.11776578836269	0.321981621603442	1.26546983364443	46	FUK,GNE,FPGT,GFPT2,GNPNAT1,HKDC1,MPI,UGP2,GNPDA1,PGM3,GALT,UGDH,GFPT1,RENBP,PMM2,PGM1,NANS,GNPDA2,UAP1,UXS1,GALE,GPI,NANP,GMPPA,NAGK	Amino-sugar-and-nucleotide-sugar-metabolism
Fructose and mannose metabolism	0.147922998986829	0.351317122593718	0.110564716336619	0.347296370863752	1.27010327192974	30	PFKFB3,PFKM,FUK,FPGT,HKDC1,MPI,ALDOC	Fructose-and-mannose-metabolism
Pentose and glucuronate interconversions	0.221382289416847	0.421030116358659	0.0899860794997137	0.410881932935986	1.2181180881767	12	UGP2,DCXR,UGDH,RPE,SORD	Pentose-and-glucuronate-interconversions
Propanoate metabolism	0.24390243902439	0.421030116358659	0.0813027345384498	0.321727552150845	1.16484166325643	29	ALDH6A1,DBT,MLYCD,BCKDHB,LDHA,ACACA,LDHB,PCCA,ACACB,ABAT,SUCLG2,MCEE,HADHA,MUT	Propanoate-metabolism
Glycolysis / Gluconeogenesis	0.244	0.421030116358659	0.080419996876154	0.295573706968973	1.16167999876827	46	PFKM,HKDC1,ENO3,ALDOC,ALDH3A2,LDHA,DLAT,LDHB,GAPDH,BPGM,G6PC3,PGK1,PKM,PGM1,ENO1,ALDOA,ADPGK,GALM,GPI,MINPP1,ALDH9A1,ACSS1,TPI1,ADH5,ENO2	Glycolysis-Gluconeogenesis
Pentose phosphate pathway	0.265913757700205	0.421030116358659	0.077274697304471	0.329702268850735	1.15722860957218	24	RBKS,PFKM,TKTL1,ALDOC,H6PD,RPE,GLYCTK,PGM1,IDNK,ALDOA,RPIA,GPI,PGLS,TKT,PGD	Pentose-phosphate-pathway
Ascorbate and aldarate metabolism	0.403444034440344	0.589648973412811	0.0653834195468773	0.454604261597845	1.07410817832591	6	ALDH3A2,UGDH,ALDH9A1	Ascorbate-and-aldarate-metabolism
Sulfur metabolism	0.612385321100917	0.742650884495317	0.0426733861156084	0.328889014948503	0.890937503438505	9	MPST,BPNT1,IMPAD1,PAPSS1,ETHE1,SQOR	Sulfur-metabolism
Fatty acid elongation	0.624872579001019	0.742650884495317	0.0363018462359236	0.249918313771615	0.899422327594409	28	THEM4,ABHD17B,MECR,TECR,HACD3,ELOVL6,ACOT7,HADHA,HACD1,HSD17B12,ELOVL5,HACD2,PPT1,PPT2	Fatty-acid-elongation
Butanoate metabolism	0.625390218522373	0.742650884495317	0.0372254009247509	0.262321821061295	0.88254799984676	20	BDH1,BDH2,ALDH5A1,ABAT,HMGCL,HADHA,HMGCS1,ACAT1,AACS,L2HGDH	Butanoate-metabolism
Fatty acid degradation	0.752008032128514	0.83160767140215	0.0264649017470855	0.219197836804944	0.82442019849986	35	CPT1B,ACSL6,CPT1A,ACADSB,ALDH3A2,ACSL1,ECI1,ACOX3,CPT2,HADHA,ACSL3,ACADVL,ACAT1,ECI2,ALDH9A1,ADH5,GCDH	Fatty-acid-degradation
Glyoxylate and dicarboxylate metabolism	0.787838846591511	0.83160767140215	0.143902565267782	-0.168646080760095	-0.950946798799841	24	AMT,AFMID,HYI,ACAT2,GCSH,SHMT2,DLD,ACO2,GRHPR,MDH2,PCCB,PGP,MDH1,ACO1,GLDC,CS,CAT,ACAT1,MUT,MCEE,SHMT1,GLUL,GLYCTK,PCCA	Glyoxylate-and-dicarboxylate-metabolism
Pyruvate metabolism	0.928210313447927	0.928210313447927	0.0137183520206939	0.176039066474861	0.654912228547133	33	ALDH3A2,LDHA,DLAT,ACACA,LDHB,ACYP2,ACACB,PKM	Pyruvate-metabolism
Oxidative phosphorylation	NA	NA	NA	-0.214811766835227	NA	109	ATP6V0A4,ATP12A,NDUFA4L2,COX6B2,NDUFB3,ATP6V1G2,COX5A,UQCRFS1,ATP5MF,NDUFAB1,NDUFB6,NDUFS3,NDUFA6,SDHB,ATP5MC3,ATP6V0D1,CYC1,NDUFB4,NDUFB10,NDUFA9,NDUFA12,NDUFA2,NDUFA8,ATP5PF,UQCRQ,NDUFS6,NDUFB5,NDUFA1,UQCRC1,ATP6V1D,NDUFS7,NDUFS8,NDUFA11,SDHD,ATP5ME,NDUFB1,COX7B,ATP5F1C,UQCR10,SDHC,ATP6V1F,ATP6V1H,NDUFS2,COX6A1,NDUFB2,ATP6V1A,NDUFB7,ATP6V0B,NDUFC2,NDUFB11,NDUFA7,COX6B1,NDUFS4,NDUFA5,ATP5MC1,COX11,UQCRHL,COX17,COX7A2,ATP5F1B,ATP5PO,NDUFA13,NDUFA4,SDHA,NDUFB8,PPA2,NDUFA3,PPA1,NDUFA10,ATP6V1C2,ATP6V1E1,ATP5PD,ATP5MG,ATP5PB,ATP6V1B2,ATP5F1E,COX6C,NDUFS1,COX8A,NDUFC1,ATP5F1A,ATP6V1C1,ATP6V0A1,UQCRC2,LHPP,COX7A2L,NDUFV2,ATP6AP1,NDUFB9,ATP5F1D,ATP6V1E2,NDUFV1,NDUFV3,COX5B,TCIRG1,UQCRH,COX15	Oxidative-phosphorylation
