pathway	pval	padj	log2err	ES	NES	size	leadingEdge	slug
Oxidative phosphorylation	4.10816261352392e-18	8.21632522704785e-17	1.0959292864312	-0.694916190777974	-2.78804223606656	120	NDUFB11,NDUFC2,UQCRB,COX7C,NDUFB5,ATP6V1E1,NDUFV2,NDUFB3,ATP5MC2,PPA1,NDUFC1,UQCR10,NDUFS4,NDUFB9,NDUFS5,COX4I1,ATP5PB,ATP6V0E2,NDUFA2,COX5B,NDUFA7,NDUFS6,COX7A2,UQCR11,NDUFA5,NDUFB4,NDUFB1,COX6C,NDUFB8,NDUFAB1,ATP5PF,ATP5PD,ATP5MG,NDUFA8,UQCRC2,NDUFA4,COX8A,ATP5F1A,LHPP,NDUFA11,NDUFA3,NDUFA12,NDUFA1,COX6B1,UQCRQ,ATP5ME,NDUFA13,ATP5MF,COX17,SDHC,NDUFA9,NDUFB2,COX7A2L,ATP5PO,COX6A1,COX7B,NDUFB7,ATP6V1B2,ATP5F1E,NDUFB10,SDHB,SDHA,ATP6V1G1,ATP6V0E1,ATP6V1A,ATP6V0A1,ATP5MC3	Oxidative-phosphorylation
Inositol phosphate metabolism	0.000337103001538802	0.00337103001538802	0.49849310876659	0.547480019119483	1.74383880857441	73	PLCG2,ISYNA1,PLCH2,ITPK1,INPP5B,IPMK,PIP5K1C,PLCB3,MTMR8,MTMR2,PIK3CD,TPI1,INPP5A,INPPL1,PIP4K2C,PIK3CG,SACM1L,PIP4K2A,INPP4A,PIK3C2A,SYNJ1,MTMR6,MTMR3,MTM1,INPP5D,PI4K2A,ITPKB,IMPAD1	Inositol-phosphate-metabolism
Ascorbate and aldarate metabolism	0.000524678815494962	0.00349785876996641	0.477270815362862	0.684474694042561	1.85524421582263	27	UGDH,ALDH3A2,ALDH1B1,ALDH9A1	Ascorbate-and-aldarate-metabolism
Amino sugar and nucleotide sugar metabolism	0.00127647788418732	0.00638238942093662	0.45505986738723	0.582242047385051	1.7549443155985	48	PGM1,NPL,UGDH,GALE,UAP1L1,GNE,UAP1,CYB5R3,GFPT1,TSTA3,GPI,GNPDA2,GALK1,UGP2,FPGT,HK1,FUK,CYB5R4	Amino-sugar-and-nucleotide-sugar-metabolism
Pentose and glucuronate interconversions	0.011619019979553	0.0464760799182119	0.380730400722792	0.568951407664026	1.60952019331855	34	UGDH,DCXR,UGP2,GUSB	Pentose-and-glucuronate-interconversions
Starch and sucrose metabolism	0.0143170813854866	0.0477236046182885	0.380730400722792	0.559448977236665	1.58975909064733	35	PGM1,AGL,PGM2L1,GPI,GYS1,UGP2,HK1,GANC,PYGB,GYG1,GAA,AMY2B,GBE1	Starch-and-sucrose-metabolism
Pentose phosphate pathway	0.0302540960037943	0.0864402742965552	0.352487857583619	0.558439106300142	1.53694493974487	30	FBP1,PGM1,RBKS,H6PD,IDNK,ALDOC,GPI,PRPS1,RPIA,PRPS2	Pentose-phosphate-pathway
Fructose and mannose metabolism	0.113263785394933	0.283159463487332	0.159646701919906	0.466036968247726	1.30829694284721	33	FBP1,TPI1,ALDOC,TSTA3,PFKFB3,FPGT,HK1,FUK,GMDS,PFKFB4,TIGAR,ENOSF1,GMPPB,PFKFB2	Fructose-and-mannose-metabolism
Glycolysis / Gluconeogenesis	0.181446111869031	0.403213581931181	0.116739204791222	0.379604854678852	1.19102639367816	68	FBP1,PGM1,ALDH3A2,PGK1,TPI1,ALDOC,GPI,ENO2,ALDH1B1,HK1,PDHA1	Glycolysis-Gluconeogenesis
Galactose metabolism	0.231707317073171	0.463414634146341	0.107972360317345	0.421852128037797	1.16859131733827	31	PGM1,GALE,GALK1,UGP2,HK1,GANC,GLA,B4GALT1	Galactose-metabolism
Propanoate metabolism	0.347305389221557	0.631464344039194	0.126253987849115	-0.356600226938253	-1.08174810736459	32	LDHB,BCKDHB,HADHA,ACSS2,ACAT2,SUCLG1,ACAT1,EHHADH,BCKDHA,MCEE,ABAT	Propanoate-metabolism
