statistic	p.value	sumsq	meansq	gene	method	p_adjust
135.224503452747	2.67925805512825e-50	195.014602795307	97.5073013976534	HLA-B	anova	3.79918792217186e-46
78.9734566978534	1.27981002693726e-31	128.967063906011	64.4835319530053	RPS26	anova	9.07385309098516e-28
68.3551018968864	8.11669501522844e-28	114.487405848919	57.2437029244596	IL32	anova	3.83649117719798e-24
66.6563639300873	3.36273679761926e-27	112.101788827175	56.0508944135876	MT-ATP8	anova	1.19209019475603e-23
60.8967811893858	4.35289495198765e-25	103.865078563409	51.9325392817045	KANSL1-AS1	anova	1.2344810083837e-21
58.6794010722126	2.88330164071057e-24	100.63152272198	50.3157613609899	IL7R	anova	6.81420287754598e-21
51.5723352376253	1.32537859667572e-21	90.0243741394125	45.0121870697063	RPL36A	anova	2.68483835726595e-18
49.9068267546269	5.66442027201498e-21	87.4835578149229	43.7417789074615	RPS4Y1	anova	1.00401849321466e-17
48.2913856611167	2.33103199845632e-20	84.9986149015682	42.4993074507841	MT-ATP6	anova	3.67267041534562e-17
43.6133334530626	1.44887718840416e-18	77.6863901144488	38.8431950572244	RPL28	anova	2.0545078531571e-15
42.7186786516348	3.20980313105953e-18	76.2679145933289	38.1339572966644	CHI3L2	anova	4.13772803622038e-15
39.8566727294539	4.13931981247427e-17	71.6860244467908	35.8430122233954	SYTL3	anova	4.89129624507376e-14
36.4118799962375	9.21455203860133e-16	66.0801770008753	33.0400885004376	RPS23	anova	9.54339899463982e-13
36.3872444664228	9.42225570697867e-16	66.0397228859836	33.0198614429918	RPL41	anova	9.54339899463982e-13
35.2107454766059	2.73648986217779e-15	64.1017013573772	32.0508506786886	PLP2	anova	2.58689508304541e-12
34.2168970784028	6.75244705910437e-15	62.4552111041896	31.2276055520948	RPL8	anova	5.98435620613124e-12
31.3824554765039	8.99207518754364e-14	57.7118087622643	28.8559043811322	MT-CO3	anova	7.50044859760993e-11
31.1015020377982	1.16351354313669e-13	57.2377524289693	28.6188762144847	GZMM	anova	9.16590113426569e-11
30.8981476354771	1.40224901606412e-13	56.894189036345	28.4470945181725	ISG20	anova	1.04652058146259e-10
29.7579453415612	4.00039169439369e-13	54.9609511204639	27.4804755602319	AL157402.2	anova	2.83627771132512e-10
29.4539941696892	5.29300143191785e-13	54.4436129890412	27.2218064945206	MT2A	anova	3.57403620498072e-10
27.5389654564978	3.10530851924988e-12	51.1647881324853	25.5823940662426	FKBP5	anova	2.00151249104379e-09
26.8843703791205	5.69723156264874e-12	50.0362968395265	25.0181484197633	RPS14	anova	3.512467111233e-09
26.4880830967877	8.23086819729956e-12	49.351188677878	24.675594338939	RNF139	anova	4.86307129323782e-09
26.1131604245794	1.16619143680338e-11	48.7016726685517	24.3508363342758	ANXA6	anova	6.61463782954877e-09
25.9912250504105	1.30622377153523e-11	48.4901496871074	24.2450748435537	CXCR4	anova	7.12394349244984e-09
25.6549107732171	1.78621288028272e-11	47.9060213130802	23.9530106565401	ITM2B	anova	9.38092542311444e-09
25.2502463123967	2.60396127451108e-11	47.2017759310997	23.6008879655498	GIMAP7	anova	1.31872038830597e-08
24.7941125249894	3.98447470564941e-11	46.4061146364156	23.2030573182078	RNPEPL1	anova	1.94827073538306e-08
24.6632208467315	4.50220066703453e-11	46.1774308994881	23.0887154497441	MT-CO2	anova	2.12804018195165e-08
23.6084201126754	1.20683492172957e-10	44.3286534251627	22.1643267125813	TMSB10	anova	5.52029651294365e-08
23.0457852831143	2.04439002198809e-10	43.3381862746696	21.6690931373348	MT-ND3	anova	9.05920328493472e-08
22.6396810252366	2.99233312848224e-10	42.6213981843116	21.3106990921558	ACTB	anova	1.28579647763267e-07
22.3673208565067	3.86430282223464e-10	42.1397876400183	21.0698938200091	RPL35A	anova	1.61164158880257e-07
22.2572474812004	4.28528232434229e-10	41.9449443496469	20.9724721748235	RPS27	anova	1.73615152454782e-07
21.9012593663837	5.98837812447891e-10	41.3140037260202	20.6570018630101	NDUFA11	anova	2.35875560569753e-07
21.4834245266833	8.87292894400707e-10	40.5718887613	20.28594438065	FOSB	anova	3.40049006556811e-07
21.1818328981377	1.17879973001018e-09	40.035183427459	20.0175917137295	HSPA1B	anova	4.39878425566957e-07
20.6727658355244	1.90509103781179e-09	39.1272568530203	19.5636284265102	RPS24	anova	6.92671561953109e-07
20.6001498796264	2.04022174203188e-09	38.9975400205238	19.4987700102619	HLA-C	anova	7.23258607550302e-07
20.5245603695602	2.19110899828291e-09	38.8624568081134	19.4312284040567	RPS18	anova	7.57803063308577e-07
20.2495319735313	2.84093346156176e-09	38.3704932369616	19.1852466184808	RPS8	anova	9.59153249641566e-07
18.907808655296	1.01148136687637e-08	35.9598202492041	17.979910124602	IFITM2	anova	3.33553622844346e-06
18.8401288572584	1.07852552836831e-08	35.8377502713055	17.9188751356527	STAT1	anova	3.47579363460515e-06
18.7354213297729	1.19113853465117e-08	35.6488063469612	17.8244031734806	PTPRC	anova	3.7534098714119e-06
18.3877402152792	1.65680098541514e-08	35.0206395579186	17.5103197789593	NOP53	anova	5.10726912460579e-06
18.3199147423626	1.76702525039114e-08	34.8979573081824	17.4489786540912	RPLP1	anova	5.33115277671199e-06
18.1203041914671	2.1359735154214e-08	34.5366379301538	17.2683189650769	CREM	anova	6.31002176014072e-06
17.5052970635863	3.83365306328163e-08	33.420905445578	16.710452722789	BTG1	anova	1.10941225382313e-05
17.2387193533766	4.94141330645724e-08	32.9361122419454	16.4680561209727	RPL23	anova	1.40138481371127e-05
16.9389798170326	6.57505955508587e-08	32.3901610098396	16.1950805049198	GOLGA8B	anova	1.82812440178662e-05
16.3757387025497	1.12532210914888e-07	31.3618199172491	15.6809099586246	SRGN	anova	3.06866682840984e-05
16.2779044285111	1.23552388051517e-07	31.1828724172604	15.5914362086302	COL18A1	anova	3.30560917466134e-05
16.0878769300479	1.48146558143896e-07	30.8350190680651	15.4175095340325	EIF4A1	anova	3.85196548232604e-05
16.0790160903632	1.49406277523224e-07	30.8187900177215	15.4093950088607	RPS28	anova	3.85196548232604e-05
15.8953035596932	1.78086281812638e-07	30.4821327105382	15.2410663552691	LDHB	anova	4.50939906447002e-05
15.8484495526001	1.86245767048207e-07	30.3962169883655	15.1981084941827	C20orf204	anova	4.63327188902382e-05
15.7546508250259	2.03724630757387e-07	30.2241523298519	15.112076164926	RPS15A	anova	4.98071597265473e-05
