Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Ribosome	82/158	2.37887565583593e-54	6.89873940192419e-52	0	0	16.2138423603435	2001.97122366065	RPL4;RPL5;RPL30;MRPS15;RPL3;RPL32;RPL31;RPL34;RPLP1;MRPS12;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;MRPL33;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;RPS3A;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;MRPL19;RPL11;RPL36A;RPS4Y1;MRPL13;MRPL10;RPS15A;RPL14;RPS3;RPL13;RPL15;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;MRPL23;RPS26;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;FAU;RPS21;RPS24;RPS23
Coronavirus disease	91/232	4.22590269270743e-47	6.12755890442578e-45	0	0	9.73546503240252	1039.55555044382	RPL4;RPL5;RPL30;RPL3;CSF2;RPL32;RPL31;RPL34;RPLP1;RPLP0;ADAR;RPL8;RPL10A;RPL9;TNF;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPS18;C3AR1;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;PRKCB;RPS8;RPS5;RPL22;RPS6;RPS3A;FOS;OAS1;OAS3;RPL37A;RPL24;RPL27;RPL26;RPL29;IL6ST;RPL28;UBA52;RPL10;RPL12;RPL11;RPL36A;RPS4Y1;RPS15A;RPL14;RPS3;RPL13;RPL15;RPL18;RPS27A;RPL17;RPL19;JUN;RPL41;STAT1;MX2;EIF2AK2;RPL35A;ISG15;RPL23A;NFKB1;RPS26;NFKBIA;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;FAU;RPS21;RPS24;RPS23
Prion disease	59/273	3.05613375384082e-16	2.95426262871279e-14	0	0	4.03734612049479	144.231004082744	ATF2;COX7B;NDUFA11;NDUFA12;COX7C;TNF;PPP3CA;TUBA1B;TUBA1A;CREB3L2;RAC2;UQCRFS1;COX8A;TUBB;CYBA;COX6B1;PSMA5;PSMA3;PSMA4;PSMA1;PSMA2;NDUFS5;CSNK2B;PPIF;VDAC1;SLC25A5;ATF4;NDUFB11;PSMD13;NDUFB4;ATP5MC3;UQCR11;COX7A2;UQCR10;COX5A;PSMA7;UQCRH;PSMB6;STIP1;ATP5F1B;PSMB2;CCL5;FYN;EGR1;HSPA8;PRNP;NDUFA6;ADRM1;NDUFA2;NDUFA1;ATP5F1C;COX6C;ATP5F1E;SOD1;SEM1;UQCRQ;ATP5PO;HSPA1B;HSPA1A
Antigen processing and presentation	28/78	3.29304381890782e-14	2.38745676870817e-12	0	0	8.07492260061919	250.680957544105	HSP90AB1;IFI30;TNF;B2M;HLA-DPA1;PDIA3;CD74;HSPA8;HSP90AA1;HLA-B;HLA-C;TAP1;HLA-A;KIR3DL2;HLA-F;HLA-G;HLA-E;CD8B;IFNG;CD8A;PSME1;HLA-DPB1;PSME2;HLA-DRA;HLA-DRB1;HSPA1B;HSPA1A;LGMN
Parkinson disease	52/249	7.6999755671713e-14	4.46598582895935e-12	0	0	3.84760364457397	116.178292572569	COX7B;NDUFA11;NDUFA12;UBE2L6;COX7C;UBE2L3;TUBA1B;TUBA1A;UQCRFS1;COX8A;DUSP1;TUBB;COX6B1;PSMA5;ERN1;PSMA3;PSMA4;PSMA1;PSMA2;NDUFS5;PPIF;VDAC1;SLC25A5;UBA52;ATF4;UBA7;NDUFB11;PSMD13;NDUFB4;ATP5MC3;UQCR11;COX7A2;TXN;UQCR10;COX5A;PSMA7;UQCRH;PSMB6;ATP5F1B;PSMB2;UBC;RPS27A;NDUFA6;ADRM1;NDUFA2;NDUFA1;ATP5F1C;COX6C;ATP5F1E;SEM1;UQCRQ;ATP5PO
Th17 cell differentiation	30/107	6.28503426691671e-12	3.03776656234308e-10	0	0	5.61854424645122	144.918267965443	IL22;HSP90AB1;RORA;AHR;HIF1A;CD3D;PPP3CA;TBX21;IL21R;IL12RB1;JAK3;HLA-DPA1;JUN;HSP90AA1;IFNGR1;STAT1;NFATC2;FOS;NFKB1;TGFBR1;NFKBIA;IFNG;LCK;RARA;HLA-DPB1;HLA-DRA;IL17F;IL6ST;HLA-DRB1;IL17A
T cell receptor signaling pathway	29/104	1.63510054326357e-11	6.77398796494908e-10	0	0	5.5723728375936	138.399529245259	ITK;CSF2;CBLB;TNF;RASGRP1;CD3D;CDC42;PPP3CA;MAP3K8;FYN;ICOS;NCK1;IL10;VAV3;JUN;MAP2K2;NFATC2;FOS;NFKB1;RHOA;VAV1;NFKBIA;PTPRC;CD8B;IFNG;CD8A;LCK;LCP2;PDCD1
Inflammatory bowel disease	22/65	7.02977211240367e-11	2.54829239074633e-09	0	0	7.34607804493496	171.738682175034	IL10;IL22;JUN;IFNGR1;STAT1;RORA;TNF;NFKB1;IL18RAP;IFNG;TBX21;IL21R;STAT4;HLA-DPB1;HLA-DRA;IL17F;IL12RB1;HLA-DRB1;IL18R1;HLA-DPA1;IL12RB2;IL17A
Proteasome	18/46	2.40600317741177e-10	7.75267690499348e-09	0	0	9.20934825543121	203.967576801089	PSMD13;POMP;ADRM1;PSMA7;PSMB10;PSMB8;PSMB9;PSMB6;PSMA5;SEM1;PSMA3;PSMA4;PSMB2;IFNG;PSMA1;PSMA2;PSME1;PSME2
Epstein-Barr virus infection	40/202	3.14481404486421e-10	9.11996073010621e-09	0	0	3.5721450617284	78.1588774793974	PSMD13;TRADD;TNFAIP3;CD3D;TNF;RELB;CCND3;BCL2L11;BAK1;B2M;JAK3;HLA-DPA1;PDIA3;ENTPD1;JUN;STAT1;ADRM1;HLA-B;HLA-C;EIF2AK2;TAP1;ISG15;HLA-A;HLA-F;HLA-G;RUNX3;NFKB1;HLA-E;DDB2;NFKBIA;SEM1;OAS1;OAS3;CDK2;HLA-DPB1;BCL2;IRF7;HLA-DRA;VIM;HLA-DRB1
