Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Apoptosis	23/142	4.55626459186603e-11	1.24386023357943e-08	0	0	6.42413793103448	152.971141377011	PRF1;GZMB;CTSW;TRAF1;ACTB;TUBA4A;CTSS;ACTG1;GADD45G;LMNB1;ERN1;NFKBIA;TUBA1C;TUBA1A;DDIT3;LMNA;CYCS;CTSH;BAX;BID;CTSC;CTSB;BIRC3
Lysosome	20/128	1.61876956438591e-09	2.20962045538677e-07	0	0	6.1269932024649	124.020142570761	ATP6V0B;ATP6AP1;GAA;HEXA;NAGA;CTSW;LIPA;LITAF;CTSS;GNPTAB;LAMP1;PPT1;ACP5;CTSH;MAN2B1;DNASE2;ATP6V0D1;GLA;CTSC;CTSB
Salmonella infection	27/249	9.9122174030469e-09	9.02011783677268e-07	0	0	4.04877533783784	74.6168960175722	RALA;AHNAK;ARPC1B;LEF1;TXN;ACTB;ACTG1;HSP90B1;PYCARD;TUBA1C;TUBA1A;MYC;FLNA;SNX9;TCF7L2;HSP90AA1;TUBB;DYNLL1;TUBB4B;TUBA4A;RHOB;NFKBIA;CYCS;BAX;PFN1;GAPDH;BIRC3
Viral protein interaction with cytokine and cytokine receptor	16/100	4.92978356331702e-08	3.36457728196387e-06	0	0	6.26689381033504	105.442905241794	CX3CR1;TNFSF14;CCL20;CCL4L2;CXCR4;CXCL13;TNFRSF1B;CXCR3;CCL5;CCL4;CCL3;XCL1;CCR7;CCR6;IL6ST;CCR4
Cytokine-cytokine receptor interaction	28/295	9.45843951325394e-08	5.16430797423665e-06	0	0	3.48894316886501	56.4293759773041	CX3CR1;CCL4L2;CXCR4;CXCL13;TNFSF13B;CXCR3;CCL5;CCL4;CCL3;CCR7;CCR6;CCR4;TNFRSF4;IL32;TNFSF14;CCL20;CD70;TNFRSF18;TNFRSF1B;CD4;CD40LG;CD27;XCL1;TNFSF8;TNFRSF25;LTB;IL6ST;IL7R
Antigen processing and presentation	13/78	5.46276028665974e-07	2.48555593043018e-05	0	0	6.55322033898305	94.498364188334	CD74;HSP90AA1;HSPA5;KLRC2;CTSS;HLA-DMA;CD4;CD8A;PSME2;KLRC1;HSPA1B;CTSB;HSPA1A
Rheumatoid arthritis	14/93	7.30532966563982e-07	2.70371284617212e-05	0	0	5.81229717822527	82.1248034473801	ATP6V0B;ATP6AP1;CCL20;ITGB2;TNFSF13B;HLA-DMA;CCL5;CCL3;CD28;ACP5;CTLA4;LTB;ATP6V0D1;ATP6V1F
Phagosome	18/152	7.92296804739084e-07	2.70371284617212e-05	0	0	4.4231917336395	62.138456074172	ATP6V0B;NCF1;ATP6AP1;TUBB;ITGB2;TUBB4B;CORO1A;ACTB;TUBA4A;CTSS;ACTG1;TUBA1C;FCGR3A;HLA-DMA;TUBA1A;LAMP1;ATP6V0D1;ATP6V1F
Influenza A	19/172	1.15202720810299e-06	3.49448253124572e-05	0	0	4.09208523592085	55.9551218649638	STAT1;MX2;MX1;ACTB;ACTG1;PYCARD;NFKBIA;SOCS3;DNAJB1;HLA-DMA;CDK6;CCL5;IRF7;CYCS;BAX;VDAC1;KPNA2;SLC25A5;BID
Chemokine signaling pathway	20/192	1.53534195171142e-06	4.13353231360306e-05	0	0	3.83441700905501	51.3304103929328	LYN;CX3CR1;NCF1;CCL20;STAT1;CCL4L2;PXN;CXCR4;CXCL13;NFKBIA;FGR;TIAM1;CXCR3;CCL5;CCL4;CCL3;XCL1;CCR7;CCR6;CCR4
Kaposi sarcoma-associated herpesvirus infection	20/193	1.66552584064592e-06	4.13353231360306e-05	0	0	3.81205445225513	50.720793667256	LYN;TCF7L2;CDKN1A;SYK;STAT1;LEF1;HIF1A;NFKBIA;ZFP36;CDK6;CLEC2B;MYC;UBC;IRF7;CYCS;BAX;BID;IL6ST;CALM2;CCR4
Natural killer cell mediated cytotoxicity	16/131	2.13899921710824e-06	4.86622321892124e-05	0	0	4.57020961410266	59.6648748452641	FCER1G;KLRC2;SYK;SH2D1A;ITGB2;PRF1;ICAM2;SH2D1B;GZMB;FCGR3A;NCR3;TYROBP;KLRK1;PTPN6;KLRC1;BID
NF-kappa B signaling pathway	14/104	2.88920244390338e-06	6.0673251321971e-05	0	0	5.09900018864365	65.0353512069588	LYN;EDARADD;TNFSF14;SYK;CCL4L2;TNFAIP3;TRAF1;GADD45G;TNFSF13B;NFKBIA;CD40LG;CCL4;LTB;BIRC3
Epstein-Barr virus infection	20/202	3.37585906821542e-06	6.58292518302007e-05	0	0	3.62184984826494	45.6311818134782	LYN;ENTPD1;CDKN1A;SYK;STAT1;TNFAIP3;ISG15;RBPJ;RUNX3;GADD45G;NFKBIA;HLA-DMA;CCND2;CDK6;MYC;IRF7;CYCS;BAX;VIM;BID
Measles	15/139	2.01934391418524e-05	0.000367520592381713	0	0	3.96498518762344	42.8620957329904	STAT1;MX2;MX1;TNFAIP3;NFKBIA;CCND2;CDK6;CD28;IRF7;CYCS;BAX;BID;HSPA1B;SLAMF1;HSPA1A
Lipid and atherosclerosis	19/215	2.9745668915392e-05	0.000507535475868876	0	0	3.18719422700587	33.219574104824	LYN;HSP90AA1;NCF1;HSPA5;HSP90B1;PYCARD;ERN1;NFKBIA;CD40LG;DDIT3;CCL5;IRF7;CCL3;CYCS;BAX;BID;CALM2;HSPA1B;HSPA1A
Tuberculosis	17/180	3.33376225167034e-05	0.000535362996885884	0	0	3.42320819112628	35.2892507351585	CD74;ATP6V0B;FCER1G;ATP6AP1;SYK;STAT1;ITGB2;CORO1A;CTSS;FCGR3A;HLA-DMA;LAMP1;CYCS;BAX;ATP6V0D1;BID;CALM2
Protein processing in endoplasmic reticulum	16/171	6.30864856307832e-05	0.000956811698733545	0	0	3.38376655492664	32.7244198376624	PPP1R15A;HSP90AA1;HSPA5;SSR4;SYVN1;PDIA6;HSP90B1;HERPUD1;ERN1;DNAJB1;HSPH1;DDIT3;BAX;P4HB;HSPA1B;HSPA1A
Viral myocarditis	9/60	7.27002534950391e-05	0.00104458785284977	0	0	5.74747474747475	54.7686391480439	HLA-DMA;CD40LG;ITGB2;PRF1;CD28;CYCS;BID;ACTB;ACTG1
Pathways in cancer	33/531	7.76441543038068e-05	0.00105984270624696	0	0	2.19709363770873	20.7919194522371	PTGER4;CDKN1A;RALA;GSTP1;LEF1;MGST2;CXCR4;HIF1A;HSP90B1;CCND2;MYC;PIM1;CTNNA1;PIM2;BID;PDGFRB;TCF7L2;HSP90AA1;GSTO1;STAT1;DAPK2;FLT3LG;TRAF1;GADD45G;NFKBIA;CDK6;CKS2;CYCS;BAX;IL6ST;IL7R;CALM2;BIRC3
Central carbon metabolism in cancer	9/70	0.000244885969107822	0.00318351759840168	0	0	4.80278191753602	39.9337767218022	PDGFRB;SLC7A5;LDHB;LDHA;PKM;MYC;PGAM1;IDH2;HIF1A
