Gene	Expression
1	RNR2	214.982564449067
2	ACTB	183.164652581811
3	B2M	152.94230324389
4	TMSB4X	120.314820720752
5	MALAT1	103.018486952195
6	RPLP1	85.8517268278085
7	RPL41	76.6665695036171
8	EEF1A1	67.8944907825112
9	HLA-C	65.8368736590488
10	COX1	63.9723951068963
11	RPS27	61.2662781569172
12	TMSB10	59.6241032621798
13	COX2	59.2848397596649
14	GAPDH	56.9480771395623
15	PTMA	54.0629109472997
16	HLA-A	52.1983845561818
17	RPL28	52.0322790159539
18	RNR1	50.1609775716935
19	RPL10	48.044617166351
20	PFN1	43.769361525814
21	RPS19	42.0941155274784
22	RPS15A	41.9155872955754
23	ACTG1	41.7846966057381
24	RPL39	40.3557708242492
25	RPL13	38.2814199610984
26	RPS12	37.977256529449
27	RPS18	36.0903252635571
28	RPS3	33.9900553893976
29	RPL32	33.7014850246939
30	RPS4X	32.7217271339368
31	RPS26	32.4634187344666
32	RPS15	30.9221486084535
33	RPS21	29.9955770733883
34	RPL30	29.7623221307686
35	RPL19	29.6002647150713
36	CD74	29.336114486045
37	SH3BGRL3	29.2812333691995
38	CCL5	29.1284589440506
39	ATP6	28.9204823336218
40	RPL11	28.6760772990324
41	JUN	28.275574970792
42	GNLY	28.1982926776385
43	RPL18A	27.3175677939884
44	CFL1	26.9444489062233
45	CRIP1	26.9030565976937
46	RPS27A	26.0147359348462
47	RPL26	25.4577135360638
48	RPS23	25.3929817395352
49	ND3	25.2717897834245
50	RPL34	25.1503070817364
51	RPS24	25.1300476786923
52	VIM	25.1231274314971
53	FOS	24.8518778259651
54	RPS8	24.5063474135991
55	RPLP0	24.4502738114483
56	RPL12	23.912603323296
57	HSPA1A	23.8170369279217
58	RPL37	23.7278163942545
59	TPT1	23.4852853958539
60	S100A4	22.9869015903121
61	RPS14	22.7503987329615
62	ND4L	22.2991813051396
63	ATP8	22.1948175052808
64	RPL7A	22.1839815986374
65	RPS3A	22.1094174525211
66	CCL4	21.9388665136271
67	RPS7	21.8888038981639
68	PPIA	21.1901629331026
69	DUSP1	20.990199251635
70	FTH1	20.9409018050712
71	ND4	20.9295784085596
72	RPL29	20.8212695447824
73	RPL36	20.4453073477621
74	FAU	20.3923518328052
75	RPS29	20.0395141663696
76	CXCL13	20.0291754695321
77	RPL8	19.8760092646791
78	RPL3	19.8559030581474
79	DNAJB1	19.6516954040717
80	HMGN2	19.6243329391834
81	TUBA1B	19.5095894938398
82	COX3	19.378514868013
83	H3F3B	19.1916479680392
84	RPS13	19.1415475969112
85	RPL18	19.1406927378945
86	CYTB	18.8137706544149
87	GZMA	18.7732340135824
88	RPL35A	18.4113992977127
89	RPL6	18.3796714012488
90	RPL15	18.1250349446571
91	RPS25	17.8604292544081
92	RPL35	17.8262297621995
93	JUNB	17.7347301861371
94	RPS6	17.6772849942424
95	HMGB1	17.5715314950608
96	EIF1	17.1125870012807
97	RPS9	17.0621590106571
98	RPL14	17.0466919513306
99	HLA-H	16.9921033371229
100	GZMB	16.8801758268586
101	MYL6	16.4885884647825
102	FXYD5	15.8417194360761
103	SERF2	15.8370790378365
104	RPSA	15.8301398832308
105	RPLP2	15.7897447406587
106	NKG7	15.7162824900793
107	STMN1	15.4892407325955
108	UBC	15.4563447604085
109	HSPA8	15.4026423279083
110	HSP90AA1	14.9614034205468
111	IL32	14.9373123304146
112	ATP5E	14.8143121191947
113	HSPA1B	14.7740422547461
114	RPS5	14.4527153254085
115	ARHGDIB	14.3671946659359
116	TUBB	14.1611223299662
117	COTL1	13.8734702588418
118	RPS2	13.7807912541112
119	RPL23A	13.5010981587193
120	CD7	13.4887061631357
121	HNRNPA1	13.3806532038915
122	CORO1A	13.2937351413496
123	RPL5	12.9250412073367
124	FTL	12.8665786165878
125	RAC2	12.8129743139037
126	BTG1	12.7102625736788
127	MYL12A	12.7086196929255
128	GNB2L1	12.4612792759848
129	ZFP36L2	12.4463528021671
130	RPL24	12.3155293516054
131	CD69	12.1794331529361
132	HIST1H4C	12.1753730212419
133	MIF	12.1601040346635
134	H2AFZ	12.0924029257903
135	CD3E	12.0874086476951
136	NACA	11.6857415851507
137	CD3D	11.6083849933507
138	IFITM1	11.5835074252424
139	SRGN	11.5129060459925
140	ZFP36	11.3041328387214
141	HNRNPA2B1	11.268956546899
142	RHOA	11.1514440868271
143	TMA7	10.9284200609265
144	TPI1	10.7691250791583
145	PPDPF	10.721517769557
146	UBB	10.3134070517446
147	PCBP2	10.2351710218853
148	EEF1D	10.1771471905357
149	RPL22	10.1430883598667
150	HMGB2	10.1156425625061
151	S100A6	10.113009986787
152	ARPC2	10.0340780551162
153	MT2A	10.0044089568481
154	UBA52	9.75726126955974
155	RPL9	9.67584021644587
156	RPL10A	9.64581003267126
157	ATP5L	9.57872426367951
158	RPL37A	9.52368317580895
159	ALOX5AP	9.47816904271377
160	RPS16	9.44512721221513
161	RPL27	9.3870840212743
162	TSC22D3	9.35758678632346
163	CALM1	9.17231103147705
164	CLIC1	9.14288007466515
165	DUSP2	9.05499398755168
166	KLF6	8.92121675838645
167	NPM1	8.90553764390466
168	PTPRCAP	8.68401667528897
169	SUMO2	8.63789792234522
170	HSP90AB1	8.61604815993313
171	CHCHD2	8.57087241803875
172	BTF3	8.53160254556366
173	CYBA	8.44393182365683
174	RGS1	8.36101603849847
175	ATP5G2	8.30501678094805
176	LSP1	8.29525126297754
177	CD99	8.26357003884348
178	CD52	8.1171488246803
179	YBX1	8.11465794686591
180	LDHA	7.86636423208304
181	SRP14	7.84360569925047
182	PSME1	7.82833734177784
183	YWHAZ	7.66647262242113
184	SARAF	7.60746785373093
185	IFITM2	7.591410574531
186	ND1	7.55150771980956
187	RPL36A	7.54921045999884
188	PSMB9	7.54321180851568
189	ARPC1B	7.54312862308923
190	HMGN1	7.48203747589861
191	HINT1	7.44186232316088
192	HCST	7.31567210050163
193	PCBP1	7.2768015259872
194	PABPC1	7.243171372409
195	COX4I1	7.20835708051534
196	S100A10	7.19595035787952
197	EEF1B2	7.18346408385181
198	RAN	7.14144537966113
199	CALM2	7.13188518852341
200	RPL4	7.0323382121029
201	PKM	7.0235237166472
202	CD2	7.0218823617667
203	LAPTM5	6.99128105328499
204	ARPC3	6.98808435802242
205	COX7C	6.95006090134883
206	RPL38	6.90602517215661
207	CD8A	6.89337974156301
208	LOC101929531	6.83130836008196
209	MYL12B	6.78071485102554
210	SLC25A5	6.74679713973764
211	PTPRC	6.67589105548527
212	PFDN5	6.64850203374691
213	SUB1	6.57509243321976
214	COX8A	6.56720684479219
215	PPIB	6.44044673767797
216	UBL5	6.35966683003207
217	H2AFV	6.35962190791842
218	TAGLN2	6.34570496402647
219	RPL21	6.28828189585696
220	SRSF7	6.22082733448391
221	ALDOA	6.16696411044045
222	COX6A1	6.16602018421545
223	IL2RG	6.13862713767603
224	RPL36AL	6.12736658374815
225	CXCR4	6.03966334051838
226	LGALS1	6.0374929440591
227	EEF2	6.02520465781954
228	ENO1	5.90002748905788
229	S100A11	5.89454357578479
230	EEF1G	5.88626276760344
231	PGAM1	5.84817337578785
232	HNRNPDL	5.76840177354485
233	TPM3	5.76601521560239
234	COX6B1	5.71920784256857
235	DDX5	5.68584558354266
236	NFKBIA	5.66998509516021
237	CALM3	5.65573173040267
238	COX6C	5.60205950972918
239	OST4	5.57830888306742
240	PGK1	5.5608211087235
241	CTSW	5.5282387331234
242	ITM2B	5.50584477230982
243	LDHB	5.4918047338002
244	ANP32B	5.48509274145179
245	PPP1R15A	5.4160927423352
246	ATP5G3	5.4019906701992
247	SNRPD2	5.39077460417386
248	TCEB2	5.38779521079941
249	PSME2	5.37930921005194
250	CAPZB	5.32332202482826
251	DUT	5.32198378097755
252	TNFAIP3	5.31572468404495
253	SRSF2	5.28916087276446
254	IFNG	5.28191710846645
255	CALR	5.25261916364825
256	LY6E	5.24977554991441
257	IER2	5.22505458343516
258	HNRNPK	5.22139278604581
259	EVL	5.20774103092867
260	NDUFA4	5.20767555492283
261	CCNI	5.20466620213533
262	HNRNPF	5.18154159794966
263	H3F3AP4	5.1574037516687
264	GNG5	5.13514339256268
265	SOD1	5.11498966575359
266	PSMB8	5.10069736251788
267	ND5	5.07317880508855
268	YWHAB	5.07009564204189
269	RN7SK	5.06994055360639
270	LCP1	4.96076403264719
271	LOC101929876	4.92872289341227
272	PPP1CA	4.92804047585153
273	SRSF3	4.91480049782599
274	TYMS	4.89588791477144
275	PSMA7	4.89552163846655
276	RARRES3	4.8892852961591
277	PARK7	4.87385870131953
278	TOMM7	4.85313947643855
279	CKLF	4.82064429127587
280	IFITM3	4.77588108816465
281	NDUFA13	4.75561327302495
282	DDIT4	4.73148372485004
